sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,19.12700819998281,19.12700819998281,f,7.541707500000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,26.696788100001868,26.696788100001868,space,97.0608249999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_X_Back,True,1,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,0,,,,,,,,,0,452,452,452,,,,,,,,,,,,,2183.7077775999787,2184.785694099992,,,,,,,2188.4038139999902,2188.4038139999902,2188.4038139999902,2188.4038139999902,2188.4038139999902,2188.4038139999902,2188.4038139999902,2188.4038139999902,None,None,None,,,,,,,,,,,2183.7077775999787,2183.7077775999787,None,,,2184.785694099992,,None,2183.7077775999787,2183.7077775999787,,2184.785694099992,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_Y_For,False,1,robot,2,False,False,robot_stimuli\L_Arm_Y_For.mp4,0,,,,,,,,,0,453,453,453,,,,,,,,,,,,,2188.4038139999902,2189.4805249999918,,,,,,,2193.1067697999824,2193.1067697999824,2193.1067697999824,2193.1067697999824,2193.1067697999824,2193.1067697999824,2193.1067697999824,2193.1067697999824,None,None,None,,,,,,,,,,,2188.4038139999902,2188.4038139999902,None,,,2189.4805249999918,,None,2188.4038139999902,2188.4038139999902,,2189.4805249999918,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,False,1,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,0,454,454,454,,,,,,,,,,,,,2193.1067697999824,2194.1856838999956,,,,,,,2197.8118183999904,2197.8118183999904,2197.8118183999904,2197.8118183999904,2197.8118183999904,2197.8118183999904,2197.8118183999904,2197.8118183999904,None,None,None,,,,,,,,,,,2193.1067697999824,2193.1067697999824,None,,,2194.1856838999956,,n,2193.1067697999824,2193.1067697999824,2.8742384999932256,2194.1856838999956,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,True,1,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,0,455,455,455,,,,,,,,,,,,,2197.8118183999904,2198.887350999983,,,,,,,2202.514581700001,2202.514581700001,2202.514581700001,2202.514581700001,2202.514581700001,2202.514581700001,2202.514581700001,2202.514581700001,None,None,None,,,,,,,,,,,2197.8118183999904,2197.8118183999904,None,,,2198.887350999983,,c,2197.8118183999904,2197.8118183999904,1.9563463999947999,2198.887350999983,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,True,1,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,0,456,456,456,,,,,,,,,,,,,2202.514581700001,2203.6003151999903,,,,,,,2207.2316850999778,2207.2316850999778,2207.2316850999778,2207.2316850999778,2207.2316850999778,2207.2316850999778,2207.2316850999778,2207.2316850999778,None,None,None,,,,,,,,,,,2202.514581700001,2202.514581700001,None,,,2203.6003151999903,,c,2202.514581700001,2202.514581700001,2.115946400008397,2203.6003151999903,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Base_Y_For,False,1,robot,2,False,False,robot_stimuli\L_Base_Y_For.mp4,0,,,,,,,,,0,457,457,457,,,,,,,,,,,,,2207.2316850999778,2208.308564099978,,,,,,,2211.938528700004,2211.938528700004,2211.938528700004,2211.938528700004,2211.938528700004,2211.938528700004,2211.938528700004,2211.938528700004,None,None,None,,,,,,,,,,,2207.2316850999778,2207.2316850999778,None,,,2208.308564099978,,None,2207.2316850999778,2207.2316850999778,,2208.308564099978,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0,,,,,,,,,0,458,458,458,,,,,,,,,,,,,2211.938528700004,2213.007008799992,,,,,,,2216.633358699997,2216.633358699997,2216.633358699997,2216.633358699997,2216.633358699997,2216.633358699997,2216.633358699997,2216.633358699997,None,None,None,,,,,,,,,,,2211.938528700004,2211.938528700004,None,,,2213.007008799992,,n,2211.938528700004,2211.938528700004,2.1561228999926243,2213.007008799992,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Base_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Base_Z_Back.mp4,0,,,,,,,,,0,459,459,459,,,,,,,,,,,,,2216.633358699997,2217.7032362000027,,,,,,,2221.3332186999905,2221.3332186999905,2221.3332186999905,2221.3332186999905,2221.3332186999905,2221.3332186999905,2221.3332186999905,2221.3332186999905,None,None,None,,,,,,,,,,,2216.633358699997,2216.633358699997,None,,,2217.7032362000027,,n,2216.633358699997,2216.633358699997,2.124558200011961,2217.7032362000027,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0,,,,,,,,,0,460,460,460,,,,,,,,,,,,,2221.3332186999905,2222.411198099988,,,,,,,2226.0569048000034,2226.0569048000034,2226.0569048000034,2226.0569048000034,2226.0569048000034,2226.0569048000034,2226.0569048000034,2226.0569048000034,None,None,None,,,,,,,,,,,2221.3332186999905,2221.3332186999905,None,,,2222.411198099988,,n,2221.3332186999905,2221.3332186999905,1.4006164000020362,2222.411198099988,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Z_For,True,1,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0,,,,,,,,,0,461,461,461,,,,,,,,,,,,,2226.0569048000034,2227.1372421999986,,,,,,,2230.7650214000023,2230.7650214000023,2230.7650214000023,2230.7650214000023,2230.7650214000023,2230.7650214000023,2230.7650214000023,2230.7650214000023,None,None,None,,,,,,,,,,,2226.0569048000034,2226.0569048000034,None,,,2227.1372421999986,,c,2226.0569048000034,2226.0569048000034,1.7942834999994375,2227.1372421999986,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Base_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Base_Z_Back.mp4,0,,,,,,,,,0,462,462,462,,,,,,,,,,,,,2230.7650214000023,2231.8409753000014,,,,,,,2235.4687588999805,2235.4687588999805,2235.4687588999805,2235.4687588999805,2235.4687588999805,2235.4687588999805,2235.4687588999805,2235.4687588999805,None,None,None,,,,,,,,,,,2230.7650214000023,2230.7650214000023,None,,,2231.8409753000014,,n,2230.7650214000023,2230.7650214000023,1.8984226000029594,2231.8409753000014,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Torso_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,0,,,,,,,,,0,463,463,463,,,,,,,,,,,,,2235.4687588999805,2236.5371190999867,,,,,,,2240.167373299977,2240.167373299977,2240.167373299977,2240.167373299977,2240.167373299977,2240.167373299977,2240.167373299977,2240.167373299977,None,None,None,,,,,,,,,,,2235.4687588999805,2235.4687588999805,None,,,2236.5371190999867,,n,2235.4687588999805,2235.4687588999805,2.5301480000198353,2236.5371190999867,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Torso_Z_Back,True,1,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,0,,,,,,,,,0,464,464,464,,,,,,,,,,,,,2240.167373299977,2241.2369557999773,,,,,,,2244.862177200004,2244.862177200004,2244.862177200004,2244.862177200004,2244.862177200004,2244.862177200004,2244.862177200004,2244.862177200004,None,None,None,,,,,,,,,,,2240.167373299977,2240.167373299977,None,,,2241.2369557999773,,c,2240.167373299977,2240.167373299977,2.606276999984402,2241.2369557999773,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_X_For,False,1,robot,2,False,False,robot_stimuli\R_Base_X_For.mp4,0,,,,,,,,,0,465,465,465,,,,,,,,,,,,,2244.862177200004,2245.942218399985,,,,,,,2249.568385099992,2249.568385099992,2249.568385099992,2249.568385099992,2249.568385099992,2249.568385099992,2249.568385099992,2249.568385099992,None,None,None,,,,,,,,,,,2244.862177200004,2244.862177200004,None,,,2245.942218399985,,n,2244.862177200004,2244.862177200004,2.141313700005412,2245.942218399985,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,False,1,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,0,466,466,466,,,,,,,,,,,,,2249.568385099992,2250.6435737999855,,,,,,,2254.270390599995,2254.270390599995,2254.270390599995,2254.270390599995,2254.270390599995,2254.270390599995,2254.270390599995,2254.270390599995,None,None,None,,,,,,,,,,,2249.568385099992,2249.568385099992,None,,,2250.6435737999855,,n,2249.568385099992,2249.568385099992,2.5436846999800764,2250.6435737999855,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,True,1,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,0,467,467,467,,,,,,,,,,,,,2254.270390599995,2255.3431785999855,,,,,,,2258.9806360999937,2258.9806360999937,2258.9806360999937,2258.9806360999937,2258.9806360999937,2258.9806360999937,2258.9806360999937,2258.9806360999937,None,None,None,,,,,,,,,,,2254.270390599995,2254.270390599995,None,,,2255.3431785999855,,c,2254.270390599995,2254.270390599995,2.0920149000012316,2255.3431785999855,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Z_Back,False,1,robot,2,False,False,robot_stimuli\R_Base_Z_Back.mp4,0,,,,,,,,,0,468,468,468,,,,,,,,,,,,,2258.9806360999937,2260.058376699977,,,,,,,2263.6859579999873,2263.6859579999873,2263.6859579999873,2263.6859579999873,2263.6859579999873,2263.6859579999873,2263.6859579999873,2263.6859579999873,None,None,None,,,,,,,,,,,2258.9806360999937,2258.9806360999937,None,,,2260.058376699977,,n,2258.9806360999937,2258.9806360999937,2.7458449999976438,2260.058376699977,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Y_For,False,1,robot,2,False,False,robot_stimuli\R_Base_Y_For.mp4,0,,,,,,,,,0,469,469,469,,,,,,,,,,,,,2263.6859579999873,2264.7617992000014,,,,,,,2268.3998598000035,2268.3998598000035,2268.3998598000035,2268.3998598000035,2268.3998598000035,2268.3998598000035,2268.3998598000035,2268.3998598000035,None,None,None,,,,,,,,,,,2263.6859579999873,2263.6859579999873,None,,,2264.7617992000014,,n,2263.6859579999873,2263.6859579999873,3.266295400011586,2264.7617992000014,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,0,470,470,470,,,,,,,,,,,,,2268.3998598000035,2269.4744496999774,,,,,,,2273.105214799987,2273.105214799987,2273.105214799987,2273.105214799987,2273.105214799987,2273.105214799987,2273.105214799987,2273.105214799987,None,None,None,,,,,,,,,,,2268.3998598000035,2268.3998598000035,None,,,2269.4744496999774,,n,2268.3998598000035,2268.3998598000035,2.2565935000020545,2269.4744496999774,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Z_For,True,1,robot,2,False,False,robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,0,471,471,471,,,,,,,,,,,,,2273.105214799987,2274.1874753999873,,,,,,,2277.8105326999794,2277.8105326999794,2277.8105326999794,2277.8105326999794,2277.8105326999794,2277.8105326999794,2277.8105326999794,2277.8105326999794,None,None,None,,,,,,,,,,,2273.105214799987,2273.105214799987,None,,,2274.1874753999873,,c,2273.105214799987,2273.105214799987,2.0161974000220653,2274.1874753999873,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Torso_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,0,,,,,,,,,0,472,472,472,,,,,,,,,,,,,2277.8105326999794,2278.8868065999995,,,,,,,2282.5262277,2282.5262277,2282.5262277,2282.5262277,2282.5262277,2282.5262277,2282.5262277,2282.5262277,None,None,None,,,,,,,,,,,2277.8105326999794,2277.8105326999794,None,,,2278.8868065999995,,n,2277.8105326999794,2277.8105326999794,2.3409548999916296,2278.8868065999995,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_Back,False,1,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,0,,,,,,,,,0,473,473,473,,,,,,,,,,,,,2282.5262277,2283.5986554999836,,,,,,,2287.2257246999943,2287.2257246999943,2287.2257246999943,2287.2257246999943,2287.2257246999943,2287.2257246999943,2287.2257246999943,2287.2257246999943,None,None,None,,,,,,,,,,,2282.5262277,2282.5262277,None,,,2283.5986554999836,,n,2282.5262277,2282.5262277,2.2528510999982245,2283.5986554999836,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Base_Y_Back,False,1,robot,2,False,False,robot_stimuli\L_Base_Y_Back.mp4,0,,,,,,,,,0,474,474,474,,,,,,,,,,,,,2287.2257246999943,2288.3061504999932,,,,,,,2291.9708962999866,2291.9708962999866,2291.9708962999866,2291.9708962999866,2291.9708962999866,2291.9708962999866,2291.9708962999866,2291.9708962999866,None,None,None,,,,,,,,,,,2287.2257246999943,2287.2257246999943,None,,,2288.3061504999932,,n,2287.2257246999943,2287.2257246999943,3.297464699979173,2288.3061504999932,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_X_Back,False,1,robot,2,False,False,robot_stimuli\R_Head_X_Back.mp4,0,,,,,,,,,0,475,475,475,,,,,,,,,,,,,2291.9708962999866,2293.068771899998,,,,,,,2296.697871399985,2296.697871399985,2296.697871399985,2296.697871399985,2296.697871399985,2296.697871399985,2296.697871399985,2296.697871399985,None,None,None,,,,,,,,,,,2291.9708962999866,2291.9708962999866,None,,,2293.068771899998,,n,2291.9708962999866,2291.9708962999866,1.2144834999926388,2293.068771899998,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_Y_Back,False,1,robot,2,False,False,robot_stimuli\R_Arm_Y_Back.mp4,0,,,,,,,,,0,476,476,476,,,,,,,,,,,,,2296.697871399985,2297.7725298999867,,,,,,,2301.4027054999897,2301.4027054999897,2301.4027054999897,2301.4027054999897,2301.4027054999897,2301.4027054999897,2301.4027054999897,2301.4027054999897,None,None,None,,,,,,,,,,,2296.697871399985,2296.697871399985,None,,,2297.7725298999867,,n,2296.697871399985,2296.697871399985,2.9667924999957904,2297.7725298999867,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_Y_Back,True,1,robot,2,False,False,robot_stimuli\R_Arm_Y_Back.mp4,0,,,,,,,,,0,477,477,477,,,,,,,,,,,,,2301.4027054999897,2302.472553300002,,,,,,,2306.1094518000027,2306.1094518000027,2306.1094518000027,2306.1094518000027,2306.1094518000027,2306.1094518000027,2306.1094518000027,2306.1094518000027,None,None,None,,,,,,,,,,,2301.4027054999897,2301.4027054999897,None,,,2302.472553300002,,n,2301.4027054999897,2301.4027054999897,3.2429476999968756,2302.472553300002,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Y_For,False,1,robot,2,False,False,robot_stimuli\R_Torso_Y_For.mp4,0,,,,,,,,,0,478,478,478,,,,,,,,,,,,,2306.1094518000027,2307.1834258000017,,,,,,,2310.81924099999,2310.81924099999,2310.81924099999,2310.81924099999,2310.81924099999,2310.81924099999,2310.81924099999,2310.81924099999,None,None,None,,,,,,,,,,,2306.1094518000027,2306.1094518000027,None,,,2307.1834258000017,,n,2306.1094518000027,2306.1094518000027,1.3716464999888558,2307.1834258000017,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_X_Back,False,1,robot,2,False,False,robot_stimuli\L_Head_X_Back.mp4,0,,,,,,,,,0,479,479,479,,,,,,,,,,,,,2310.81924099999,2311.887849299994,,,,,,,2315.519983199978,2315.519983199978,2315.519983199978,2315.519983199978,2315.519983199978,2315.519983199978,2315.519983199978,2315.519983199978,None,None,None,,,,,,,,,,,2310.81924099999,2310.81924099999,None,,,2311.887849299994,,n,2310.81924099999,2310.81924099999,2.4360698999953456,2311.887849299994,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,0,480,480,480,,,,,,,,,,,,,2315.519983199978,2316.6209466999862,,,,,,,2320.239018299995,2320.239018299995,2320.239018299995,2320.239018299995,2320.239018299995,2320.239018299995,2320.239018299995,2320.239018299995,None,None,None,,,,,,,,,,,2315.519983199978,2315.519983199978,None,,,2316.6209466999862,,n,2315.519983199978,2315.519983199978,1.6393031000043266,2316.6209466999862,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_Back,True,1,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,0,481,481,481,,,,,,,,,,,,,2320.239018299995,2321.3071023999946,,,,,,,2324.9438955999794,2324.9438955999794,2324.9438955999794,2324.9438955999794,2324.9438955999794,2324.9438955999794,2324.9438955999794,2324.9438955999794,None,None,None,,,,,,,,,,,2320.239018299995,2320.239018299995,None,,,2321.3071023999946,,c,2320.239018299995,2320.239018299995,2.424104100005934,2321.3071023999946,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_X_Back,False,1,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,0,,,,,,,,,0,482,482,482,,,,,,,,,,,,,2324.9438955999794,2326.032078199991,,,,,,,2329.6593375999946,2329.6593375999946,2329.6593375999946,2329.6593375999946,2329.6593375999946,2329.6593375999946,2329.6593375999946,2329.6593375999946,None,None,None,,,,,,,,,,,2324.9438955999794,2324.9438955999794,None,,,2326.032078199991,,n,2324.9438955999794,2324.9438955999794,0.8939320000063162,2326.032078199991,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Arm_Z_For.mp4,0,,,,,,,,,0,483,483,483,,,,,,,,,,,,,2329.6593375999946,2330.7305649000045,,,,,,,2334.357227999979,2334.357227999979,2334.357227999979,2334.357227999979,2334.357227999979,2334.357227999979,2334.357227999979,2334.357227999979,None,None,None,,,,,,,,,,,2329.6593375999946,2329.6593375999946,None,,,2330.7305649000045,,n,2329.6593375999946,2329.6593375999946,1.601083599991398,2330.7305649000045,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Y_Back,False,1,robot,2,False,False,robot_stimuli\R_Torso_Y_Back.mp4,0,,,,,,,,,0,484,484,484,,,,,,,,,,,,,2334.357227999979,2335.431180099986,,,,,,,2339.061854200001,2339.061854200001,2339.061854200001,2339.061854200001,2339.061854200001,2339.061854200001,2339.061854200001,2339.061854200001,None,None,None,,,,,,,,,,,2334.357227999979,2334.357227999979,None,,,2335.431180099986,,n,2334.357227999979,2334.357227999979,3.203946800000267,2335.431180099986,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_X_For,False,1,robot,2,False,False,robot_stimuli\R_Arm_X_For.mp4,0,,,,,,,,,0,485,485,485,,,,,,,,,,,,,2339.061854200001,2340.1313138999976,,,,,,,2343.760794200003,2343.760794200003,2343.760794200003,2343.760794200003,2343.760794200003,2343.760794200003,2343.760794200003,2343.760794200003,None,None,None,,,,,,,,,,,2339.061854200001,2339.061854200001,None,,,2340.1313138999976,,n,2339.061854200001,2339.061854200001,3.0883925999805797,2340.1313138999976,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Z_Back,False,1,robot,2,False,False,robot_stimuli\R_Head_Z_Back.mp4,0,,,,,,,,,0,486,486,486,,,,,,,,,,,,,2343.760794200003,2344.8393107999873,,,,,,,2348.4557955999917,2348.4557955999917,2348.4557955999917,2348.4557955999917,2348.4557955999917,2348.4557955999917,2348.4557955999917,2348.4557955999917,None,None,None,,,,,,,,,,,2343.760794200003,2343.760794200003,None,,,2344.8393107999873,,None,2343.760794200003,2343.760794200003,,2344.8393107999873,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_Y_For,False,1,robot,2,False,False,robot_stimuli\L_Arm_Y_For.mp4,0,,,,,,,,,0,487,487,487,,,,,,,,,,,,,2348.4557955999917,2349.5363383999793,,,,,,,2353.161775399989,2353.161775399989,2353.161775399989,2353.161775399989,2353.161775399989,2353.161775399989,2353.161775399989,2353.161775399989,None,None,None,,,,,,,,,,,2348.4557955999917,2348.4557955999917,None,,,2349.5363383999793,,n,2348.4557955999917,2348.4557955999917,3.1386425999808125,2349.5363383999793,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_X_Back,False,1,robot,2,False,False,robot_stimuli\L_Head_X_Back.mp4,0,,,,,,,,,0,488,488,488,,,,,,,,,,,,,2353.161775399989,2354.23294289998,,,,,,,2357.862107599998,2357.862107599998,2357.862107599998,2357.862107599998,2357.862107599998,2357.862107599998,2357.862107599998,2357.862107599998,None,None,None,,,,,,,,,,,2353.161775399989,2353.161775399989,None,,,2354.23294289998,,n,2353.161775399989,2353.161775399989,2.185974799998803,2354.23294289998,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Y_For,False,1,robot,2,False,False,robot_stimuli\R_Base_Y_For.mp4,0,,,,,,,,,0,489,489,489,,,,,,,,,,,,,2357.862107599998,2358.942151299998,,,,,,,2362.580176699994,2362.580176699994,2362.580176699994,2362.580176699994,2362.580176699994,2362.580176699994,2362.580176699994,2362.580176699994,None,None,None,,,,,,,,,,,2357.862107599998,2357.862107599998,None,,,2358.942151299998,,n,2357.862107599998,2357.862107599998,2.645419899985427,2358.942151299998,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Y_For,True,1,robot,2,False,False,robot_stimuli\R_Base_Y_For.mp4,0,,,,,,,,,0,490,490,490,,,,,,,,,,,,,2362.580176699994,2363.668333699985,,,,,,,2367.2942548999854,2367.2942548999854,2367.2942548999854,2367.2942548999854,2367.2942548999854,2367.2942548999854,2367.2942548999854,2367.2942548999854,None,None,None,,,,,,,,,,,2362.580176699994,2362.580176699994,None,,,2363.668333699985,,c,2362.580176699994,2362.580176699994,2.247264900011942,2363.668333699985,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_For,False,1,robot,2,False,False,robot_stimuli\L_Head_Z_For.mp4,0,,,,,,,,,0,491,491,491,,,,,,,,,,,,,2367.2942548999854,2368.366003300005,,,,,,,2372.003948800004,2372.003948800004,2372.003948800004,2372.003948800004,2372.003948800004,2372.003948800004,2372.003948800004,2372.003948800004,None,None,None,,,,,,,,,,,2367.2942548999854,2367.2942548999854,None,,,2368.366003300005,,n,2367.2942548999854,2367.2942548999854,1.6543892000045162,2368.366003300005,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_For,True,1,robot,2,False,False,robot_stimuli\L_Head_Z_For.mp4,0,,,,,,,,,0,492,492,492,,,,,,,,,,,,,2372.003948800004,2373.0729118000017,,,,,,,2376.700722299982,2376.700722299982,2376.700722299982,2376.700722299982,2376.700722299982,2376.700722299982,2376.700722299982,2376.700722299982,None,None,None,,,,,,,,,,,2372.003948800004,2372.003948800004,None,,,2373.0729118000017,,c,2372.003948800004,2372.003948800004,1.5944406999915373,2373.0729118000017,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_X_For,False,1,robot,2,False,False,robot_stimuli\R_Head_X_For.mp4,0,,,,,,,,,0,493,493,493,,,,,,,,,,,,,2376.700722299982,2377.7766752000025,,,,,,,2381.403292999981,2381.403292999981,2381.403292999981,2381.403292999981,2381.403292999981,2381.403292999981,2381.403292999981,2381.403292999981,None,None,None,,,,,,,,,,,2376.700722299982,2376.700722299982,None,,,2377.7766752000025,,n,2376.700722299982,2376.700722299982,2.3630998999869917,2377.7766752000025,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Torso_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,0,,,,,,,,,0,494,494,494,,,,,,,,,,,,,2381.403292999981,2382.478609999991,,,,,,,2386.1127722999954,2386.1127722999954,2386.1127722999954,2386.1127722999954,2386.1127722999954,2386.1127722999954,2386.1127722999954,2386.1127722999954,None,None,None,,,,,,,,,,,2381.403292999981,2381.403292999981,None,,,2382.478609999991,,n,2381.403292999981,2381.403292999981,3.181128299998818,2382.478609999991,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_X_Back,False,1,robot,2,False,False,robot_stimuli\L_Arm_X_Back.mp4,0,,,,,,,,,0,495,495,495,,,,,,,,,,,,,2386.1127722999954,2387.1850492999947,,,,,,,2390.805017899984,2390.805017899984,2390.805017899984,2390.805017899984,2390.805017899984,2390.805017899984,2390.805017899984,2390.805017899984,None,None,None,,,,,,,,,,,2386.1127722999954,2386.1127722999954,None,,,2387.1850492999947,,n,2386.1127722999954,2386.1127722999954,2.9864617999992333,2387.1850492999947,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Z_Back,False,1,robot,2,False,False,robot_stimuli\R_Base_Z_Back.mp4,0,,,,,,,,,0,496,496,496,,,,,,,,,,,,,2390.805017899984,2391.885920600005,,,,,,,2395.5145889999985,2395.5145889999985,2395.5145889999985,2395.5145889999985,2395.5145889999985,2395.5145889999985,2395.5145889999985,2395.5145889999985,None,None,None,,,,,,,,,,,2390.805017899984,2390.805017899984,None,,,2391.885920600005,,c,2390.805017899984,2390.805017899984,2.861882199998945,2391.885920600005,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
