sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,19.12700819998281,19.12700819998281,f,7.541707500000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,26.696788100001868,26.696788100001868,space,97.0608249999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
K,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,279,279,279,,,,,,,,,,,,,1364.340725099988,1365.4205762999773,,,,,,,1367.4439838999824,1367.4439838999824,1367.4439838999824,1367.4439838999824,1367.4439838999824,1367.4439838999824,1367.4439838999824,1367.4439838999824,None,None,None,,,,,,,,,,,1364.340725099988,1364.340725099988,None,,1365.4205762999773,1365.4205762999773,1367.4439838999824,n,1364.340725099988,1364.340725099988,0.839666700019734,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
K,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,280,280,280,,,,,,,,,,,,,1367.4439838999824,1368.4966474999965,,,,,,,1370.5201227999933,1370.5201227999933,1370.5201227999933,1370.5201227999933,1370.5201227999933,1370.5201227999933,1370.5201227999933,1370.5201227999933,None,None,None,,,,,,,,,,,1367.4439838999824,1367.4439838999824,None,,1368.4966474999965,1368.4966474999965,1370.5201227999933,c,1367.4439838999824,1367.4439838999824,0.7310845000029076,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,281,281,281,,,,,,,,,,,,,1370.5201227999933,1371.5844454999897,,,,,,,1373.60991129998,1373.60991129998,1373.60991129998,1373.60991129998,1373.60991129998,1373.60991129998,1373.60991129998,1373.60991129998,None,None,None,,,,,,,,,,,1370.5201227999933,1370.5201227999933,None,,1371.5844454999897,1371.5844454999897,1373.60991129998,n,1370.5201227999933,1370.5201227999933,0.7639634000079241,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,282,282,282,,,,,,,,,,,,,1373.60991129998,1374.6643663999857,,,,,,,1376.6873390999972,1376.6873390999972,1376.6873390999972,1376.6873390999972,1376.6873390999972,1376.6873390999972,1376.6873390999972,1376.6873390999972,None,None,None,,,,,,,,,,,1373.60991129998,1373.60991129998,None,,1374.6643663999857,1374.6643663999857,1376.6873390999972,n,1373.60991129998,1373.60991129998,1.9075158000050578,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,283,283,283,,,,,,,,,,,,,1376.6873390999972,1377.7370015000051,,,,,,,1379.757706799981,1379.757706799981,1379.757706799981,1379.757706799981,1379.757706799981,1379.757706799981,1379.757706799981,1379.757706799981,None,None,None,,,,,,,,,,,1376.6873390999972,1376.6873390999972,None,,1377.7370015000051,1377.7370015000051,1379.757706799981,n,1376.6873390999972,1376.6873390999972,0.6831230999960098,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,284,284,284,,,,,,,,,,,,,1379.757706799981,1380.8139690999815,,,,,,,1382.8353070000012,1382.8353070000012,1382.8353070000012,1382.8353070000012,1382.8353070000012,1382.8353070000012,1382.8353070000012,1382.8353070000012,None,None,None,,,,,,,,,,,1379.757706799981,1379.757706799981,None,,1380.8139690999815,1380.8139690999815,1382.8353070000012,n,1379.757706799981,1379.757706799981,1.381891800003359,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,285,285,285,,,,,,,,,,,,,1382.8353070000012,1383.882817100006,,,,,,,1385.9051108999993,1385.9051108999993,1385.9051108999993,1385.9051108999993,1385.9051108999993,1385.9051108999993,1385.9051108999993,1385.9051108999993,None,None,None,,,,,,,,,,,1382.8353070000012,1382.8353070000012,None,,1383.882817100006,1383.882817100006,1385.9051108999993,n,1382.8353070000012,1382.8353070000012,1.7695382999954745,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,286,286,286,,,,,,,,,,,,,1385.9051108999993,1386.9581341999874,,,,,,,1388.982986099989,1388.982986099989,1388.982986099989,1388.982986099989,1388.982986099989,1388.982986099989,1388.982986099989,1388.982986099989,None,None,None,,,,,,,,,,,1385.9051108999993,1385.9051108999993,None,,1386.9581341999874,1386.9581341999874,1388.982986099989,n,1385.9051108999993,1385.9051108999993,0.7894371000002138,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,287,287,287,,,,,,,,,,,,,1388.982986099989,1390.029140700004,,,,,,,1392.0566646999796,1392.0566646999796,1392.0566646999796,1392.0566646999796,1392.0566646999796,1392.0566646999796,1392.0566646999796,1392.0566646999796,None,None,None,,,,,,,,,,,1388.982986099989,1388.982986099989,None,,1390.029140700004,1390.029140700004,1392.0566646999796,n,1388.982986099989,1388.982986099989,0.6882212999917101,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
H,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,288,288,288,,,,,,,,,,,,,1392.0566646999796,1393.121943599981,,,,,,,1395.142595399986,1395.142595399986,1395.142595399986,1395.142595399986,1395.142595399986,1395.142595399986,1395.142595399986,1395.142595399986,None,None,None,,,,,,,,,,,1392.0566646999796,1392.0566646999796,None,,1393.121943599981,1393.121943599981,1395.142595399986,n,1392.0566646999796,1392.0566646999796,0.5546545000106562,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,289,289,289,,,,,,,,,,,,,1395.142595399986,1396.191697400005,,,,,,,1398.2122047999874,1398.2122047999874,1398.2122047999874,1398.2122047999874,1398.2122047999874,1398.2122047999874,1398.2122047999874,1398.2122047999874,None,None,None,,,,,,,,,,,1395.142595399986,1395.142595399986,None,,1396.191697400005,1396.191697400005,1398.2122047999874,n,1395.142595399986,1395.142595399986,1.3406227999948896,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,290,290,290,,,,,,,,,,,,,1398.2122047999874,1399.2603727999958,,,,,,,1401.2866880999936,1401.2866880999936,1401.2866880999936,1401.2866880999936,1401.2866880999936,1401.2866880999936,1401.2866880999936,1401.2866880999936,None,None,None,,,,,,,,,,,1398.2122047999874,1398.2122047999874,None,,1399.2603727999958,1399.2603727999958,1401.2866880999936,c,1398.2122047999874,1398.2122047999874,1.1592374999891035,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,291,291,291,,,,,,,,,,,,,1401.2866880999936,1402.3355140999774,,,,,,,1404.3550356999913,1404.3550356999913,1404.3550356999913,1404.3550356999913,1404.3550356999913,1404.3550356999913,1404.3550356999913,1404.3550356999913,None,None,None,,,,,,,,,,,1401.2866880999936,1401.2866880999936,None,,1402.3355140999774,1402.3355140999774,1404.3550356999913,c,1401.2866880999936,1401.2866880999936,0.7081961999938358,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,292,292,292,,,,,,,,,,,,,1404.3550356999913,1405.4033852999855,,,,,,,1407.433148799988,1407.433148799988,1407.433148799988,1407.433148799988,1407.433148799988,1407.433148799988,1407.433148799988,1407.433148799988,None,None,None,,,,,,,,,,,1404.3550356999913,1404.3550356999913,None,,1405.4033852999855,1405.4033852999855,1407.433148799988,n,1404.3550356999913,1404.3550356999913,0.7362567000091076,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,293,293,293,,,,,,,,,,,,,1407.433148799988,1408.4800787999993,,,,,,,1410.5022036999871,1410.5022036999871,1410.5022036999871,1410.5022036999871,1410.5022036999871,1410.5022036999871,1410.5022036999871,1410.5022036999871,None,None,None,,,,,,,,,,,1407.433148799988,1407.433148799988,None,,1408.4800787999993,1408.4800787999993,1410.5022036999871,n,1407.433148799988,1407.433148799988,0.6286626000073738,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,294,294,294,,,,,,,,,,,,,1410.5022036999871,1411.5602989000035,,,,,,,1413.5793645999802,1413.5793645999802,1413.5793645999802,1413.5793645999802,1413.5793645999802,1413.5793645999802,1413.5793645999802,1413.5793645999802,None,None,None,,,,,,,,,,,1410.5022036999871,1410.5022036999871,None,,1411.5602989000035,1411.5602989000035,1413.5793645999802,c,1410.5022036999871,1410.5022036999871,0.7875382000056561,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,295,295,295,,,,,,,,,,,,,1413.5793645999802,1414.6280995999987,,,,,,,1416.6549603999883,1416.6549603999883,1416.6549603999883,1416.6549603999883,1416.6549603999883,1416.6549603999883,1416.6549603999883,1416.6549603999883,None,None,None,,,,,,,,,,,1413.5793645999802,1413.5793645999802,None,,1414.6280995999987,1414.6280995999987,1416.6549603999883,n,1413.5793645999802,1413.5793645999802,0.6399094999942463,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
M,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,296,296,296,,,,,,,,,,,,,1416.6549603999883,1417.7137273999979,,,,,,,1419.735661499988,1419.735661499988,1419.735661499988,1419.735661499988,1419.735661499988,1419.735661499988,1419.735661499988,1419.735661499988,None,None,None,,,,,,,,,,,1416.6549603999883,1416.6549603999883,None,,1417.7137273999979,1417.7137273999979,1419.735661499988,n,1416.6549603999883,1416.6549603999883,0.7463633000152186,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
C,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,297,297,297,,,,,,,,,,,,,1419.735661499988,1420.7808011999878,,,,,,,1422.8132931999862,1422.8132931999862,1422.8132931999862,1422.8132931999862,1422.8132931999862,1422.8132931999862,1422.8132931999862,1422.8132931999862,None,None,None,,,,,,,,,,,1419.735661499988,1419.735661499988,None,,1420.7808011999878,1420.7808011999878,1422.8132931999862,n,1419.735661499988,1419.735661499988,0.6229830000083894,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,298,298,298,,,,,,,,,,,,,1422.8132931999862,1423.8590909999912,,,,,,,1425.8823236000026,1425.8823236000026,1425.8823236000026,1425.8823236000026,1425.8823236000026,1425.8823236000026,1425.8823236000026,1425.8823236000026,None,None,None,,,,,,,,,,,1422.8132931999862,1422.8132931999862,None,,1423.8590909999912,1423.8590909999912,1425.8823236000026,n,1422.8132931999862,1422.8132931999862,1.1693138999980874,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,True,1,letter,1,False,True,robot_stimuli\\filler.mp4,0,,,,,,,,,0,299,299,299,,,,,,,,,,,,,1425.8823236000026,1426.9378454999824,,,,,,,1428.97852959999,,1428.97852959999,,1428.97852959999,,1428.97852959999,,12.253086419753089,10.033105400012573,space,,,,11.705775999987964,,,,,,,1425.8823236000026,1425.8823236000026,None,,1426.9378454999824,1426.9378454999824,1428.97852959999,c,1425.8823236000026,1425.8823236000026,0.8032023000123445,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_X_For,False,3,robot,2,True,False,robot_stimuli\R_Base_X_For.mp4,0,,,,,,,,,0,300,300,300,,,,,,,,,,,,,1446.913387299981,1448.0102294999815,,,,,,,1451.6385282999836,1451.6385282999836,1451.6385282999836,1451.6385282999836,1451.6385282999836,1451.6385282999836,1451.6385282999836,1451.6385282999836,None,None,None,,,,,,,,,,,1440.7113304999948,1440.7113304999948,space,6.189006800006609,,1448.0102294999815,,None,,,,1448.0102294999815,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_X_For,False,3,robot,2,False,False,robot_stimuli\R_Torso_X_For.mp4,0,,,,,,,,,0,301,301,301,,,,,,,,,,,,,1451.6385282999836,1452.7328792999906,,,,,,,1456.361755799997,1456.361755799997,1456.361755799997,1456.361755799997,1456.361755799997,1456.361755799997,1456.361755799997,1456.361755799997,None,None,None,,,,,,,,,,,1451.6385282999836,1451.6385282999836,None,,,1452.7328792999906,,None,1451.6385282999836,1451.6385282999836,,1452.7328792999906,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_Y_For,False,3,robot,2,False,False,robot_stimuli\R_Arm_Y_For.mp4,0,,,,,,,,,0,302,302,302,,,,,,,,,,,,,1456.361755799997,1457.4381041000015,,,,,,,1461.033410300006,1461.033410300006,1461.033410300006,1461.033410300006,1461.033410300006,1461.033410300006,1461.033410300006,1461.033410300006,None,None,None,,,,,,,,,,,1456.361755799997,1456.361755799997,None,,,1457.4381041000015,,n,1456.361755799997,1456.361755799997,2.7261484999908134,1457.4381041000015,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Y_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Y_Back.mp4,0,,,,,,,,,0,303,303,303,,,,,,,,,,,,,1461.033410300006,1462.1036701999838,,,,,,,1465.7489788999956,1465.7489788999956,1465.7489788999956,1465.7489788999956,1465.7489788999956,1465.7489788999956,1465.7489788999956,1465.7489788999956,None,None,None,,,,,,,,,,,1461.033410300006,1461.033410300006,None,,,1462.1036701999838,,None,1461.033410300006,1461.033410300006,,1462.1036701999838,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_X_For,True,3,robot,2,False,False,robot_stimuli\R_Torso_X_For.mp4,0,,,,,,,,,0,304,304,304,,,,,,,,,,,,,1465.7489788999956,1466.817899799993,,,,,,,1470.4459943999827,1470.4459943999827,1470.4459943999827,1470.4459943999827,1470.4459943999827,1470.4459943999827,1470.4459943999827,1470.4459943999827,None,None,None,,,,,,,,,,,1465.7489788999956,1465.7489788999956,None,,,1466.817899799993,,c,1465.7489788999956,1465.7489788999956,3.3625300000130665,1466.817899799993,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Base_Z_For,False,3,robot,2,False,False,robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,0,305,305,305,,,,,,,,,,,,,1470.4459943999827,1471.5217164999922,,,,,,,1475.1488532999938,1475.1488532999938,1475.1488532999938,1475.1488532999938,1475.1488532999938,1475.1488532999938,1475.1488532999938,1475.1488532999938,None,None,None,,,,,,,,,,,1470.4459943999827,1470.4459943999827,None,,,1471.5217164999922,,n,1470.4459943999827,1470.4459943999827,3.2018173999967985,1471.5217164999922,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Torso_Y_For,False,3,robot,2,False,False,robot_stimuli\L_Torso_Y_For.mp4,0,,,,,,,,,0,306,306,306,,,,,,,,,,,,,1475.1488532999938,1476.2222359000007,,,,,,,1479.849659200001,1479.849659200001,1479.849659200001,1479.849659200001,1479.849659200001,1479.849659200001,1479.849659200001,1479.849659200001,None,None,None,,,,,,,,,,,1475.1488532999938,1475.1488532999938,None,,,1476.2222359000007,,n,1475.1488532999938,1475.1488532999938,3.470105699991109,1476.2222359000007,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_X_For,True,3,robot,2,False,False,robot_stimuli\R_Torso_X_For.mp4,0,,,,,,,,,0,307,307,307,,,,,,,,,,,,,1479.849659200001,1480.924799899978,,,,,,,1484.554116299987,1484.554116299987,1484.554116299987,1484.554116299987,1484.554116299987,1484.554116299987,1484.554116299987,1484.554116299987,None,None,None,,,,,,,,,,,1479.849659200001,1479.849659200001,None,,,1480.924799899978,,c,1479.849659200001,1479.849659200001,2.53557350000483,1480.924799899978,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,False,3,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,0,308,308,308,,,,,,,,,,,,,1484.554116299987,1485.637296699977,,,,,,,1489.2660528999986,1489.2660528999986,1489.2660528999986,1489.2660528999986,1489.2660528999986,1489.2660528999986,1489.2660528999986,1489.2660528999986,None,None,None,,,,,,,,,,,1484.554116299987,1484.554116299987,None,,,1485.637296699977,,n,1484.554116299987,1484.554116299987,2.9666188999835867,1485.637296699977,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_X_Back,False,3,robot,2,False,False,robot_stimuli\R_Torso_X_Back.mp4,0,,,,,,,,,0,309,309,309,,,,,,,,,,,,,1489.2660528999986,1490.3443468000041,,,,,,,1493.9729373999871,1493.9729373999871,1493.9729373999871,1493.9729373999871,1493.9729373999871,1493.9729373999871,1493.9729373999871,1493.9729373999871,None,None,None,,,,,,,,,,,1489.2660528999986,1489.2660528999986,None,,,1490.3443468000041,,None,1489.2660528999986,1489.2660528999986,,1490.3443468000041,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Z_For,False,3,robot,2,False,False,robot_stimuli\R_Torso_Z_For.mp4,0,,,,,,,,,0,310,310,310,,,,,,,,,,,,,1493.9729373999871,1495.0422160000016,,,,,,,1498.6685319999815,1498.6685319999815,1498.6685319999815,1498.6685319999815,1498.6685319999815,1498.6685319999815,1498.6685319999815,1498.6685319999815,None,None,None,,,,,,,,,,,1493.9729373999871,1493.9729373999871,None,,,1495.0422160000016,,None,1493.9729373999871,1493.9729373999871,,1495.0422160000016,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,0,311,311,311,,,,,,,,,,,,,1498.6685319999815,1499.753732799989,,,,,,,1503.3793842000014,1503.3793842000014,1503.3793842000014,1503.3793842000014,1503.3793842000014,1503.3793842000014,1503.3793842000014,1503.3793842000014,None,None,None,,,,,,,,,,,1498.6685319999815,1498.6685319999815,None,,,1499.753732799989,,n,1498.6685319999815,1498.6685319999815,3.465894199995091,1499.753732799989,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_Z_For,False,3,robot,2,False,False,robot_stimuli\L_Arm_Z_For.mp4,0,,,,,,,,,0,312,312,312,,,,,,,,,,,,,1503.3793842000014,1504.4508532999898,,,,,,,1508.0830312999897,1508.0830312999897,1508.0830312999897,1508.0830312999897,1508.0830312999897,1508.0830312999897,1508.0830312999897,1508.0830312999897,None,None,None,,,,,,,,,,,1503.3793842000014,1503.3793842000014,None,,,1504.4508532999898,,n,1503.3793842000014,1503.3793842000014,1.9854227999749128,1504.4508532999898,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Z_For,False,3,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0,,,,,,,,,0,313,313,313,,,,,,,,,,,,,1508.0830312999897,1509.1540550999925,,,,,,,1512.7731720999873,1512.7731720999873,1512.7731720999873,1512.7731720999873,1512.7731720999873,1512.7731720999873,1512.7731720999873,1512.7731720999873,None,None,None,,,,,,,,,,,1508.0830312999897,1508.0830312999897,None,,,1509.1540550999925,,c,1508.0830312999897,1508.0830312999897,2.202040300006047,1509.1540550999925,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_Back,True,3,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,0,314,314,314,,,,,,,,,,,,,1512.7731720999873,1513.8508885999909,,,,,,,1517.4798051999824,1517.4798051999824,1517.4798051999824,1517.4798051999824,1517.4798051999824,1517.4798051999824,1517.4798051999824,1517.4798051999824,None,None,None,,,,,,,,,,,1512.7731720999873,1512.7731720999873,None,,,1513.8508885999909,,n,1512.7731720999873,1512.7731720999873,3.369867300003534,1513.8508885999909,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_Z_For,False,3,robot,2,False,False,robot_stimuli\R_Arm_Z_For.mp4,0,,,,,,,,,0,315,315,315,,,,,,,,,,,,,1517.4798051999824,1518.5565533000045,,,,,,,1522.1789454999962,1522.1789454999962,1522.1789454999962,1522.1789454999962,1522.1789454999962,1522.1789454999962,1522.1789454999962,1522.1789454999962,None,None,None,,,,,,,,,,,1517.4798051999824,1517.4798051999824,None,,,1518.5565533000045,,n,1517.4798051999824,1517.4798051999824,2.111677499982761,1518.5565533000045,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Z_For,True,3,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0,,,,,,,,,0,316,316,316,,,,,,,,,,,,,1522.1789454999962,1523.2570275999897,,,,,,,1526.890132600005,1526.890132600005,1526.890132600005,1526.890132600005,1526.890132600005,1526.890132600005,1526.890132600005,1526.890132600005,None,None,None,,,,,,,,,,,1522.1789454999962,1522.1789454999962,None,,,1523.2570275999897,,n,1522.1789454999962,1522.1789454999962,2.8749537999974564,1523.2570275999897,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_Y_Back,False,3,robot,2,False,False,robot_stimuli\L_Arm_Y_Back.mp4,0,,,,,,,,,0,317,317,317,,,,,,,,,,,,,1526.890132600005,1527.9700050999818,,,,,,,1531.6061460000055,1531.6061460000055,1531.6061460000055,1531.6061460000055,1531.6061460000055,1531.6061460000055,1531.6061460000055,1531.6061460000055,None,None,None,,,,,,,,,,,1526.890132600005,1526.890132600005,None,,,1527.9700050999818,,n,1526.890132600005,1526.890132600005,1.8501481999701355,1527.9700050999818,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Base_Z_Back,False,3,robot,2,False,False,robot_stimuli\L_Base_Z_Back.mp4,0,,,,,,,,,0,318,318,318,,,,,,,,,,,,,1531.6061460000055,1532.6745319000038,,,,,,,1536.3133132999938,1536.3133132999938,1536.3133132999938,1536.3133132999938,1536.3133132999938,1536.3133132999938,1536.3133132999938,1536.3133132999938,None,None,None,,,,,,,,,,,1531.6061460000055,1531.6061460000055,None,,,1532.6745319000038,,None,1531.6061460000055,1531.6061460000055,,1532.6745319000038,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
