sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_top_W_0', 'red_right_Q_45', 'red_top_B_45', 'blue_top_M_45']","{'color': 'blue_top_M_45', 'position': 'red_right_Q_45', 'orientation': 'red_top_W_0'}",orientation,"['color', 'orientation', 'position']",red_top_W_0,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,700.1651579998434,,,710.9029887001961,710.9029887001961,710.9029887001961,1,4.088224799837917,715.0110892998055,715.0110892998055,715.0110892998055,715.0110892998055,715.0110892998055,715.0110892998055,715.0110892998055,715.0110892998055,None,None,None,,,,702.2360673998483,,,,,,,,700.1651579998434,700.1651579998434,None,,708.8823953000829,710.9029887001961,700.1651579998434,700.1651579998434,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_W_45', 'red_bottom_R_45', 'blue_bottom_P_0', 'blue_bottom_Z_45']","{'color': 'red_bottom_R_45', 'position': 'blue_top_W_45', 'orientation': 'blue_bottom_P_0'}",color,"['color', 'orientation', 'position']",red_bottom_R_45,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,715.0110892998055,,,725.7488127998076,725.7488127998076,725.7488127998076,1,1.6428670999594033,727.4188147000968,727.4188147000968,727.4188147000968,727.4188147000968,727.4188147000968,727.4188147000968,727.4188147000968,727.4188147000968,None,None,None,,,,717.0818905998021,,,,,,,,715.0110892998055,715.0110892998055,None,,723.7283117999323,725.7488127998076,715.0110892998055,715.0110892998055,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_D_45', 'blue_top_R_0', 'blue_bottom_L_45', 'blue_top_M_45']","{'color': 'red_top_D_45', 'position': 'blue_bottom_L_45', 'orientation': 'blue_top_R_0'}",color,"['color', 'orientation', 'position']",red_top_D_45,0,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,727.4188147000968,,,737.97297659982,737.97297659982,737.97297659982,1,2.6987037998624146,740.7283650999889,744.4523684000596,740.7283650999889,744.4523684000596,740.7283650999889,744.4523684000596,740.7283650999889,744.4523684000596,54.2063492063492,3.1325337002053857,space,,,,729.4895540000871,3.663341599982232,,,,,,,727.4188147000968,727.4188147000968,None,,735.9532504999079,737.97297659982,727.4188147000968,727.4188147000968,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_W_45', 'red_left_S_0', 'blue_top_G_0', 'red_top_K_0']","{'color': 'blue_top_G_0', 'position': 'red_left_S_0', 'orientation': 'red_top_W_45'}",position,['position'],red_left_S_0,1,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,745.5712338001467,,,756.1086026001722,756.1086026001722,756.1086026001722,2,0.5231141000986099,756.6597437001765,756.6597437001765,756.6597437001765,756.6597437001765,756.6597437001765,756.6597437001765,756.6597437001765,756.6597437001765,None,None,None,,,,,,,,,,,,744.4523684000596,744.4523684000596,space,1.0992850000038743,754.0881493999623,756.1086026001722,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_P_45', 'blue_left_Q_0', 'red_right_R_0', 'red_left_T_0']","{'color': 'blue_left_Q_0', 'position': 'red_right_R_0', 'orientation': 'red_left_P_45'}",orientation,['orientation'],red_left_P_45,0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,756.6597437001765,,,767.3974986998364,767.3974986998364,767.3974986998364,1,0.40228360006585717,767.831723399926,767.831723399926,767.831723399926,767.831723399926,767.831723399926,767.831723399926,767.831723399926,767.831723399926,None,None,None,,,,758.7138022999279,,,,,,,,756.6597437001765,756.6597437001765,None,,765.3772077001631,767.3974986998364,756.6597437001765,756.6597437001765,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_C_0', 'blue_left_K_45', 'red_bottom_R_45', 'red_left_J_45']","{'color': 'blue_left_K_45', 'position': 'red_bottom_R_45', 'orientation': 'red_left_C_0'}",color,['color'],blue_left_K_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,767.831723399926,,,778.7698829998262,778.7698829998262,778.7698829998262,2,0.3093306994996965,779.1038870001212,779.1038870001212,779.1038870001212,779.1038870001212,779.1038870001212,779.1038870001212,779.1038870001212,779.1038870001212,None,None,None,,,,769.9024876998737,,,,,,,,767.831723399926,767.831723399926,None,,776.7493190001696,778.7698829998262,767.831723399926,767.831723399926,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_bottom_P_0', 'red_right_Z_0', 'red_right_B_45', 'blue_right_C_0']","{'color': 'blue_right_C_0', 'position': 'red_bottom_P_0', 'orientation': 'red_right_B_45'}",color,['color'],blue_right_C_0,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,779.1038870001212,,,789.824963899795,789.824963899795,789.824963899795,4,0.24700739979743958,790.0921987001784,790.0921987001784,790.0921987001784,790.0921987001784,790.0921987001784,790.0921987001784,790.0921987001784,790.0921987001784,None,None,None,,,,781.1579831000417,,,,,,,,779.1038870001212,779.1038870001212,None,,787.6207205001265,789.824963899795,779.1038870001212,779.1038870001212,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_bottom_B_0', 'blue_bottom_V_0', 'blue_top_Q_0', 'blue_bottom_X_45']","{'color': 'red_bottom_B_0', 'position': 'blue_top_Q_0', 'orientation': 'blue_bottom_X_45'}",position,['position'],blue_top_Q_0,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,790.0921987001784,,,800.6296159001067,800.6296159001067,800.6296159001067,2,5.225890299770981,805.8899237001315,805.8899237001315,805.8899237001315,805.8899237001315,805.8899237001315,805.8899237001315,805.8899237001315,805.8899237001315,None,None,None,,,,792.162994899787,,,,,,,,790.0921987001784,790.0921987001784,None,,798.6091359001584,800.6296159001067,790.0921987001784,790.0921987001784,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_L_45', 'blue_bottom_Z_0', 'blue_top_Q_0', 'red_bottom_J_0']","{'color': 'red_bottom_J_0', 'position': 'blue_top_Q_0', 'orientation': 'blue_bottom_L_45'}",color,['color'],red_bottom_J_0,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,805.8899237001315,,,816.8281140998006,816.8281140998006,816.8281140998006,4,0.22018809989094734,817.0786140998825,817.0786140998825,817.0786140998825,817.0786140998825,817.0786140998825,817.0786140998825,817.0786140998825,817.0786140998825,None,None,None,,,,,,,,,,,,805.8899237001315,805.8899237001315,None,,814.6071168999188,816.8281140998006,805.8899237001315,805.8899237001315,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_left_Z_45', 'red_left_N_0', 'red_left_T_45', 'red_bottom_D_45']","{'color': 'blue_left_Z_45', 'position': 'red_bottom_D_45', 'orientation': 'red_left_N_0'}",position,['position'],red_bottom_D_45,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,817.0786140998825,,,827.616057800129,827.616057800129,827.616057800129,4,0.42376469960436225,828.0669774999842,828.0669774999842,828.0669774999842,828.0669774999842,828.0669774999842,828.0669774999842,828.0669774999842,828.0669774999842,None,None,None,,,,819.1494136000983,,,,,,,,817.0786140998825,817.0786140998825,None,,825.595465300139,827.616057800129,817.0786140998825,817.0786140998825,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_D_0', 'red_top_G_45', 'red_top_T_0', 'red_left_N_0']","{'color': 'blue_top_D_0', 'position': 'red_left_N_0', 'orientation': 'red_top_G_45'}",orientation,['orientation'],red_top_G_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,828.0669774999842,,,839.005092700012,839.005092700012,839.005092700012,2,0.4910854999907315,839.5228173001669,839.5228173001669,839.5228173001669,839.5228173001669,839.5228173001669,839.5228173001669,839.5228173001669,839.5228173001669,None,None,None,,,,830.1376788001508,,,,,,,,828.0669774999842,828.0669774999842,None,,836.7840971997939,839.005092700012,828.0669774999842,828.0669774999842,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_G_0', 'blue_bottom_L_45', 'red_bottom_B_0', 'blue_left_X_0']","{'color': 'red_bottom_B_0', 'position': 'blue_left_X_0', 'orientation': 'blue_bottom_L_45'}",orientation,['orientation'],blue_bottom_L_45,1,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,839.5228173001669,,,849.8598070000298,849.8598070000298,849.8598070000298,2,0.5394929996691644,850.460992900189,852.9492331999354,850.460992900189,852.9492331999354,850.460992900189,852.9492331999354,850.460992900189,852.9492331999354,31.66666666666667,2.1301767998375,space,,,,841.5768340998329,2.4346803999505937,,,,,,,839.5228173001669,839.5228173001669,None,,847.8392956000753,849.8598070000298,839.5228173001669,839.5228173001669,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_V_0', 'red_left_K_45', 'blue_left_B_0', 'red_right_B_0']","{'color': 'blue_left_B_0', 'position': 'red_right_B_0', 'orientation': 'red_left_K_45'}",orientation,"['orientation', 'position']",red_left_K_45,1,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,854.1015479001217,,,865.0397029998712,865.0397029998712,865.0397029998712,2,0.5677501000463963,865.6241704002023,865.6241704002023,865.6241704002023,865.6241704002023,865.6241704002023,865.6241704002023,865.6241704002023,865.6241704002023,None,None,None,,,,,,,,,,,,852.9492331999354,852.9492331999354,space,1.1221529999747872,862.8187894998118,865.0397029998712,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_P_0', 'blue_top_W_0', 'blue_left_C_45', 'blue_left_L_0']","{'color': 'red_left_P_0', 'position': 'blue_top_W_0', 'orientation': 'blue_left_C_45'}",orientation,"['orientation', 'position']",blue_left_C_45,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,865.6241704002023,,,876.1615884997882,876.1615884997882,876.1615884997882,2,8.829894399736077,885.0123231997713,885.0123231997713,885.0123231997713,885.0123231997713,885.0123231997713,885.0123231997713,885.0123231997713,885.0123231997713,None,None,None,,,,867.6949595999904,,,,,,,,865.6241704002023,865.6241704002023,None,,874.1410909998231,876.1615884997882,865.6241704002023,865.6241704002023,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_left_H_45', 'red_left_G_45', 'red_bottom_L_45', 'red_left_W_0']","{'color': 'blue_left_H_45', 'position': 'red_bottom_L_45', 'orientation': 'red_left_W_0'}",position,"['color', 'position']",red_bottom_L_45,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,885.0123231997713,,,895.7668563001789,895.7668563001789,895.7668563001789,3,3.576280599925667,899.3739570998587,899.3739570998587,899.3739570998587,899.3739570998587,899.3739570998587,899.3739570998587,899.3739570998587,899.3739570998587,None,None,None,,,,887.0831933999434,,,,,,,,885.0123231997713,885.0123231997713,None,,893.5625251000747,895.7668563001789,885.0123231997713,885.0123231997713,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_Q_0', 'red_left_P_0', 'red_right_W_0', 'red_right_M_45']","{'color': 'blue_right_Q_0', 'position': 'red_left_P_0', 'orientation': 'red_right_M_45'}",color,"['color', 'position']",blue_right_Q_0,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,899.3739570998587,,,910.3121277000755,910.3121277000755,910.3121277000755,1,1.4869816000573337,911.8317823000252,911.8317823000252,911.8317823000252,911.8317823000252,911.8317823000252,911.8317823000252,911.8317823000252,911.8317823000252,None,None,None,,,,901.4447332001291,,,,,,,,899.3739570998587,899.3739570998587,None,,908.0911698997952,910.3121277000755,899.3739570998587,899.3739570998587,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_bottom_S_45', 'blue_bottom_M_0', 'red_bottom_C_0', 'red_left_Q_0']","{'color': 'blue_bottom_M_0', 'position': 'red_left_Q_0', 'orientation': 'red_bottom_S_45'}",position,"['color', 'position']",red_left_Q_0,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,911.8317823000252,,,922.9870752999559,922.9870752999559,922.9870752999559,4,2.412682299967855,925.4252411997877,925.4252411997877,925.4252411997877,925.4252411997877,925.4252411997877,925.4252411997877,925.4252411997877,925.4252411997877,None,None,None,,,,913.9025743999518,,,,,,,,911.8317823000252,911.8317823000252,None,,920.7661798000336,922.9870752999559,911.8317823000252,911.8317823000252,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_M_45', 'blue_left_G_0', 'red_left_L_0', 'red_bottom_T_0']","{'color': 'blue_left_G_0', 'position': 'red_bottom_T_0', 'orientation': 'red_left_M_45'}",position,"['orientation', 'position']",red_bottom_T_0,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,925.4252411997877,,,936.163041499909,936.163041499909,936.163041499909,4,0.9084646003320813,937.0981854000129,937.0981854000129,937.0981854000129,937.0981854000129,937.0981854000129,937.0981854000129,937.0981854000129,937.0981854000129,None,None,None,,,,927.4960209000856,,,,,,,,925.4252411997877,925.4252411997877,None,,934.1424929997884,936.163041499909,925.4252411997877,925.4252411997877,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_V_45', 'red_bottom_J_45', 'red_top_T_0', 'red_top_K_45']","{'color': 'blue_top_V_45', 'position': 'red_bottom_J_45', 'orientation': 'red_top_T_0'}",orientation,"['orientation', 'position']",red_top_T_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,937.0981854000129,,,947.6523182000965,947.6523182000965,947.6523182000965,3,1.3073871997185051,948.988245499786,948.988245499786,948.988245499786,948.988245499786,948.988245499786,948.988245499786,948.988245499786,948.988245499786,None,None,None,,,,939.1689157001674,,,,,,,,937.0981854000129,937.0981854000129,None,,945.6317051001824,947.6523182000965,937.0981854000129,937.0981854000129,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_left_C_0', 'blue_bottom_S_0', 'blue_left_G_45', 'red_left_M_0']","{'color': 'red_left_M_0', 'position': 'blue_bottom_S_0', 'orientation': 'blue_left_G_45'}",color,"['color', 'orientation']",red_left_M_0,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,948.988245499786,,,959.5424240999855,959.5424240999855,959.5424240999855,4,2.1452448000200093,961.7133316001855,961.7133316001855,961.7133316001855,961.7133316001855,961.7133316001855,961.7133316001855,961.7133316001855,961.7133316001855,None,None,None,,,,951.0423049000092,,,,,,,,948.988245499786,948.988245499786,None,,957.506454099901,959.5424240999855,948.988245499786,948.988245499786,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_W_45', 'blue_left_W_45', 'blue_left_Q_0', 'blue_top_P_45']","{'color': 'red_left_W_45', 'position': 'blue_top_P_45', 'orientation': 'blue_left_Q_0'}",color,"['color', 'position']",red_left_W_45,0,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,961.7133316001855,,,972.6682041999884,972.6682041999884,972.6682041999884,1,0.7319471999071538,973.4530381998047,976.1250193999149,973.4530381998047,976.1250193999149,973.4530381998047,976.1250193999149,973.4530381998047,976.1250193999149,41.66666666666667,2.1657932000234723,space,,,,963.7840311001055,2.5950223999097943,,,,,,,961.7133316001855,961.7133316001855,None,,970.4638299997896,972.6682041999884,961.7133316001855,961.7133316001855,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_Z_Back', 'R_Torso_Y_For', 'L_Head_Y_For', 'L_Torso_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Torso_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Torso_Z_Back,0,3,robot,2,True,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,18,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,982.2537251999602,,,999.0200563999824,999.0200563999824,999.0200563999824,3,6.243708999827504,1005.2823797999881,1005.2823797999881,1005.2823797999881,1005.2823797999881,1005.2823797999881,1005.2823797999881,1005.2823797999881,1005.2823797999881,None,None,None,,,,,,,,,,,,976.1250193999149,976.1250193999149,space,6.098595499992371,,,,,995.3795627998188,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Arm_Y_For', 'L_Torso_X_For', 'R_Arm_X_Back', 'L_Arm_X_For']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Torso_X_For', 'movement': 'L_Arm_Y_For'}",movement,"['laterality', 'localisation', 'movement']",L_Arm_Y_For,0,3,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,18,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,1005.2823797999881,,,1022.1656076000072,1022.1656076000072,1022.1656076000072,2,3.13827019976452,1025.3218141999096,1025.3218141999096,1025.3218141999096,1025.3218141999096,1025.3218141999096,1025.3218141999096,1025.3218141999096,1025.3218141999096,None,None,None,,,,1007.369857700076,,,,,,,,1005.2823797999881,1005.2823797999881,None,,,,1005.2823797999881,1005.2823797999881,1018.5251283999532,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Base_Z_For', 'L_Base_X_For', 'L_Head_Z_Back', 'R_Base_Z_For']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Base_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_Z_For,3,3,robot,2,False,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,18,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,1025.3218141999096,,,1042.154939999804,1042.154939999804,1042.154939999804,4,1.1900131995789707,1043.3740467000753,1043.3740467000753,1043.3740467000753,1043.3740467000753,1043.3740467000753,1043.3740467000753,1043.3740467000753,1043.3740467000753,None,None,None,,,,1027.4092528000474,,,,,,,,1025.3218141999096,1025.3218141999096,None,,,,1025.3218141999096,1025.3218141999096,1038.514466600027,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Torso_Y_Back', 'L_Torso_X_For', 'R_Torso_X_For', 'R_Head_X_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Torso_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Head_X_For,3,3,robot,2,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,18,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,1043.3740467000753,,,1060.2739522000775,1060.2739522000775,1060.2739522000775,4,2.070067399647087,1062.361387200188,1062.361387200188,1062.361387200188,1062.361387200188,1062.361387200188,1062.361387200188,1062.361387200188,1062.361387200188,None,None,None,,,,1045.461519499775,,,,,,,,1043.3740467000753,1043.3740467000753,None,,,,1043.3740467000753,1043.3740467000753,1056.6334449001588,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Torso_Y_For', 'R_Head_X_For', 'L_Torso_X_Back', 'R_Torso_X_For']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Head_X_For', 'movement': 'R_Torso_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,0,3,robot,2,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,18,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,1062.361387200188,,,1079.2448784997687,1079.2448784997687,1079.2448784997687,2,3.930909799877554,1083.2023904002272,1083.2023904002272,1083.2023904002272,1083.2023904002272,1083.2023904002272,1083.2023904002272,1083.2023904002272,1083.2023904002272,None,None,None,,,,1064.4323109998368,,,,,,,,1062.361387200188,1062.361387200188,None,,,,1062.361387200188,1062.361387200188,1075.6208048001863,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
