sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Arm_Z_Back', 'R_Arm_Z_For', 'L_Base_Z_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Base_Z_For', 'movement': 'L_Arm_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Arm_Z_For,1,3,robot,6,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,18,,,,,,,,,,,,,0,151,151,151,,,,,,,,,,,,,,,,,,3066.8064792999066,,,3083.6897253999487,3083.6897253999487,3083.6897253999487,1,4.165624299552292,3087.8812620001845,3087.8812620001845,3087.8812620001845,3087.8812620001845,3087.8812620001845,3087.8812620001845,3087.8812620001845,3087.8812620001845,None,None,None,,,,3068.893911899999,,,,,,,,3066.8064792999066,3066.8064792999066,None,,,,3066.8064792999066,3066.8064792999066,3080.0492136999965,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Head_X_For', 'L_Head_Z_For', 'R_Head_X_For', 'L_Base_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Base_X_For,3,3,robot,6,False,True,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,18,,,,,,,,,,,,,0,152,152,152,,,,,,,,,,,,,,,,,,3087.8812620001845,,,3104.647716099862,3104.647716099862,3104.647716099862,4,1.1188389998860657,3105.816659499891,3107.937452999875,3105.816659499891,3107.937452999875,3105.816659499891,3107.937452999875,3105.816659499891,3107.937452999875,65.15873015873015,1.896362400148064,space,,,,3089.9688443997875,2.0536553002893925,,,,,,,3087.8812620001845,3087.8812620001845,None,,,,3087.8812620001845,3087.8812620001845,3101.0572754000314,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Torso_Y_For', 'L_Head_Y_For', 'R_Head_Z_Back', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_Z_Back'}",movement,['movement'],R_Head_Z_Back,2,1,robot,6,True,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Z_Back.mp4,18,,,,,,,,,,,,,0,153,153,153,,,,,,,,,,,,,,,,,,3108.855900300201,,,3125.7391472999007,3125.7391472999007,3125.7391472999007,3,0.4587862999178469,3126.2234455998987,3126.2234455998987,3126.2234455998987,3126.2234455998987,3126.2234455998987,3126.2234455998987,3126.2234455998987,3126.2234455998987,None,None,None,,,,,,,,,,,,3107.937452999875,3107.937452999875,space,0.9010944999754429,,,,,3122.098676700145,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Head_Y_Back', 'L_Head_Z_Back', 'L_Base_Y_For', 'R_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Head_Z_Back'}",movement,['movement'],L_Head_Z_Back,1,1,robot,6,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Head_Z_Back.mp4,18,,,,,,,,,,,,,0,154,154,154,,,,,,,,,,,,,,,,,,3126.2234455998987,,,3143.0231670998037,3143.0231670998037,3143.0231670998037,2,0.2873289999552071,3143.3404660001397,3143.3404660001397,3143.3404660001397,3143.3404660001397,3143.3404660001397,3143.3404660001397,3143.3404660001397,3143.3404660001397,None,None,None,,,,3128.310893199872,,,,,,,,3126.2234455998987,3126.2234455998987,None,,,,3126.2234455998987,3126.2234455998987,3139.366008200217,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_X_Back', 'R_Torso_Z_For', 'L_Torso_Z_Back', 'L_Base_Z_For']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Base_Z_For', 'movement': 'L_Torso_X_Back'}",movement,['movement'],L_Torso_X_Back,0,1,robot,6,False,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\L_Torso_X_Back.mp4,18,,,,,,,,,,,,,0,155,155,155,,,,,,,,,,,,,,,,,,3143.3404660001397,,,3160.1068070000038,3160.1068070000038,3160.1068070000038,1,0.3066306998953223,3160.4407871998847,3160.4407871998847,3160.4407871998847,3160.4407871998847,3160.4407871998847,3160.4407871998847,3160.4407871998847,3160.4407871998847,None,None,None,,,,3145.427929900121,,,,,,,,3143.3404660001397,3143.3404660001397,None,,,,3143.3404660001397,3143.3404660001397,3156.4496161001734,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Base_Y_Back', 'R_Arm_Y_For', 'L_Base_Y_Back', 'R_Base_X_For']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Base_X_For'}",laterality,['laterality'],L_Base_Y_Back,2,1,robot,6,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,18,,,,,,,,,,,,,0,156,156,156,,,,,,,,,,,,,,,,,,3160.4407871998847,,,3177.040107199922,3177.040107199922,3177.040107199922,3,0.4299117000773549,3177.4909839998,3177.4909839998,3177.4909839998,3177.4909839998,3177.4909839998,3177.4909839998,3177.4909839998,3177.4909839998,None,None,None,,,,3162.511785800103,,,,,,,,3160.4407871998847,3160.4407871998847,None,,,,3160.4407871998847,3160.4407871998847,3173.4998324997723,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Head_Z_For', 'L_Torso_Z_Back', 'R_Torso_Z_Back', 'L_Torso_Y_For']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Head_Z_For', 'movement': 'L_Torso_Y_For'}",localisation,['localisation'],L_Head_Z_For,0,1,robot,6,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,18,,,,,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,3177.4909839998,,,3194.257345700171,3194.257345700171,3194.257345700171,1,0.25364540005102754,3194.541222000029,3194.541222000029,3194.541222000029,3194.541222000029,3194.541222000029,3194.541222000029,3194.541222000029,3194.541222000029,None,None,None,,,,3179.578459700104,,,,,,,,3177.4909839998,3177.4909839998,None,,,,3177.4909839998,3177.4909839998,3190.616859899834,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Arm_X_Back', 'R_Arm_X_For', 'L_Arm_Y_Back', 'L_Head_X_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Head_X_Back', 'movement': 'L_Arm_Y_Back'}",laterality,['laterality'],R_Arm_X_For,1,1,robot,6,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,18,,,,,,,,,,,,,0,158,158,158,,,,,,,,,,,,,,,,,,3194.541222000029,,,3211.4244587998837,3211.4244587998837,3211.4244587998837,2,0.2774800998158753,3211.7250505001284,3211.7250505001284,3211.7250505001284,3211.7250505001284,3211.7250505001284,3211.7250505001284,3211.7250505001284,3211.7250505001284,None,None,None,,,,3196.628669399768,,,,,,,,3194.541222000029,3194.541222000029,None,,,,3194.541222000029,3194.541222000029,3207.7839722000062,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_X_For', 'R_Base_X_For', 'R_Torso_X_For', 'R_Torso_Y_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Torso_Y_For'}",laterality,['laterality'],L_Torso_X_For,0,1,robot,6,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Torso_X_For.mp4,18,,,,,,,,,,,,,0,159,159,159,,,,,,,,,,,,,,,,,,3211.7250505001284,,,3228.5081086000428,3228.5081086000428,3228.5081086000428,1,0.2581899999640882,3228.791986200027,3228.791986200027,3228.791986200027,3228.791986200027,3228.791986200027,3228.791986200027,3228.791986200027,3228.791986200027,None,None,None,,,,3213.8125129002146,,,,,,,,3211.7250505001284,3211.7250505001284,None,,,,3211.7250505001284,3211.7250505001284,3224.8675961000845,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Base_Y_For', 'R_Base_Y_Back', 'L_Base_Z_For', 'L_Head_Y_Back']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Base_Z_For'}",localisation,['localisation'],L_Head_Y_Back,3,1,robot,6,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,18,,,,,,,,,,,,,0,160,160,160,,,,,,,,,,,,,,,,,,3228.791986200027,,,3245.591717199888,3245.591717199888,3245.591717199888,4,0.27033339999616146,3245.8923058002256,3245.8923058002256,3245.8923058002256,3245.8923058002256,3245.8923058002256,3245.8923058002256,3245.8923058002256,3245.8923058002256,None,None,None,,,,3230.8794355997816,,,,,,,,3228.791986200027,3228.791986200027,None,,,,3228.791986200027,3228.791986200027,3241.951226899866,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Head_Y_Back', 'L_Head_Z_For', 'L_Head_Y_For', 'L_Torso_Y_For']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Head_Z_For'}",localisation,['localisation'],L_Torso_Y_For,3,1,robot,6,False,True,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,18,,,,,,,,,,,,,0,161,161,161,,,,,,,,,,,,,,,,,,3245.8923058002256,,,3262.792243400123,3262.792243400123,3262.792243400123,4,0.28522839955985546,3263.1429163999856,3266.2156452001072,3263.1429163999856,3266.2156452001072,3263.1429163999856,3266.2156452001072,3263.1429163999856,3266.2156452001072,46.74603174603174,1.8465849999338388,space,,,,3247.979744200129,3.0083437995053828,,,,,,,3245.8923058002256,3245.8923058002256,None,,,,3245.8923058002256,3245.8923058002256,3259.1684741000645,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
