sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_top_J_45', 'blue_top_F_0', 'blue_bottom_J_0', 'red_top_S_0']","{'color': 'red_top_S_0', 'position': 'blue_bottom_J_0', 'orientation': 'blue_top_J_45'}",color,['color'],red_top_S_0,3,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,1290.3873585000001,1292.4511981,,,1301.3470926,1301.3470926,1301.3470926,4,1.1255074999999692,1302.5042027,1302.5042027,1302.5042027,1302.5042027,1302.5042027,1302.5042027,1302.5042027,1302.5042027,None,None,None,,,,,,,,,,1290.3873585000001,1290.3873585000001,None,,,1290.3873585000001,1290.3873585000001,1299.1264296,1301.3470926,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_right_L_0', 'blue_right_B_45', 'blue_top_V_0', 'red_right_Q_0']","{'color': 'red_right_Q_0', 'position': 'blue_top_V_0', 'orientation': 'blue_right_B_45'}",orientation,['orientation'],blue_right_B_45,1,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,1302.5042027,1304.5595136,,,1313.4369073,1313.4369073,1313.4369073,2,0.5715674999997304,1314.037201,1314.037201,1314.037201,1314.037201,1314.037201,1314.037201,1314.037201,1314.037201,None,None,None,,,,,,,,,,1302.5042027,1302.5042027,None,,,1302.5042027,1302.5042027,1311.2251706,1313.4369073,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_right_Z_45', 'blue_bottom_J_45', 'red_bottom_H_45', 'blue_bottom_D_0']","{'color': 'red_bottom_H_45', 'position': 'blue_right_Z_45', 'orientation': 'blue_bottom_D_0'}",position,['position'],blue_right_Z_45,0,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,1314.037201,1316.0967441,,,1325.2044857,1325.2044857,1325.2044857,1,3.1483644999999,1328.370566,1328.370566,1328.370566,1328.370566,1328.370566,1328.370566,1328.370566,1328.370566,None,None,None,,,,,,,,,,1314.037201,1314.037201,None,,,1314.037201,1314.037201,1322.9775987,1325.2044857,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_bottom_F_0', 'blue_right_R_45', 'blue_right_P_0', 'red_right_J_0']","{'color': 'red_right_J_0', 'position': 'blue_bottom_F_0', 'orientation': 'blue_right_R_45'}",orientation,['orientation'],blue_right_R_45,1,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,1328.370566,1330.427342,,,1339.3014958,1339.3014958,1339.3014958,2,1.4019097000000897,1340.7214346,1340.7214346,1340.7214346,1340.7214346,1340.7214346,1340.7214346,1340.7214346,1340.7214346,None,None,None,,,,,,,,,,1328.370566,1328.370566,None,,,1328.370566,1328.370566,1337.0904804,1339.3014958,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_bottom_H_0', 'red_right_K_0', 'red_bottom_N_45', 'red_bottom_M_0']","{'color': 'blue_bottom_H_0', 'position': 'red_right_K_0', 'orientation': 'red_bottom_N_45'}",position,['position'],red_right_K_0,1,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,1340.7214346,1342.7737877,,,1351.2484477,1351.2484477,1351.2484477,2,1.431506499999898,1352.7299822,1359.7150063000001,1352.7299822,1359.7150063000001,1352.7299822,1359.7150063000001,1352.7299822,1359.7150063000001,11.790123456790116,6.3748805999998694,space,,,6.925982099999885,,,,,,,1340.7214346,1340.7214346,None,,,1340.7214346,1340.7214346,1349.2351265,1351.2484477,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_X_0', 'red_left_P_0', 'blue_bottom_W_0', 'blue_left_Z_45']","{'color': 'red_left_P_0', 'position': 'blue_bottom_W_0', 'orientation': 'blue_left_Z_45'}",color,"['color', 'position']",red_left_P_0,1,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,1362.0539717000001,1364.1174446,,,1372.7966967,1372.7966967,1372.7966967,2,1.8195248000000106,1374.6376614,1374.6376614,1374.6376614,1374.6376614,1374.6376614,1374.6376614,1374.6376614,1374.6376614,None,None,None,,,,,,,,,,1359.7150063000001,1359.7150063000001,space,2.3101532999999677,,,,1370.5758623000002,1372.7966967,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_Z_45', 'blue_left_V_0', 'blue_top_V_45', 'blue_left_G_45']","{'color': 'red_left_Z_45', 'position': 'blue_top_V_45', 'orientation': 'blue_left_V_0'}",orientation,"['color', 'orientation']",blue_left_V_0,1,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,1374.6376614,1376.6908293000001,,,1385.563748,1385.563748,1385.563748,2,1.661125400000003,1387.2543594,1387.2543594,1387.2543594,1387.2543594,1387.2543594,1387.2543594,1387.2543594,1387.2543594,None,None,None,,,,,,,,,,1374.6376614,1374.6376614,None,,,1374.6376614,1374.6376614,1383.5527926,1385.563748,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_S_0', 'blue_right_G_45', 'red_left_H_45', 'blue_left_M_45']","{'color': 'red_left_H_45', 'position': 'blue_right_G_45', 'orientation': 'blue_left_S_0'}",orientation,"['orientation', 'position']",blue_left_S_0,0,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,1387.2543594,1389.3121346,,,1397.7941442000001,1397.7941442000001,1397.7941442000001,1,9.845890199999815,1407.6707906000001,1407.6707906000001,1407.6707906000001,1407.6707906000001,1407.6707906000001,1407.6707906000001,1407.6707906000001,1407.6707906000001,None,None,None,,,,,,,,,,1387.2543594,1387.2543594,None,,,1387.2543594,1387.2543594,1395.779553,1397.7941442000001,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_bottom_R_0', 'blue_right_F_45', 'red_right_J_0', 'blue_right_R_0']","{'color': 'red_right_J_0', 'position': 'blue_bottom_R_0', 'orientation': 'blue_right_F_45'}",position,"['color', 'position']",blue_bottom_R_0,0,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,1407.6707906000001,1409.7285669,,,1418.6124412000001,1418.6124412000001,1418.6124412000001,1,1.2598403000000076,1419.903984,1419.903984,1419.903984,1419.903984,1419.903984,1419.903984,1419.903984,1419.903984,None,None,None,,,,,,,,,,1407.6707906000001,1407.6707906000001,None,,,1407.6707906000001,1407.6707906000001,1416.3901356000001,1418.6124412000001,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_bottom_C_0', 'blue_top_F_0', 'blue_bottom_X_45', 'red_bottom_T_0']","{'color': 'red_bottom_T_0', 'position': 'blue_top_F_0', 'orientation': 'blue_bottom_X_45'}",orientation,"['orientation', 'position']",blue_bottom_X_45,2,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,1419.903984,1421.9657789,,,1430.8696198,1430.8696198,1430.8696198,4,2.5469319999997992,1433.4374427,1433.4374427,1433.4374427,1433.4374427,1433.4374427,1433.4374427,1433.4374427,1433.4374427,None,None,None,,,,,,,,,,1419.903984,1419.903984,None,,,1419.903984,1419.903984,1428.8521456,1430.8696198,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_top_C_0', 'red_top_J_0', 'blue_top_P_45', 'blue_right_D_0']","{'color': 'red_top_J_0', 'position': 'blue_right_D_0', 'orientation': 'blue_top_P_45'}",position,"['color', 'position']",blue_right_D_0,3,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,1433.4374427,1435.4938301,,,1443.9776102,1443.9776102,1443.9776102,4,1.3115593000000558,1445.3206811,1445.3206811,1445.3206811,1445.3206811,1445.3206811,1445.3206811,1445.3206811,1445.3206811,None,None,None,,,,,,,,,,1433.4374427,1433.4374427,None,,,1433.4374427,1433.4374427,1441.9646813,1443.9776102,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_top_Q_45', 'blue_right_B_0', 'blue_top_X_0', 'red_top_P_0']","{'color': 'red_top_P_0', 'position': 'blue_right_B_0', 'orientation': 'blue_top_Q_45'}",position,"['orientation', 'position']",blue_right_B_0,1,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,1445.3206811,1447.3752299,,,1455.8647094,1455.8647094,1455.8647094,2,3.5358287999998197,1459.420697,1459.420697,1459.420697,1459.420697,1459.420697,1459.420697,1459.420697,1459.420697,None,None,None,,,,,,,,,,1445.3206811,1445.3206811,None,,,1445.3206811,1445.3206811,1453.8480691,1455.8647094,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_bottom_D_45', 'red_right_B_45', 'blue_right_P_45', 'blue_right_P_0']","{'color': 'red_right_B_45', 'position': 'blue_bottom_D_45', 'orientation': 'blue_right_P_0'}",color,"['color', 'orientation']",red_right_B_45,1,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,1459.420697,1461.497086,,,1470.3655489,1470.3655489,1470.3655489,2,1.4584341999998855,1471.8541318,1471.8541318,1471.8541318,1471.8541318,1471.8541318,1471.8541318,1471.8541318,1471.8541318,None,None,None,,,,,,,,,,1459.420697,1459.420697,None,,,1459.420697,1459.420697,1468.3467914,1470.3655489,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_L_0', 'red_right_J_0', 'blue_right_P_45', 'blue_right_K_0']","{'color': 'red_right_J_0', 'position': 'blue_left_L_0', 'orientation': 'blue_right_P_45'}",color,"['color', 'orientation']",red_right_J_0,1,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,1471.8541318,1473.9133366,,,1482.5879133,1482.5879133,1482.5879133,2,1.7971018999999728,1484.4352259,1487.7537086,1484.4352259,1487.7537086,1484.4352259,1487.7537086,1484.4352259,1487.7537086,20.432098765432094,2.777456499999971,space,,,3.2761157999999,,,,,,,1471.8541318,1471.8541318,None,,,1471.8541318,1471.8541318,1480.3730452,1482.5879133,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_top_D_0', 'red_top_Q_45', 'blue_top_C_0', 'red_bottom_G_0']","{'color': 'blue_top_C_0', 'position': 'red_bottom_G_0', 'orientation': 'red_top_Q_45'}",position,"['color', 'orientation', 'position']",red_bottom_G_0,3,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,1489.5876427,1491.6417981,,,1500.3329736,1500.3329736,1500.3329736,4,2.2917237999998292,1502.6541685,1502.6541685,1502.6541685,1502.6541685,1502.6541685,1502.6541685,1502.6541685,1502.6541685,None,None,None,,,,,,,,,,1487.7537086,1487.7537086,space,1.8142487000000642,,,,1498.3215267,1500.3329736,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_right_X_0', 'red_bottom_G_0', 'red_right_R_45', 'red_right_M_0']","{'color': 'blue_right_X_0', 'position': 'red_bottom_G_0', 'orientation': 'red_right_R_45'}",color,"['color', 'orientation', 'position']",blue_right_X_0,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,1502.6541685,1504.7204757,,,1513.3933811,1513.3933811,1513.3933811,1,3.0620256999998787,1516.4875458000001,1516.4875458000001,1516.4875458000001,1516.4875458000001,1516.4875458000001,1516.4875458000001,1516.4875458000001,1516.4875458000001,None,None,None,,,,,,,,,,1502.6541685,1502.6541685,None,,,1502.6541685,1502.6541685,1511.1726413000001,1513.3933811,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_bottom_V_0', 'blue_right_M_0', 'red_right_R_45', 'red_right_W_0']","{'color': 'blue_right_M_0', 'position': 'red_bottom_V_0', 'orientation': 'red_right_R_45'}",color,"['color', 'orientation', 'position']",blue_right_M_0,1,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,1516.4875458000001,1518.545779,,,1527.2175762,1527.2175762,1527.2175762,2,1.741900199999975,1528.987609,1528.987609,1528.987609,1528.987609,1528.987609,1528.987609,1528.987609,1528.987609,None,None,None,,,,,,,,,,1516.4875458000001,1516.4875458000001,None,,,1516.4875458000001,1516.4875458000001,1525.2032613000001,1527.2175762,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_bottom_L_0', 'blue_bottom_B_45', 'red_bottom_S_45', 'red_left_L_45']","{'color': 'blue_bottom_B_45', 'position': 'red_left_L_45', 'orientation': 'red_bottom_L_0'}",color,"['color', 'orientation', 'position']",blue_bottom_B_45,1,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,1528.987609,1531.0416753,,,1539.9274818000001,1539.9274818000001,1539.9274818000001,2,2.080634499999917,1542.0375517,1542.0375517,1542.0375517,1542.0375517,1542.0375517,1542.0375517,1542.0375517,1542.0375517,None,None,None,,,,,,,,,,1528.987609,1528.987609,None,,,1528.987609,1528.987609,1537.919771,1539.9274818000001,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_top_G_0', 'blue_top_W_45', 'blue_left_J_45', 'red_top_K_45']","{'color': 'red_top_K_45', 'position': 'blue_left_J_45', 'orientation': 'blue_top_G_0'}",position,"['color', 'orientation', 'position']",blue_left_J_45,2,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,1542.0375517,1544.1029805,,,1552.9871663000001,1552.9871663000001,1552.9871663000001,3,4.9804666999999085,1557.9872375,1557.9872375,1557.9872375,1557.9872375,1557.9872375,1557.9872375,1557.9872375,1557.9872375,None,None,None,,,,,,,,,,1542.0375517,1542.0375517,None,,,1542.0375517,1542.0375517,1550.7729487000001,1552.9871663000001,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_right_J_45', 'red_top_V_45', 'red_right_L_0', 'red_right_N_45']","{'color': 'blue_right_J_45', 'position': 'red_top_V_45', 'orientation': 'red_right_L_0'}",position,"['color', 'orientation', 'position']",red_top_V_45,1,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,1557.9872375,1560.0445034,,,1568.9411534,1568.9411534,1568.9411534,2,2.314126499999986,1571.2874569,1571.2874569,1571.2874569,1571.2874569,1571.2874569,1571.2874569,1571.2874569,1571.2874569,None,None,None,,,,,,,,,,1557.9872375,1557.9872375,None,,,1557.9872375,1557.9872375,1566.7240143000001,1568.9411534,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_L_0', 'red_right_V_45', 'red_left_Q_45', 'blue_left_J_45']","{'color': 'blue_left_J_45', 'position': 'red_right_V_45', 'orientation': 'red_left_L_0'}",orientation,"['color', 'orientation', 'position']",red_left_L_0,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,1571.2874569,1573.351355,,,1582.0277118000001,1582.0277118000001,1582.0277118000001,1,2.1636567999999556,1584.220646,1584.220646,1584.220646,1584.220646,1584.220646,1584.220646,1584.220646,1584.220646,None,None,None,,,,,,,,,,1571.2874569,1571.2874569,None,,,1571.2874569,1571.2874569,1580.0001154000001,1582.0277118000001,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_M_45', 'red_top_R_45', 'red_left_W_0', 'blue_left_H_45']","{'color': 'blue_left_H_45', 'position': 'red_top_R_45', 'orientation': 'red_left_W_0'}",orientation,"['color', 'orientation', 'position']",red_left_W_0,2,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,1584.220646,1586.2855939,,,1594.9808658,1594.9808658,1594.9808658,3,2.0344109000000685,1597.037475,1597.037475,1597.037475,1597.037475,1597.037475,1597.037475,1597.037475,1597.037475,None,None,None,,,,,,,,,,1584.220646,1584.220646,None,,,1584.220646,1584.220646,1592.7571451000001,1594.9808658,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_top_M_0', 'red_top_T_45', 'blue_bottom_K_45', 'blue_top_R_45']","{'color': 'red_top_T_45', 'position': 'blue_bottom_K_45', 'orientation': 'blue_top_M_0'}",orientation,"['color', 'orientation', 'position']",blue_top_M_0,0,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,1597.037475,1599.1141989,,,1607.8136899,1607.8136899,1607.8136899,1,8.203553799999838,1616.0638953,1619.7288473,1616.0638953,1619.7288473,1616.0638953,1619.7288473,1616.0638953,1619.7288473,35.092592592592595,2.0998950999999124,space,,,3.6073924000000375,,,,,,,1597.037475,1597.037475,None,,,1597.037475,1597.037475,1605.8015144,1607.8136899,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_X_For', 'L_Head_Z_For', 'R_Head_X_Back', 'L_Arm_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Arm_X_Back,3,3,robot,3,True,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,9,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,1623.0045364,1625.086999,,,1639.8814302,1639.8814302,1639.8814302,4,1.8540720999999962,1641.7543981000001,1641.7543981000001,1641.7543981000001,1641.7543981000001,1641.7543981000001,1641.7543981000001,1641.7543981000001,1641.7543981000001,None,None,None,,,,,,,,,,1619.7288473,1619.7288473,space,3.2553082999998537,1636.2416095,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Head_X_Back', 'R_Head_Y_For', 'R_Torso_X_For', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_For', 'movement': 'R_Head_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_X_For,3,3,robot,3,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,9,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,1641.7543981000001,1643.8292993,,,1658.5633064,1658.5633064,1658.5633064,2,1.3495679999999197,1659.9378863,1659.9378863,1659.9378863,1659.9378863,1659.9378863,1659.9378863,1659.9378863,1659.9378863,None,None,None,,,,,,,,,,1641.7543981000001,1641.7543981000001,None,,1654.9952759,1641.7543981000001,1641.7543981000001,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Base_X_For', 'R_Base_X_Back', 'R_Base_Y_Back', 'R_Torso_X_Back']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Base_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Torso_X_Back,3,3,robot,3,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,9,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,1659.9378863,1662.0098067000001,,,1676.7655362,1676.7655362,1676.7655362,1,7.066512599999953,1683.8546119,1683.8546119,1683.8546119,1683.8546119,1683.8546119,1683.8546119,1683.8546119,1683.8546119,None,None,None,,,,,,,,,,1659.9378863,1659.9378863,None,,1673.1193571000001,1659.9378863,1659.9378863,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
