sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Head_Y_For', 'L_Torso_Z_For', 'R_Head_Z_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Head_Y_For'}",laterality,['laterality'],R_Head_Z_For,2,1,robot,1,False,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_For.mp4,9,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,775.3369332,777.4111923999999,,,792.1967930000001,792.1967930000001,792.1967930000001,3,0.5244720000000029,792.7534673,792.7534673,792.7534673,792.7534673,792.7534673,792.7534673,792.7534673,792.7534673,None,None,None,,,,,,,,,,775.3369332,775.3369332,None,,788.56115,775.3369332,775.3369332,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Z_For', 'L_Base_Z_For', 'R_Base_X_Back', 'R_Head_Z_Back']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_X_Back'}",movement,['movement'],R_Base_X_Back,2,1,robot,1,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,9,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,792.7534673,794.8237237999999,,,809.6472663,809.6472663,809.6472663,3,0.6088142000000403,810.2867013,810.2867013,810.2867013,810.2867013,810.2867013,810.2867013,810.2867013,810.2867013,None,None,None,,,,,,,,,,792.7534673,792.7534673,None,,806.0078765000001,792.7534673,792.7534673,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Z_Back', 'L_Arm_X_For', 'L_Torso_X_Back', 'R_Torso_X_For']","{'laterality': 'R_Torso_X_For', 'localisation': 'L_Arm_X_For', 'movement': 'L_Torso_Z_Back'}",laterality,['laterality'],R_Torso_X_For,3,1,robot,1,False,True,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Torso_X_For.mp4,9,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,810.2867013,812.3615437000001,,,827.0299921999999,827.0299921999999,827.0299921999999,4,0.4192276000000561,827.4956818999999,829.9799107000001,827.4956818999999,829.9799107000001,827.4956818999999,829.9799107000001,827.4956818999999,829.9799107000001,37.25308641975308,1.6077675000000227,space,,,2.4166777000000934,,,,,,,810.2867013,810.2867013,None,,823.3929848,810.2867013,810.2867013,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_Back', 'R_Head_Z_For', 'L_Head_Z_Back', 'L_Base_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Head_Y_Back'}",laterality,"['laterality', 'movement']",R_Head_Z_For,1,2,robot,1,True,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\R_Head_Z_For.mp4,9,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,847.1534859000001,849.2319486000001,,,864.0035516,864.0035516,864.0035516,2,2.2368071000000214,866.2704435,866.2704435,866.2704435,866.2704435,866.2704435,866.2704435,866.2704435,866.2704435,None,None,None,,,,,,,,,,829.9799107000001,829.9799107000001,space,17.14826009999996,860.3792674000001,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Z_Back', 'L_Arm_Y_Back', 'L_Arm_Z_For', 'R_Arm_Z_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Arm_Y_Back'}",movement,"['laterality', 'movement']",L_Arm_Y_Back,1,2,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,9,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,866.2704435,868.3426328,,,883.0238128999999,883.0238128999999,883.0238128999999,2,1.0641634000000408,884.1202761,884.1202761,884.1202761,884.1202761,884.1202761,884.1202761,884.1202761,884.1202761,None,None,None,,,,,,,,,,866.2704435,866.2704435,None,,879.3911784,866.2704435,866.2704435,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Arm_X_For', 'L_Base_X_For', 'L_Arm_Z_Back', 'L_Arm_X_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Z_Back'}",localisation,"['localisation', 'movement']",L_Base_X_For,1,2,robot,1,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,9,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,884.1202761,886.1944975000001,,,900.911615,900.911615,900.911615,3,9.649364899999853,910.5870032,910.5870032,910.5870032,910.5870032,910.5870032,910.5870032,910.5870032,910.5870032,None,None,None,,,,,,,,,,884.1202761,884.1202761,None,,897.277259,884.1202761,884.1202761,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Y_For', 'R_Base_X_Back', 'L_Base_X_For', 'R_Torso_X_Back']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Base_Y_For'}",localisation,"['laterality', 'localisation']",R_Torso_X_Back,3,2,robot,1,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,9,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,910.5870032,912.6607243999999,,,927.4271712,927.4271712,927.4271712,4,2.140427799999941,929.586904,929.586904,929.586904,929.586904,929.586904,929.586904,929.586904,929.586904,None,None,None,,,,,,,,,,910.5870032,910.5870032,None,,923.7845348000001,910.5870032,910.5870032,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_Back', 'R_Base_Y_Back', 'L_Base_Z_For', 'L_Base_Y_For']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Base_Z_For'}",movement,"['laterality', 'movement']",L_Base_Z_For,2,2,robot,1,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Z_For.mp4,9,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,929.586904,931.6615171999999,,,946.3801888,946.3801888,946.3801888,3,15.99610290000004,962.4036423,962.4036423,962.4036423,962.4036423,962.4036423,962.4036423,962.4036423,962.4036423,None,None,None,,,,,,,,,,929.586904,929.586904,None,,942.8325584000002,929.586904,929.586904,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_X_Back', 'L_Arm_Y_For', 'R_Arm_X_Back', 'L_Torso_X_Back']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Arm_Y_For'}",laterality,"['laterality', 'movement']",R_Arm_X_Back,2,2,robot,1,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,9,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,962.4036423,964.4792468,,,979.2788584,979.2788584,979.2788584,3,1.2492873999999006,980.5535923,980.5535923,980.5535923,980.5535923,980.5535923,980.5535923,980.5535923,980.5535923,None,None,None,,,,,,,,,,962.4036423,962.4036423,None,,975.6334849,962.4036423,962.4036423,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_For', 'L_Head_X_Back', 'L_Base_Y_Back', 'R_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Head_X_Back'}",localisation,"['laterality', 'localisation']",L_Base_Y_Back,2,2,robot,1,False,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,9,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,980.5535923,982.629238,,,997.3529522000001,997.3529522000001,997.3529522000001,3,2.528604199999961,999.9037227000001,999.9037227000001,999.9037227000001,999.9037227000001,999.9037227000001,999.9037227000001,999.9037227000001,999.9037227000001,None,None,None,,,,,,,,,,980.5535923,980.5535923,None,,993.7136520000001,980.5535923,980.5535923,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Arm_X_For', 'L_Arm_X_Back', 'L_Base_X_For', 'L_Arm_Z_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Z_Back'}",movement,"['localisation', 'movement']",L_Arm_Z_Back,3,2,robot,1,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,9,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,999.9037227000001,1001.9929905000001,,,1016.7088696000001,1016.7088696000001,1016.7088696000001,3,4.859829200000092,1021.5865914000001,1021.5865914000001,1021.5865914000001,1021.5865914000001,1021.5865914000001,1021.5865914000001,1021.5865914000001,1021.5865914000001,None,None,None,,,,,,,,,,999.9037227000001,999.9037227000001,None,,1013.0747904,999.9037227000001,999.9037227000001,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_Back', 'R_Arm_Y_For', 'R_Head_X_For', 'R_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Head_X_For'}",laterality,"['laterality', 'localisation']",L_Head_Y_Back,0,2,robot,1,False,True,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,9,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,1021.5865914000001,1023.6619843000001,,,1038.3254752,1038.3254752,1038.3254752,1,4.82682200000005,1043.1954620000001,1047.5937434,1043.1954620000001,1047.5937434,1043.1954620000001,1047.5937434,1043.1954620000001,1047.5937434,45.27777777777778,3.3909724000000097,space,,,4.333298099999922,,,,,,,1021.5865914000001,1021.5865914000001,None,,1034.6895792,1021.5865914000001,1021.5865914000001,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Arm_X_Back', 'L_Arm_X_Back', 'L_Head_X_Back', 'L_Arm_Z_Back']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Arm_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Arm_X_Back,0,3,robot,1,True,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,9,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,1054.1371669,1056.2133865,,,1071.0085719,1071.0085719,1071.0085719,2,0.8798446999999783,1071.9203824,1071.9203824,1071.9203824,1071.9203824,1071.9203824,1071.9203824,1071.9203824,1071.9203824,None,None,None,,,,,,,,,,1047.5937434,1047.5937434,space,6.52634879999988,1067.3777809,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Base_X_Back', 'R_Base_X_For', 'L_Head_X_Back', 'L_Base_Y_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_X_Back,2,3,robot,1,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Head_X_Back.mp4,9,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,1071.9203824,1073.9939932,,,1088.6134012,1088.6134012,1088.6134012,3,1.9787307999998234,1090.62058,1090.62058,1090.62058,1090.62058,1090.62058,1090.62058,1090.62058,1090.62058,None,None,None,,,,,,,,,,1071.9203824,1071.9203824,None,,1085.0663646,1071.9203824,1071.9203824,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Y_Back', 'R_Arm_Y_Back', 'L_Arm_Y_Back', 'R_Arm_Z_For']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Arm_Z_For'}",movement,"['laterality', 'localisation', 'movement']",R_Arm_Z_For,3,3,robot,1,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,9,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,1090.62058,1092.7107425000002,,,1107.5250379000001,1107.5250379000001,1107.5250379000001,4,1.1237878000000023,1108.6706372,1108.6706372,1108.6706372,1108.6706372,1108.6706372,1108.6706372,1108.6706372,1108.6706372,None,None,None,,,,,,,,,,1090.62058,1090.62058,None,,1103.8810417,1090.62058,1090.62058,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Torso_Y_Back', 'R_Base_Y_Back', 'R_Torso_Z_For', 'L_Torso_Y_For']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Torso_Z_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Z_For,2,3,robot,1,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,9,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,1108.6706372,1110.7411723,,,1125.5537926,1125.5537926,1125.5537926,3,3.5344181999999478,1129.120664,1129.120664,1129.120664,1129.120664,1129.120664,1129.120664,1129.120664,1129.120664,None,None,None,,,,,,,,,,1108.6706372,1108.6706372,None,,1121.9311715000001,1108.6706372,1108.6706372,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Arm_Y_For', 'R_Head_Z_Back', 'L_Head_Y_For', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Head_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_Y_For,2,3,robot,1,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,9,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,1129.120664,1131.1949048000001,,,1145.8807531,1145.8807531,1145.8807531,3,3.816465599999731,1149.7205942,1149.7205942,1149.7205942,1149.7205942,1149.7205942,1149.7205942,1149.7205942,1149.7205942,None,None,None,,,,,,,,,,1129.120664,1129.120664,None,,1142.2361929,1129.120664,1129.120664,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Z_For', 'R_Torso_Z_For', 'R_Head_Z_Back', 'R_Head_Y_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Head_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Head_Y_For,3,3,robot,1,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,9,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,1149.7205942,1151.793908,,,1166.6135949,1166.6135949,1166.6135949,1,5.7869329999999195,1172.4205121,1172.4205121,1172.4205121,1172.4205121,1172.4205121,1172.4205121,1172.4205121,1172.4205121,None,None,None,,,,,,,,,,1149.7205942,1149.7205942,None,,1162.9784102,1149.7205942,1149.7205942,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Head_Y_Back', 'R_Arm_Y_Back', 'L_Arm_Y_For', 'R_Arm_Z_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Arm_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Head_Y_Back,0,3,robot,1,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,9,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,1172.4205121,1174.490836,,,1189.289639,1189.289639,1189.289639,1,1.654500100000007,1190.9705513000001,1190.9705513000001,1190.9705513000001,1190.9705513000001,1190.9705513000001,1190.9705513000001,1190.9705513000001,1190.9705513000001,None,None,None,,,,,,,,,,1172.4205121,1172.4205121,None,,1185.6605874,1172.4205121,1172.4205121,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Y_Back', 'R_Arm_Y_For', 'L_Head_Y_Back', 'L_Arm_X_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Arm_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Arm_Y_For,1,3,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,9,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,1190.9705513000001,1193.0448784,,,1207.7110174,1207.7110174,1207.7110174,1,4.384635800000126,1212.1206446,1212.1206446,1212.1206446,1212.1206446,1212.1206446,1212.1206446,1212.1206446,1212.1206446,None,None,None,,,,,,,,,,1190.9705513000001,1190.9705513000001,None,,1204.0727083,1190.9705513000001,1190.9705513000001,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_For', 'L_Head_Z_Back', 'R_Head_Z_Back', 'L_Base_Z_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Base_Z_For', 'movement': 'L_Head_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Base_Z_For,3,3,robot,1,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\L_Base_Z_For.mp4,9,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,1212.1206446,1214.1947045,,,1228.9919036000001,1228.9919036000001,1228.9919036000001,4,6.256748200000004,1235.2959051,1239.4687318000001,1235.2959051,1239.4687318000001,1235.2959051,1239.4687318000001,1235.2959051,1239.4687318000001,50.833333333333336,3.1731922000001305,space,,,4.111426199999926,,,,,,,1212.1206446,1212.1206446,None,,1225.3566903,1212.1206446,1212.1206446,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_top_H_0', 'blue_bottom_R_0', 'blue_top_N_0', 'blue_top_T_45']","{'color': 'red_top_H_0', 'position': 'blue_bottom_R_0', 'orientation': 'blue_top_T_45'}",color,['color'],red_top_H_0,0,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,1242.9039359,1244.9611372,,,1253.8516557,1253.8516557,1253.8516557,1,0.5736958000000527,1254.4540649,1254.4540649,1254.4540649,1254.4540649,1254.4540649,1254.4540649,1254.4540649,1254.4540649,None,None,None,,,,,,,,,,1239.4687318000001,1239.4687318000001,space,3.411887399999898,,,,1251.6384687,1253.8516557,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_J_45', 'blue_right_Q_45', 'blue_left_N_0', 'red_left_K_45']","{'color': 'red_left_K_45', 'position': 'blue_right_Q_45', 'orientation': 'blue_left_N_0'}",color,['color'],red_left_K_45,3,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,1254.4540649,1256.5063724000001,,,1265.4111598,1265.4111598,1265.4111598,4,0.49345079999994823,1265.9375465,1265.9375465,1265.9375465,1265.9375465,1265.9375465,1265.9375465,1265.9375465,1265.9375465,None,None,None,,,,,,,,,,1254.4540649,1254.4540649,None,,,1254.4540649,1254.4540649,1263.3855752,1265.4111598,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_W_0', 'red_left_S_45', 'blue_left_F_45', 'red_right_D_45']","{'color': 'blue_left_F_45', 'position': 'red_right_D_45', 'orientation': 'red_left_W_0'}",orientation,['orientation'],red_left_W_0,0,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,1265.9375465,1268.0000677,,,1276.9131307,1276.9131307,1276.9131307,1,2.311733399999923,1279.2538498000001,1279.2538498000001,1279.2538498000001,1279.2538498000001,1279.2538498000001,1279.2538498000001,1279.2538498000001,1279.2538498000001,None,None,None,,,,,,,,,,1265.9375465,1265.9375465,None,,,1265.9375465,1265.9375465,1274.6956254000002,1276.9131307,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_right_N_45', 'blue_right_S_0', 'blue_right_P_45', 'blue_top_L_45']","{'color': 'red_right_N_45', 'position': 'blue_top_L_45', 'orientation': 'blue_right_S_0'}",position,['position'],blue_top_L_45,3,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,1279.2538498000001,1281.3102947,,,1289.9844494000001,1289.9844494000001,1289.9844494000001,4,0.3756017999999699,1290.3873585000001,1290.3873585000001,1290.3873585000001,1290.3873585000001,1290.3873585000001,1290.3873585000001,1290.3873585000001,1290.3873585000001,None,None,None,,,,,,,,,,1279.2538498000001,1279.2538498000001,None,,,1279.2538498000001,1279.2538498000001,1287.7722789,1289.9844494000001,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
