sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Torso_Z_For', 'R_Head_X_Back']",True,R_Head_X_Back,2,robot,4,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,8,,,,,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,1947.303932499999,1948.3908308999999,,,,,,,,,1952.0345885999996,1952.0345885999996,1952.0345885999996,1952.0345885999996,1952.0345885999996,1952.0345885999996,1952.0345885999996,1952.0345885999996,None,None,None,,,,,,,,,,,1938.8603129999992,1938.8603129999992,None,,,,,1948.3908308999999,1948.3908308999999,1948.3908308999999,c,2.008968600001026,1938.8603129999992,1938.8603129999992,1943.6639333999992,1948.3908308999999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Head_X_Back', 'R_Arm_Y_For']",False,L_Head_Z_For,2,robot,4,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,8,,,,,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,1960.3388986999998,1961.431204299999,,,,,,,,,1965.0793665,1965.0793665,1965.0793665,1965.0793665,1965.0793665,1965.0793665,1965.0793665,1965.0793665,None,None,None,,,,,,,,,,,1952.0345885999996,1952.0345885999996,None,,,,,1961.431204299999,1961.431204299999,1961.431204299999,n,1.2968560999997862,1952.0345885999996,1952.0345885999996,1956.8324080000002,1961.431204299999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_Z_For', 'L_Head_Y_Back']",True,R_Torso_Z_For,2,robot,4,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Torso_Z_For.mp4,8,,,,,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,1973.5361587999996,1966.1566258000003,,,,,,,,,1978.2655868000002,1978.2655868000002,1978.2655868000002,1978.2655868000002,1978.2655868000002,1978.2655868000002,1978.2655868000002,1978.2655868000002,None,None,None,,,,,,,,,,,1965.0793665,1965.0793665,None,,,,,1974.6281084000002,1974.6281084000002,1974.6281084000002,c,2.49219230000017,1965.0793665,1965.0793665,1969.8975040999994,1974.6281084000002,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_Z_Back', 'R_Base_X_For']",True,L_Arm_Z_Back,2,robot,4,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,8,,,,,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,1986.6043210999997,1987.6983022999993,,,,,,,,,1991.347555299999,1991.347555299999,1991.347555299999,1991.347555299999,1991.347555299999,1991.347555299999,1991.347555299999,1991.347555299999,None,None,None,,,,,,,,,,,1978.2655868000002,1978.2655868000002,None,,,,,1987.6983022999993,1987.6983022999993,1987.6983022999993,c,1.860825300000215,1978.2655868000002,1978.2655868000002,1983.0629128,1987.6983022999993,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_X_Back', 'R_Torso_X_For']",False,R_Base_X_For,2,robot,4,False,True,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,8,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,1999.7753448000003,2000.8617494999999,,,,,,,,,2004.4260775000002,2007.7025056999992,2004.4260775000002,2007.7025056999992,2004.4260775000002,2007.7025056999992,2004.4260775000002,2007.7025056999992,34.01234567901235,2.936974000000191,space,,,3.2215696000002936,,,,,,,,1991.347555299999,1991.347555299999,None,,,,,2000.8617494999999,2000.8617494999999,2000.8617494999999,n,3.3297075999998924,1991.347555299999,1991.347555299999,1996.1426916,2000.8617494999999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_Y_Back', 'L_Base_Y_Back', 'R_Arm_X_For', 'R_Head_Y_Back', 'L_Torso_Z_For', 'R_Base_Y_For']",True,R_Base_Y_For,6,robot,4,True,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,8,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,2049.8062922999998,2050.8970897,,,,,,,,,2054.549083099999,2054.549083099999,2054.549083099999,2054.549083099999,2054.549083099999,2054.549083099999,2054.549083099999,2054.549083099999,None,None,None,,,,,,,,,,,2007.7025056999992,2007.7025056999992,space,18.84093120000034,,,,2050.8970897,2050.8970897,2050.8970897,c,2.4457425000000512,,,2046.1593374000004,2050.8970897,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_Y_Back', 'R_Base_Y_For', 'L_Torso_X_For', 'L_Base_X_For', 'R_Base_Z_Back', 'L_Arm_Z_Back']",True,L_Arm_Y_Back,6,robot,4,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,8,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,2077.708416399999,2078.795653699999,,,,,,,,,2082.4330176000003,2082.4330176000003,2082.4330176000003,2082.4330176000003,2082.4330176000003,2082.4330176000003,2082.4330176000003,2082.4330176000003,None,None,None,,,,,,,,,,,2054.549083099999,2054.549083099999,None,,,,,2078.795653699999,2078.795653699999,2078.795653699999,c,3.3012238000010257,2054.549083099999,2054.549083099999,2074.0768919,2078.795653699999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Base_Y_For', 'L_Arm_X_Back', 'R_Torso_Y_Back', 'R_Base_X_Back', 'L_Base_Y_Back', 'R_Head_Y_For']",True,L_Base_Y_Back,6,robot,4,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,8,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,2105.591647199999,2106.693362099999,,,,,,,,,2110.2663527000004,2110.2663527000004,2110.2663527000004,2110.2663527000004,2110.2663527000004,2110.2663527000004,2110.2663527000004,2110.2663527000004,None,None,None,,,,,,,,,,,2082.4330176000003,2082.4330176000003,None,,,,,2106.693362099999,2106.693362099999,2106.693362099999,c,2.9710752999999386,2082.4330176000003,2082.4330176000003,2101.954950199999,2106.693362099999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Base_Z_Back', 'R_Head_Y_Back', 'R_Torso_Z_Back', 'R_Base_Z_For', 'R_Base_Y_Back', 'L_Base_Y_Back']",False,R_Head_Z_Back,6,robot,4,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,8,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,2133.5238451999994,2134.6102568000006,,,,,,,,,2138.2622123,2138.2622123,2138.2622123,2138.2622123,2138.2622123,2138.2622123,2138.2622123,2138.2622123,None,None,None,,,,,,,,,,,2110.2663527000004,2110.2663527000004,None,,,,,2134.6102568000006,2134.6102568000006,2134.6102568000006,n,3.197379000001092,2110.2663527000004,2110.2663527000004,2129.9602956,2134.6102568000006,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_X_Back', 'L_Torso_Y_Back', 'R_Torso_Z_Back', 'R_Base_Z_Back', 'R_Arm_X_Back', 'R_Torso_X_For']",True,R_Torso_Z_Back,6,robot,4,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,8,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,2161.3711349000005,2162.462442,,,,,,,,,2166.7673472999995,2166.7673472999995,2166.7673472999995,2166.7673472999995,2166.7673472999995,2166.7673472999995,2166.7673472999995,2166.7673472999995,None,None,None,,,,,,,,,,,2138.2622123,2138.2622123,None,,,,,2162.462442,2162.462442,2162.462442,c,4.264702299999044,2138.2622123,2138.2622123,2157.7410306,2162.462442,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_X_For', 'R_Base_X_For', 'L_Base_X_Back', 'R_Head_Z_Back', 'R_Arm_Z_Back', 'L_Base_Z_Back']",True,R_Base_X_For,6,robot,4,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\R_Base_X_For.mp4,8,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,2189.9250759000006,2191.010815399999,,,,,,,,,2196.3128694999996,2196.3128694999996,2196.3128694999996,2196.3128694999996,2196.3128694999996,2196.3128694999996,2196.3128694999996,2196.3128694999996,None,None,None,,,,,,,,,,,2166.7673472999995,2166.7673472999995,None,,,,,2191.010815399999,2191.010815399999,2191.010815399999,c,5.269172599999365,2166.7673472999995,2166.7673472999995,2186.293296599999,2191.010815399999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Base_X_Back', 'R_Base_Y_For', 'L_Base_X_For', 'L_Arm_X_For', 'R_Base_Y_Back', 'L_Arm_Z_For']",False,R_Arm_X_Back,6,robot,4,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Arm_X_Back.mp4,8,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,2219.5726570000006,2220.6619241999997,,,,,,,,,2224.2983576000006,2224.2983576000006,2224.2983576000006,2224.2983576000006,2224.2983576000006,2224.2983576000006,2224.2983576000006,2224.2983576000006,None,None,None,,,,,,,,,,,2196.3128694999996,2196.3128694999996,None,,,,,2220.6619241999997,2220.6619241999997,2220.6619241999997,n,2.95412529999885,2196.3128694999996,2196.3128694999996,2215.9414333000004,2220.6619241999997,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_Y_Back', 'L_Base_X_Back', 'R_Head_X_Back', 'L_Arm_X_Back', 'R_Arm_Z_For', 'R_Head_Z_For']",False,L_Torso_X_For,6,robot,4,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\L_Torso_X_For.mp4,8,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,2247.6043847,2248.6981326000005,,,,,,,,,2253.3607250999994,2253.3607250999994,2253.3607250999994,2253.3607250999994,2253.3607250999994,2253.3607250999994,2253.3607250999994,2253.3607250999994,None,None,None,,,,,,,,,,,2224.2983576000006,2224.2983576000006,None,,,,,2248.6981326000005,2248.6981326000005,2248.6981326000005,c,4.629909000001135,2224.2983576000006,2224.2983576000006,2243.9616702000003,2248.6981326000005,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_Y_Back', 'R_Base_Z_For', 'R_Base_Y_Back', 'L_Arm_X_Back', 'L_Head_Z_For', 'L_Arm_X_For']",False,L_Base_X_For,6,robot,4,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,8,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,2276.7060272,2277.7923312000003,,,,,,,,,2281.376188099999,2281.376188099999,2281.376188099999,2281.376188099999,2281.376188099999,2281.376188099999,2281.376188099999,2281.376188099999,None,None,None,,,,,,,,,,,2253.3607250999994,2253.3607250999994,None,,,,,2277.7923312000003,2277.7923312000003,2277.7923312000003,n,3.3365773999994417,2253.3607250999994,2253.3607250999994,2273.0625636000004,2277.7923312000003,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_Y_For', 'L_Arm_Z_Back', 'L_Arm_Y_For', 'R_Head_X_For', 'R_Torso_X_Back', 'R_Arm_Y_For']",False,R_Base_Z_For,6,robot,4,False,True,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,8,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,2304.5858086999997,2282.4551752999996,,,,,,,,,2309.3509553000004,2315.874087099999,2309.3509553000004,2315.874087099999,2309.3509553000004,2315.874087099999,2309.3509553000004,2315.874087099999,71.97530864197532,5.865795199999411,space,,,6.4719796999997925,,,,,,,,2281.376188099999,2281.376188099999,None,,,,,2305.6775020000005,2305.6775020000005,2305.6775020000005,n,2.7789633000011236,2281.376188099999,2281.376188099999,2301.0864182999994,2305.6775020000005,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_X_Back', 'R_Arm_X_Back', 'L_Torso_X_For', 'R_Arm_Z_Back']",False,L_Base_Y_Back,4,robot,4,True,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,8,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,2333.8913369,2334.978655499999,,,,,,,,,2338.5534119000004,2338.5534119000004,2338.5534119000004,2338.5534119000004,2338.5534119000004,2338.5534119000004,2338.5534119000004,2338.5534119000004,None,None,None,,,,,,,,,,,2315.874087099999,2315.874087099999,space,2.0943837000013446,,,,2334.978655499999,2334.978655499999,2334.978655499999,n,2.308463400000619,,,2330.2588307999995,2334.978655499999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_X_Back', 'L_Torso_Z_For', 'L_Head_X_Back', 'R_Head_Z_Back']",True,L_Head_X_Back,4,robot,4,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,8,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,2354.4733698,2355.5639439999995,,,,,,,,,2359.5613065,2359.5613065,2359.5613065,2359.5613065,2359.5613065,2359.5613065,2359.5613065,2359.5613065,None,None,None,,,,,,,,,,,2338.5534119000004,2338.5534119000004,None,,,,,2355.5639439999995,2355.5639439999995,2355.5639439999995,c,3.9713921999991726,2338.5534119000004,2338.5534119000004,2350.8427176000005,2355.5639439999995,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Base_X_For', 'R_Head_Z_For', 'R_Base_X_Back', 'L_Head_X_Back']",True,L_Base_X_For,4,robot,4,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,8,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,2375.3747703999998,2376.4622968000003,,,,,,,,,2381.148001399999,2381.148001399999,2381.148001399999,2381.148001399999,2381.148001399999,2381.148001399999,2381.148001399999,2381.148001399999,None,None,None,,,,,,,,,,,2359.5613065,2359.5613065,None,,,,,2376.4622968000003,2376.4622968000003,2376.4622968000003,c,4.641989800000374,2359.5613065,2359.5613065,2371.7436235000005,2376.4622968000003,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_Y_Back', 'L_Torso_Y_For', 'L_Torso_X_Back', 'L_Head_Y_For']",False,R_Head_X_Back,4,robot,4,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_X_Back.mp4,8,,,,,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,2397.0236303,2398.1163787999994,,,,,,,,,2401.7577717000004,2401.7577717000004,2401.7577717000004,2401.7577717000004,2401.7577717000004,2401.7577717000004,2401.7577717000004,2401.7577717000004,None,None,None,,,,,,,,,,,2381.148001399999,2381.148001399999,None,,,,,2398.1163787999994,2398.1163787999994,2398.1163787999994,n,2.0202829000008933,2381.148001399999,2381.148001399999,2393.3922643999995,2398.1163787999994,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_Z_For', 'L_Arm_Z_Back', 'L_Torso_Y_For', 'R_Arm_Y_Back']",True,L_Torso_Y_For,4,robot,4,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Torso_Y_For.mp4,8,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,2417.6874119999993,2402.8444787999997,,,,,,,,,2422.427872,2422.427872,2422.427872,2422.427872,2422.427872,2422.427872,2422.427872,2422.427872,None,None,None,,,,,,,,,,,2401.7577717000004,2401.7577717000004,None,,,,,2418.7796392,2418.7796392,2418.7796392,c,2.1313175999985106,2401.7577717000004,2401.7577717000004,2414.0459348000004,2418.7796392,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_Z_For', 'R_Head_X_For', 'L_Head_X_Back', 'L_Base_X_Back']",False,L_Head_X_For,4,robot,4,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,8,,,,,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,2438.2893002,2439.3794521,,,,,,,,,2445.297493099999,2445.297493099999,2445.297493099999,2445.297493099999,2445.297493099999,2445.297493099999,2445.297493099999,2445.297493099999,None,None,None,,,,,,,,,,,2422.427872,2422.427872,None,,,,,2439.3794521,2439.3794521,2439.3794521,c,5.884058699999514,2422.427872,2422.427872,2434.6791003,2439.3794521,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Head_Z_Back', 'R_Arm_Y_Back', 'R_Arm_X_For', 'L_Head_X_Back']",False,R_Arm_X_Back,4,robot,4,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,8,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,2461.1872585,2446.3745593000003,,,,,,,,,2465.917029799999,2465.917029799999,2465.917029799999,2465.917029799999,2465.917029799999,2465.917029799999,2465.917029799999,2465.917029799999,None,None,None,,,,,,,,,,,2445.297493099999,2445.297493099999,None,,,,,2462.2799842000004,2462.2799842000004,2462.2799842000004,c,3.2484473000004073,2445.297493099999,2445.297493099999,2457.542784899999,2462.2799842000004,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_Y_Back', 'L_Torso_Z_For', 'R_Base_Z_Back', 'L_Head_Z_Back']",False,R_Head_X_Back,4,robot,4,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,8,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,2481.7074754999994,2482.791426399999,,,,,,,,,2486.4322653,2486.4322653,2486.4322653,2486.4322653,2486.4322653,2486.4322653,2486.4322653,2486.4322653,None,None,None,,,,,,,,,,,2465.917029799999,2465.917029799999,None,,,,,2482.791426399999,2482.791426399999,2482.791426399999,n,2.135596699999951,2465.917029799999,2465.917029799999,2478.0774707,2482.791426399999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_X_Back', 'L_Base_Y_For', 'R_Arm_Z_Back', 'L_Head_X_For']",True,R_Arm_Z_Back,4,robot,4,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,8,,,,,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,2502.1552849,2503.245791199999,,,,,,,,,2506.8738250000006,2506.8738250000006,2506.8738250000006,2506.8738250000006,2506.8738250000006,2506.8738250000006,2506.8738250000006,2506.8738250000006,None,None,None,,,,,,,,,,,2486.4322653,2486.4322653,None,,,,,2503.245791199999,2503.245791199999,2503.245791199999,n,2.9543246000012005,2486.4322653,2486.4322653,2498.5796998000005,2503.245791199999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Head_X_For', 'R_Arm_Z_Back', 'L_Torso_Y_Back', 'R_Arm_Y_For']",True,R_Arm_Z_Back,4,robot,4,False,True,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,8,,,,,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,2522.5041817,2507.9588839999997,,,,,,,,,2527.266757899999,2531.2908358999994,2527.266757899999,2531.2908358999994,2527.266757899999,2531.2908358999994,2527.266757899999,2531.2908358999994,64.72222222222221,3.0673022999999375,space,,,3.9805379999997967,,,,,,,,2506.8738250000006,2506.8738250000006,None,,,,,2523.5901040999997,2523.5901040999997,2523.5901040999997,c,3.4261690999992425,2506.8738250000006,2506.8738250000006,2518.9957039,2523.5901040999997,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['J', 'K']",False,Z,2,letter,5,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,2545.9088763,2546.9713537999996,,,,,,,,,2547.792980299999,2547.792980299999,2547.792980299999,2547.792980299999,2547.792980299999,2547.792980299999,2547.792980299999,2547.792980299999,None,None,None,,,,,,,,,,,2531.2908358999994,2531.2908358999994,space,9.22849110000061,2543.894746099999,2545.9088763,2546.9713537999996,2546.9713537999996,2546.9713537999996,2546.9713537999996,n,0.6124952999998641,,,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
