sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Head_X_Back', 'R_Torso_X_Back', 'R_Head_Y_Back', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Head_Y_Back'}","['laterality', 'localisation']",0,laterality,L_Head_X_For,2,robot,4,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,0,,,,,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,2478.847461600002,2480.9313705000095,,,2495.6461854000227,2495.6461854000227,2495.6461854000227,4,1.5603969999647234,2497.231356400007,2497.231356400007,2497.231356400007,2497.231356400007,2497.231356400007,2497.231356400007,2497.231356400007,2497.231356400007,None,None,None,,,,,,,,,,2478.847461600002,2478.847461600002,None,,,,2478.847461600002,2478.847461600002,2492.0812773000216,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Z_For', 'L_Arm_Z_Back', 'R_Arm_Z_Back', 'R_Arm_Y_For']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Arm_Y_For'}","['laterality', 'movement']",0,laterality,L_Arm_Z_Back,2,robot,4,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,2497.231356400007,2499.314595100004,,,2513.947890200012,2513.947890200012,2513.947890200012,4,2.379682899976615,2516.3479588000046,2516.3479588000046,2516.3479588000046,2516.3479588000046,2516.3479588000046,2516.3479588000046,2516.3479588000046,2516.3479588000046,None,None,None,,,,,,,,,,2497.231356400007,2497.231356400007,None,,,,2497.231356400007,2497.231356400007,2510.4645458000014,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_X_Back', 'L_Head_X_Back', 'L_Head_Y_For', 'L_Arm_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Y_For'}","['laterality', 'movement']",1,movement,L_Head_Y_For,2,robot,4,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Head_Y_For.mp4,0,,,,,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,2516.3479588000046,2518.4312756000145,,,2533.212920900027,2533.212920900027,2533.212920900027,3,1.098577699973248,2534.3312277000223,2534.3312277000223,2534.3312277000223,2534.3312277000223,2534.3312277000223,2534.3312277000223,2534.3312277000223,2534.3312277000223,None,None,None,,,,,,,,,,2516.3479588000046,2516.3479588000046,None,,,,2516.3479588000046,2516.3479588000046,2529.5812578000186,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Y_For', 'L_Head_Y_Back', 'R_Torso_Y_For', 'R_Head_Z_For']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_Z_For'}","['localisation', 'movement']",1,movement,R_Head_Z_For,2,robot,4,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,0,,,,,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,2534.3312277000223,2536.41446130001,,,2551.2130053,2551.2130053,2551.2130053,4,0.6504898999701254,2551.8808178000036,2551.8808178000036,2551.8808178000036,2551.8808178000036,2551.8808178000036,2551.8808178000036,2551.8808178000036,2551.8808178000036,None,None,None,,,,,,,,,,2534.3312277000223,2534.3312277000223,None,,,,2534.3312277000223,2534.3312277000223,2547.5811915000086,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_Back', 'R_Torso_Y_Back', 'R_Base_Y_Back', 'L_Base_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_Z_Back'}","['laterality', 'localisation']",1,localisation,R_Torso_Y_Back,2,robot,4,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,0,,,,,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,2551.8808178000036,2553.9645114000014,,,2568.5796625000075,2568.5796625000075,2568.5796625000075,2,2.80315259998315,2571.4141436000064,2571.4141436000064,2571.4141436000064,2571.4141436000064,2571.4141436000064,2571.4141436000064,2571.4141436000064,2571.4141436000064,None,None,None,,,,,,,,,,2551.8808178000036,2551.8808178000036,None,,,,2551.8808178000036,2551.8808178000036,2565.0145596000075,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Y_For', 'L_Arm_Z_Back', 'L_Head_Y_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Arm_Z_Back'}","['laterality', 'movement']",0,laterality,R_Arm_Y_For,2,robot,4,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,0,,,,,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,2571.4141436000064,2573.4979131,,,2588.162868500018,2588.162868500018,2588.162868500018,1,0.9006238999718335,2589.0811721000064,2589.0811721000064,2589.0811721000064,2589.0811721000064,2589.0811721000064,2589.0811721000064,2589.0811721000064,2589.0811721000064,None,None,None,,,,,,,,,,2571.4141436000064,2571.4141436000064,None,,,,2571.4141436000064,2571.4141436000064,2584.5312091000087,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_X_For', 'L_Arm_X_For', 'L_Arm_Z_Back', 'R_Arm_X_Back']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Z_Back'}","['laterality', 'localisation']",0,laterality,R_Arm_X_Back,2,robot,4,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,0,,,,,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,2589.0811721000064,2591.1645266000123,,,2605.912892100023,2605.912892100023,2605.912892100023,4,1.9669140999612864,2607.897788900009,2607.897788900009,2607.897788900009,2607.897788900009,2607.897788900009,2607.897788900009,2607.897788900009,2607.897788900009,None,None,None,,,,,,,,,,2589.0811721000064,2589.0811721000064,None,,,,2589.0811721000064,2589.0811721000064,2602.281184100022,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Y_For', 'R_Base_X_For', 'R_Head_Y_For', 'R_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_X_For'}","['laterality', 'localisation']",1,localisation,R_Head_Y_For,2,robot,4,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,2607.897788900009,2609.9810798000253,,,2624.5626034000015,2624.5626034000015,2624.5626034000015,3,2.6921406999754254,2627.281088000018,2627.281088000018,2627.281088000018,2627.281088000018,2627.281088000018,2627.281088000018,2627.281088000018,2627.281088000018,None,None,None,,,,,,,,,,2607.897788900009,2607.897788900009,None,,,,2607.897788900009,2607.897788900009,2620.9144354000164,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Y_For', 'R_Head_Y_For', 'R_Base_Z_For', 'L_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_Z_For'}","['localisation', 'movement']",1,movement,R_Base_Z_For,2,robot,4,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,2627.281088000018,2629.3644075000193,,,2644.045888200024,2644.045888200024,2644.045888200024,3,0.6174065999803133,2644.6807438000105,2644.6807438000105,2644.6807438000105,2644.6807438000105,2644.6807438000105,2644.6807438000105,2644.6807438000105,2644.6807438000105,None,None,None,,,,,,,,,,2627.281088000018,2627.281088000018,None,,,,2627.281088000018,2627.281088000018,2640.5144129000255,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_Y_For', 'L_Torso_Y_For', 'R_Torso_Y_For', 'L_Torso_X_Back']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Torso_X_Back'}","['laterality', 'movement']",1,movement,L_Torso_X_Back,2,robot,4,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,0,,,,,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,2644.6807438000105,2646.7644510000246,,,2661.5460520000197,2661.5460520000197,2661.5460520000197,4,3.1008837999543175,2664.6796408000228,2669.430882100016,2664.6796408000228,2669.430882100016,2664.6796408000228,2669.430882100016,2664.6796408000228,2669.430882100016,36.48148148148148,4.372344500006875,space,,,4.671685599983903,,,,,,,2644.6807438000105,2644.6807438000105,None,,,,2644.6807438000105,2644.6807438000105,2657.914550400019,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Y_For', 'R_Arm_Y_Back', 'R_Base_Z_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Base_Z_For'}",['laterality'],0,laterality,L_Base_Y_For,1,robot,4,True,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\L_Base_Y_For.mp4,0,,,,,,,,,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,2675.8140724000114,2677.8977249000163,,,2692.579448100005,2692.579448100005,2692.579448100005,1,0.4348150999576319,2693.047319800011,2693.047319800011,2693.047319800011,2693.047319800011,2693.047319800011,2693.047319800011,2693.047319800011,2693.047319800011,None,None,None,,,,,,,,,,2669.430882100016,2669.430882100016,space,6.3525008999567945,,,,,2688.9477291000076,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_X_For', 'L_Head_Z_For', 'R_Head_Z_Back', 'L_Arm_Z_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_X_For'}",['movement'],0,movement,L_Head_X_For,1,robot,4,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Head_X_For.mp4,0,,,,,,,,,,,,,0,133,133,133,,,,,,,,,,,,,,,,,,,2693.047319800011,2695.1310119000264,,,2709.8626235000265,2709.8626235000265,2709.8626235000265,1,0.40006549999816343,2710.280918500008,2710.280918500008,2710.280918500008,2710.280918500008,2710.280918500008,2710.280918500008,2710.280918500008,2710.280918500008,None,None,None,,,,,,,,,,2693.047319800011,2693.047319800011,None,,,,2693.047319800011,2693.047319800011,2706.230936100008,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_X_For', 'L_Head_X_For', 'R_Head_X_For', 'R_Head_Z_Back']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Head_Z_Back'}",['localisation'],0,localisation,R_Base_X_For,1,robot,4,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Base_X_For.mp4,0,,,,,,,,,,,,,0,134,134,134,,,,,,,,,,,,,,,,,,,2710.280918500008,2712.36424190001,,,2727.0127812000283,2727.0127812000283,2727.0127812000283,1,0.5615785999689251,2727.597600100009,2727.597600100009,2727.597600100009,2727.597600100009,2727.597600100009,2727.597600100009,2727.597600100009,2727.597600100009,None,None,None,,,,,,,,,,2710.280918500008,2710.280918500008,None,,,,2710.280918500008,2710.280918500008,2723.3643246000283,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Z_Back', 'L_Arm_Z_Back', 'L_Base_Y_For', 'R_Base_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Base_Y_For'}",['laterality'],0,laterality,R_Base_Z_Back,1,robot,4,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,0,,,,,,,,,,,,,0,135,135,135,,,,,,,,,,,,,,,,,,,2727.597600100009,2729.6808660000097,,,2744.26270370002,2744.26270370002,2744.26270370002,3,0.3519512999919243,2744.647654900007,2744.647654900007,2744.647654900007,2744.647654900007,2744.647654900007,2744.647654900007,2744.647654900007,2744.647654900007,None,None,None,,,,,,,,,,2727.597600100009,2727.597600100009,None,,,,2727.597600100009,2727.597600100009,2740.731003600027,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Y_Back', 'R_Arm_Z_For', 'R_Torso_Y_Back', 'R_Arm_Y_For']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Arm_Z_For'}",['localisation'],0,localisation,R_Torso_Y_Back,1,robot,4,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,0,,,,,,,,,,,,,0,136,136,136,,,,,,,,,,,,,,,,,,,2744.647654900007,2746.730963900016,,,2761.3958522000175,2761.3958522000175,2761.3958522000175,3,0.3234239999728743,2761.7475639000186,2761.7475639000186,2761.7475639000186,2761.7475639000186,2761.7475639000186,2761.7475639000186,2761.7475639000186,2761.7475639000186,None,None,None,,,,,,,,,,2744.647654900007,2744.647654900007,None,,,,2744.647654900007,2744.647654900007,2757.8975548000017,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Z_Back', 'R_Torso_X_Back', 'L_Head_X_For', 'R_Head_X_Back']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Head_Z_Back'}",['laterality'],0,laterality,L_Head_X_For,1,robot,4,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,0,,,,,,,,,,,,,0,137,137,137,,,,,,,,,,,,,,,,,,,2761.7475639000186,2763.8309884000046,,,2778.545786500006,2778.545786500006,2778.545786500006,2,0.5805062999716029,2779.1472507000144,2779.1472507000144,2779.1472507000144,2779.1472507000144,2779.1472507000144,2779.1472507000144,2779.1472507000144,2779.1472507000144,None,None,None,,,,,,,,,,2761.7475639000186,2761.7475639000186,None,,,,2761.7475639000186,2761.7475639000186,2774.914195200021,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_Y_Back', 'L_Head_Z_For', 'R_Head_Z_Back', 'L_Arm_Z_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_Y_Back'}",['movement'],0,movement,L_Head_Y_Back,1,robot,4,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,0,,,,,,,,,,,,,0,138,138,138,,,,,,,,,,,,,,,,,,,2779.1472507000144,2781.231043000007,,,2796.062439400004,2796.062439400004,2796.062439400004,2,0.44080469995969906,2796.530484000017,2796.530484000017,2796.530484000017,2796.530484000017,2796.530484000017,2796.530484000017,2796.530484000017,2796.530484000017,None,None,None,,,,,,,,,,2779.1472507000144,2779.1472507000144,None,,,,2779.1472507000144,2779.1472507000144,2792.4142406000174,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Z_For', 'L_Arm_Z_Back', 'R_Base_Z_For', 'L_Base_Y_For']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Base_Y_For'}",['movement'],0,movement,L_Base_Y_For,1,robot,4,False,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,0,,,,,,,,,,,,,0,139,139,139,,,,,,,,,,,,,,,,,,,2796.530484000017,2798.614260100003,,,2813.2958228000207,2813.2958228000207,2813.2958228000207,4,0.9026050999527797,2814.2303184000193,2814.2303184000193,2814.2303184000193,2814.2303184000193,2814.2303184000193,2814.2303184000193,2814.2303184000193,2814.2303184000193,None,None,None,,,,,,,,,,2796.530484000017,2796.530484000017,None,,,,2796.530484000017,2796.530484000017,2809.7475686000253,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Z_Back', 'L_Arm_Y_Back', 'L_Base_Y_For', 'R_Arm_Y_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_Z_Back'}",['laterality'],0,laterality,R_Arm_Y_Back,1,robot,4,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,0,,,,,,,,,,,,,0,140,140,140,,,,,,,,,,,,,,,,,,,2814.2303184000193,2816.3141913000145,,,2830.995699500025,2830.995699500025,2830.995699500025,4,0.4672545999637805,2831.4808497000195,2831.4808497000195,2831.4808497000195,2831.4808497000195,2831.4808497000195,2831.4808497000195,2831.4808497000195,2831.4808497000195,None,None,None,,,,,,,,,,2814.2303184000193,2814.2303184000193,None,,,,2814.2303184000193,2814.2303184000193,2827.3641181000276,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_Back', 'L_Head_Z_For', 'L_Base_Y_Back', 'L_Base_Z_For']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Head_Z_For', 'movement': 'L_Base_Y_Back'}",['localisation'],0,localisation,L_Head_Z_For,1,robot,4,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,0,,,,,,,,,,,,,0,141,141,141,,,,,,,,,,,,,,,,,,,2831.4808497000195,2833.5641669000033,,,2848.2125500000257,2848.2125500000257,2848.2125500000257,2,0.4507476999715436,2848.6804230000125,2848.6804230000125,2848.6804230000125,2848.6804230000125,2848.6804230000125,2848.6804230000125,2848.6804230000125,2848.6804230000125,None,None,None,,,,,,,,,,2831.4808497000195,2831.4808497000195,None,,,,2831.4808497000195,2831.4808497000195,2844.564120200026,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_Back', 'L_Torso_Z_Back', 'R_Torso_X_For', 'R_Torso_Z_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Torso_X_For'}",['localisation'],0,localisation,R_Base_Z_Back,1,robot,4,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Base_Z_Back.mp4,0,,,,,,,,,,,,,0,142,142,142,,,,,,,,,,,,,,,,,,,2848.6804230000125,2850.764135300007,,,2865.312325900013,2865.312325900013,2865.312325900013,1,0.3753594999725465,2865.7137719000166,2865.7137719000166,2865.7137719000166,2865.7137719000166,2865.7137719000166,2865.7137719000166,2865.7137719000166,2865.7137719000166,None,None,None,,,,,,,,,,2848.6804230000125,2848.6804230000125,None,,,,2848.6804230000125,2848.6804230000125,2861.6807152000256,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Y_For', 'R_Base_Y_For', 'L_Head_Y_For', 'L_Base_X_Back']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Base_X_Back'}",['movement'],0,movement,L_Base_X_Back,1,robot,4,False,True,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,0,,,,,,,,,,,,,0,143,143,143,,,,,,,,,,,,,,,,,,,2865.7137719000166,2867.7974564000033,,,2882.4456527,2882.4456527,2882.4456527,4,0.2648411999689415,2882.746253900026,2886.264201300015,2882.746253900026,2886.264201300015,2882.746253900026,2886.264201300015,2882.746253900026,2886.264201300015,18.888888888888882,3.1722629999858327,space,,,3.4357325999590103,,,,,,,2865.7137719000166,2865.7137719000166,None,,,,2865.7137719000166,2865.7137719000166,2878.8473691000254,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_top_C_45', 'blue_top_L_0', 'blue_right_Z_45', 'red_top_X_45']","{'color': 'red_top_X_45', 'position': 'blue_right_Z_45', 'orientation': 'blue_top_L_0'}",['position'],0,position,blue_right_Z_45,1,letter,5,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,144,144,144,,,,,,,,,,,,,,,,,,,2887.864041200024,2889.9295759000233,,,2898.3790966000233,2898.3790966000233,2898.3790966000233,3,2.0435718999651726,2900.447056300007,2900.447056300007,2900.447056300007,2900.447056300007,2900.447056300007,2900.447056300007,2900.447056300007,2900.447056300007,None,None,None,,,,,,,,,,2886.264201300015,2886.264201300015,space,1.5676677999726962,2896.363206000009,2898.3790966000233,,,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_D_45', 'blue_right_R_45', 'blue_bottom_V_0', 'blue_bottom_J_45']","{'color': 'red_bottom_D_45', 'position': 'blue_right_R_45', 'orientation': 'blue_bottom_V_0'}",['orientation'],0,orientation,blue_bottom_V_0,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,2900.447056300007,2902.51333300001,,,2910.962272100005,2910.962272100005,2910.962272100005,3,0.2770104999653995,2911.2636469000136,2911.2636469000136,2911.2636469000136,2911.2636469000136,2911.2636469000136,2911.2636469000136,2911.2636469000136,2911.2636469000136,None,None,None,,,,,,,,,,2900.447056300007,2900.447056300007,None,,2908.9459203000006,2910.962272100005,2900.447056300007,2900.447056300007,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
