sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_top_K_45', 'blue_left_D_45', 'blue_top_S_45', 'blue_top_M_0']","{'color': 'red_top_K_45', 'position': 'blue_left_D_45', 'orientation': 'blue_top_M_0'}","['color', 'position']",1,position,blue_left_D_45,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,788.7334938000131,790.7829637000104,,,799.431917400012,799.431917400012,799.431917400012,2,1.793658799957484,801.2503203000233,801.2503203000233,801.2503203000233,801.2503203000233,801.2503203000233,801.2503203000233,801.2503203000233,801.2503203000233,None,None,None,,,,,,,,,,788.7334938000131,788.7334938000131,None,,797.2153242000204,799.431917400012,788.7334938000131,788.7334938000131,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_W_45', 'blue_bottom_Q_0', 'blue_left_V_45', 'blue_bottom_J_45']","{'color': 'red_bottom_W_45', 'position': 'blue_left_V_45', 'orientation': 'blue_bottom_Q_0'}","['color', 'orientation']",1,orientation,blue_bottom_Q_0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,801.2503203000233,803.2995651000238,,,811.7485189000145,811.7485189000145,811.7485189000145,2,0.9657345999730751,812.7335428000079,812.7335428000079,812.7335428000079,812.7335428000079,812.7335428000079,812.7335428000079,812.7335428000079,812.7335428000079,None,None,None,,,,,,,,,,801.2503203000233,801.2503203000233,None,,809.7326855000283,811.7485189000145,801.2503203000233,801.2503203000233,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_bottom_P_45', 'red_bottom_L_45', 'blue_left_G_45', 'blue_bottom_K_0']","{'color': 'red_bottom_L_45', 'position': 'blue_left_G_45', 'orientation': 'blue_bottom_K_0'}","['color', 'orientation']",0,color,red_bottom_L_45,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,812.7335428000079,814.7821798000077,,,823.4485557000153,823.4485557000153,823.4485557000153,2,1.26465659996029,824.7487177000148,828.3668947000115,824.7487177000148,828.3668947000115,824.7487177000148,828.3668947000115,824.7487177000148,828.3668947000115,30.308641975308642,3.372069000004558,space,,,3.5656892999541014,,,,,,,812.7335428000079,812.7335428000079,None,,821.2318016000208,823.4485557000153,812.7335428000079,812.7335428000079,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_Z_For', 'L_Head_X_Back', 'L_Base_X_Back', 'R_Head_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Z_For'}",['movement'],0,movement,L_Head_Z_For,1,robot,2,True,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,0,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,831.2334620000038,833.3334659000102,,,848.1318543000089,848.1318543000089,848.1318543000089,1,0.34104519998072647,848.499817200005,848.499817200005,848.499817200005,848.499817200005,848.499817200005,848.499817200005,848.499817200005,848.499817200005,None,None,None,,,,,,,,,,828.3668947000115,828.3668947000115,space,2.842553799971938,,,,,844.4835288000177,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Y_Back', 'L_Base_X_Back', 'R_Arm_X_Back', 'L_Arm_X_For']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Base_X_Back', 'movement': 'L_Arm_Y_Back'}",['laterality'],0,laterality,R_Arm_X_Back,1,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\R_Arm_X_Back.mp4,0,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,848.499817200005,850.5835089000175,,,865.3652506000071,865.3652506000071,865.3652506000071,3,0.6926135999965481,866.0835016000201,866.0835016000201,866.0835016000201,866.0835016000201,866.0835016000201,866.0835016000201,866.0835016000201,866.0835016000201,None,None,None,,,,,,,,,,848.499817200005,848.499817200005,None,,,,848.499817200005,848.499817200005,861.7168388000282,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Torso_X_For', 'L_Torso_Z_Back', 'L_Torso_X_Back', 'L_Base_X_For']","{'laterality': 'R_Torso_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Torso_Z_Back'}",['localisation'],0,localisation,L_Base_X_For,1,robot,2,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,0,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,866.0835016000201,868.1667432000104,,,882.8149486000184,882.8149486000184,882.8149486000184,4,0.6186506999656558,883.4668008000008,883.4668008000008,883.4668008000008,883.4668008000008,883.4668008000008,883.4668008000008,883.4668008000008,883.4668008000008,None,None,None,,,,,,,,,,866.0835016000201,866.0835016000201,None,,,,866.0835016000201,866.0835016000201,879.2501267000043,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_X_Back', 'L_Base_Y_For', 'L_Head_X_Back', 'L_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Y_For'}",['movement'],0,movement,L_Base_Y_For,1,robot,2,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Base_Y_For.mp4,0,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,883.4668008000008,885.5500782000017,,,900.1983050000272,900.1983050000272,900.1983050000272,2,0.5143342999508604,900.7331011000206,900.7331011000206,900.7331011000206,900.7331011000206,900.7331011000206,900.7331011000206,900.7331011000206,900.7331011000206,None,None,None,,,,,,,,,,883.4668008000008,883.4668008000008,None,,,,883.4668008000008,883.4668008000008,896.583305600012,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Z_Back', 'L_Arm_Y_Back', 'L_Base_Z_For', 'R_Arm_Z_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Base_Z_For', 'movement': 'L_Arm_Y_Back'}",['localisation'],0,localisation,L_Base_Z_For,1,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Base_Z_For.mp4,0,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,900.7331011000206,902.8167722000217,,,917.598264500004,917.598264500004,917.598264500004,3,0.39492769999196753,918.0167414000025,918.0167414000025,918.0167414000025,918.0167414000025,918.0167414000025,918.0167414000025,918.0167414000025,918.0167414000025,None,None,None,,,,,,,,,,900.7331011000206,900.7331011000206,None,,,,900.7331011000206,900.7331011000206,913.9667154000199,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Torso_Z_Back', 'R_Head_X_Back', 'R_Head_Z_Back', 'L_Head_Z_Back']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Head_X_Back'}",['movement'],0,movement,R_Head_X_Back,1,robot,2,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,0,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,918.0167414000025,920.1001282000216,,,934.8818442000193,934.8818442000193,934.8818442000193,2,0.47161069998401217,935.3830784000165,935.3830784000165,935.3830784000165,935.3830784000165,935.3830784000165,935.3830784000165,935.3830784000165,935.3830784000165,None,None,None,,,,,,,,,,918.0167414000025,918.0167414000025,None,,,,918.0167414000025,918.0167414000025,931.233480200026,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Torso_Z_Back', 'L_Torso_X_For', 'L_Head_Z_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Torso_X_For'}",['laterality'],0,laterality,R_Torso_Z_Back,1,robot,2,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,0,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,935.3830784000165,937.4667298000131,,,952.1151233000273,952.1151233000273,952.1151233000273,1,0.4549728999554645,952.6000663000159,952.6000663000159,952.6000663000159,952.6000663000159,952.6000663000159,952.6000663000159,952.6000663000159,952.6000663000159,None,None,None,,,,,,,,,,935.3830784000165,935.3830784000165,None,,,,935.3830784000165,935.3830784000165,948.6167958000151,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Torso_Z_Back', 'L_Torso_Y_For', 'L_Arm_Y_Back', 'R_Torso_Y_Back']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Arm_Y_Back', 'movement': 'L_Torso_Z_Back'}",['laterality'],0,laterality,R_Torso_Y_Back,1,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,0,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,952.6000663000159,954.6832577000023,,,969.3317263000063,969.3317263000063,969.3317263000063,4,0.43834089997108094,969.7996253000165,969.7996253000165,969.7996253000165,969.7996253000165,969.7996253000165,969.7996253000165,969.7996253000165,969.7996253000165,None,None,None,,,,,,,,,,952.6000663000159,952.6000663000159,None,,,,952.6000663000159,952.6000663000159,965.6832980000181,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_For', 'R_Torso_Z_Back', 'L_Torso_Z_For', 'R_Torso_X_Back']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Base_Z_For', 'movement': 'R_Torso_X_Back'}",['localisation'],0,localisation,R_Base_Z_For,1,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,969.7996253000165,971.8833639000077,,,986.6815171000198,986.6815171000198,986.6815171000198,1,0.48009109997656196,987.1828333000012,987.1828333000012,987.1828333000012,987.1828333000012,987.1828333000012,987.1828333000012,987.1828333000012,987.1828333000012,None,None,None,,,,,,,,,,969.7996253000165,969.7996253000165,None,,,,969.7996253000165,969.7996253000165,983.0498791000282,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_For', 'L_Head_Z_For', 'L_Base_Z_Back', 'L_Base_Y_For']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Base_Y_For'}",['movement'],0,movement,L_Base_Y_For,1,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,0,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,987.1828333000012,989.2665942000167,,,1003.9648596000043,1003.9648596000043,1003.9648596000043,4,0.4127646999550052,1004.3995697000064,1004.3995697000064,1004.3995697000064,1004.3995697000064,1004.3995697000064,1004.3995697000064,1004.3995697000064,1004.3995697000064,None,None,None,,,,,,,,,,987.1828333000012,987.1828333000012,None,,,,987.1828333000012,987.1828333000012,1000.4331121000287,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_X_For', 'R_Head_Z_Back', 'R_Arm_Z_For', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Arm_Z_For', 'movement': 'R_Head_X_For'}",['laterality'],0,laterality,L_Head_Z_For,1,robot,2,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,0,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,1004.3995697000064,1006.48318380001,,,1021.2815340000088,1021.2815340000088,1021.2815340000088,4,0.3281808999890927,1021.6333166000259,1021.6333166000259,1021.6333166000259,1021.6333166000259,1021.6333166000259,1021.6333166000259,1021.6333166000259,1021.6333166000259,None,None,None,,,,,,,,,,1004.3995697000064,1004.3995697000064,None,,,,1004.3995697000064,1004.3995697000064,1017.6499113000173,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Torso_X_For', 'R_Head_X_For', 'L_Head_X_For', 'L_Head_Z_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Head_Z_For'}",['localisation'],0,localisation,L_Torso_X_For,1,robot,2,False,True,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Torso_X_For.mp4,0,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,1021.6333166000259,1023.7165808000136,,,1038.448083700001,1038.448083700001,1038.448083700001,2,0.39309779996983707,1038.8818981000222,1043.4000957000244,1038.8818981000222,1043.4000957000244,1038.8818981000222,1043.4000957000244,1038.8818981000222,1043.4000957000244,25.061728395061728,4.339274099998875,space,,,4.456529199960642,,,,,,,1021.6333166000259,1021.6333166000259,None,,,,1021.6333166000259,1021.6333166000259,1034.816491400008,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_Z_Back', 'R_Head_Y_Back', 'R_Torso_Z_Back', 'R_Head_Z_For']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Head_Y_Back'}","['laterality', 'localisation', 'movement']",1,localisation,R_Torso_Z_Back,3,robot,2,True,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,0,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,1047.6162656000233,1049.6999649000063,,,1064.5316680000105,1064.5316680000105,1064.5316680000105,3,4.18104049997055,1068.7328770000022,1068.7328770000022,1068.7328770000022,1068.7328770000022,1068.7328770000022,1068.7328770000022,1068.7328770000022,1068.7328770000022,None,None,None,,,,,,,,,,1043.4000957000244,1043.4000957000244,space,4.19236659994931,,,,,1060.8832996000128,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Y_For', 'R_Base_Z_For', 'L_Head_Z_Back', 'R_Head_Z_Back']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Head_Y_For'}","['laterality', 'localisation', 'movement']",0,laterality,L_Head_Z_Back,3,robot,2,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,1068.7328770000022,1070.8165310000186,,,1085.5982557000243,1085.5982557000243,1085.5982557000243,3,1.916045399964787,1087.532862400025,1087.532862400025,1087.532862400025,1087.532862400025,1087.532862400025,1087.532862400025,1087.532862400025,1087.532862400025,None,None,None,,,,,,,,,,1068.7328770000022,1068.7328770000022,None,,,,1068.7328770000022,1068.7328770000022,1081.9664871000277,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Z_Back', 'L_Torso_Z_Back', 'R_Arm_Z_Back', 'L_Arm_X_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Arm_X_Back'}","['laterality', 'localisation', 'movement']",2,movement,L_Arm_X_Back,3,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,0,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,1087.532862400025,1089.6164450000215,,,1104.2648163000122,1104.2648163000122,1104.2648163000122,3,5.456379399984144,1109.7498045000248,1109.7498045000248,1109.7498045000248,1109.7498045000248,1109.7498045000248,1109.7498045000248,1109.7498045000248,1109.7498045000248,None,None,None,,,,,,,,,,1087.532862400025,1087.532862400025,None,,,,1087.532862400025,1087.532862400025,1100.633079000021,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_Y_Back', 'R_Head_X_For', 'R_Base_Y_For', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_X_For'}","['laterality', 'localisation', 'movement']",0,laterality,L_Head_Y_Back,3,robot,2,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,0,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,1109.7498045000248,1111.8331602000108,,,1126.615061300021,1126.615061300021,1126.615061300021,1,6.098455499974079,1132.7331881000136,1132.7331881000136,1132.7331881000136,1132.7331881000136,1132.7331881000136,1132.7331881000136,1132.7331881000136,1132.7331881000136,None,None,None,,,,,,,,,,1109.7498045000248,1109.7498045000248,None,,,,1109.7498045000248,1109.7498045000248,1122.9830899000226,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Z_For', 'L_Arm_Y_For', 'L_Head_Z_Back', 'R_Arm_Z_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Arm_Y_For'}","['laterality', 'localisation', 'movement']",2,movement,L_Arm_Y_For,3,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Y_For.mp4,0,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,1132.7331881000136,1134.8164213000273,,,1149.6148770000145,1149.6148770000145,1149.6148770000145,2,6.8423744999745395,1156.4828513000102,1156.4828513000102,1156.4828513000102,1156.4828513000102,1156.4828513000102,1156.4828513000102,1156.4828513000102,1156.4828513000102,None,None,None,,,,,,,,,,1132.7331881000136,1132.7331881000136,None,,,,1132.7331881000136,1132.7331881000136,1145.9667993000185,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_X_Back', 'R_Base_X_For', 'L_Base_Z_Back', 'L_Base_X_Back']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Z_Back'}","['laterality', 'localisation', 'movement']",2,movement,L_Base_Z_Back,3,robot,2,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,0,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,1156.4828513000102,1158.5664561000012,,,1173.2314244000008,1173.2314244000008,1173.2314244000008,3,5.001449399947887,1178.2660625000135,1178.2660625000135,1178.2660625000135,1178.2660625000135,1178.2660625000135,1178.2660625000135,1178.2660625000135,1178.2660625000135,None,None,None,,,,,,,,,,1156.4828513000102,1156.4828513000102,None,,,,1156.4828513000102,1156.4828513000102,1169.6162933000014,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Y_For', 'L_Base_Y_Back', 'L_Head_Y_For', 'L_Head_Z_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Head_Z_For'}","['laterality', 'localisation', 'movement']",1,localisation,L_Base_Y_Back,3,robot,2,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,0,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,1178.2660625000135,1180.3496925000218,,,1195.0816534000041,1195.0816534000041,1195.0816534000041,3,1.4233866999857128,1196.5332326000207,1196.5332326000207,1196.5332326000207,1196.5332326000207,1196.5332326000207,1196.5332326000207,1196.5332326000207,1196.5332326000207,None,None,None,,,,,,,,,,1178.2660625000135,1178.2660625000135,None,,,,1178.2660625000135,1178.2660625000135,1191.4496702000033,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_X_Back', 'R_Arm_Y_Back', 'L_Base_Y_Back', 'R_Base_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Base_X_Back'}","['laterality', 'localisation', 'movement']",1,localisation,R_Arm_Y_Back,3,robot,2,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,0,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,1196.5332326000207,1198.6163401000085,,,1213.3312758000102,1213.3312758000102,1213.3312758000102,1,4.213796399970306,1217.5660959000234,1217.5660959000234,1217.5660959000234,1217.5660959000234,1217.5660959000234,1217.5660959000234,1217.5660959000234,1217.5660959000234,None,None,None,,,,,,,,,,1196.5332326000207,1196.5332326000207,None,,,,1196.5332326000207,1196.5332326000207,1209.6839491000283,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Y_For', 'R_Arm_Z_Back', 'R_Head_Z_Back', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Head_Y_For'}","['laterality', 'localisation', 'movement']",1,localisation,R_Arm_Z_Back,3,robot,2,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,1217.5660959000234,1219.6494801000226,,,1234.4313622000045,1234.4313622000045,1234.4313622000045,2,1.5775729999586474,1236.0327216000005,1236.0327216000005,1236.0327216000005,1236.0327216000005,1236.0327216000005,1236.0327216000005,1236.0327216000005,1236.0327216000005,None,None,None,,,,,,,,,,1217.5660959000234,1217.5660959000234,None,,,,1217.5660959000234,1217.5660959000234,1230.7996755000204,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
