sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Base_Z_For', 'R_Base_Y_Back', 'R_Torso_Y_Back', 'L_Base_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_Z_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_Y_Back,3,3,robot,1,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,17,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,688.59771370003,,,705.3974577998742,705.3974577998742,705.3974577998742,1,1.6929836003109813,707.1175319999456,707.1175319999456,707.1175319999456,707.1175319999456,707.1175319999456,707.1175319999456,707.1175319999456,707.1175319999456,None,None,None,,,,690.6851602997631,,,,,,,,688.59771370003,688.59771370003,None,,701.840494199656,688.59771370003,688.59771370003,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Head_Y_For', 'L_Torso_Y_Back', 'R_Torso_Y_Back', 'R_Torso_Z_For']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Torso_Z_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Z_For,3,3,robot,1,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,17,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,707.1175319999456,,,723.8838504999876,723.8838504999876,723.8838504999876,4,2.9586664005182683,726.8730729999952,726.8730729999952,726.8730729999952,726.8730729999952,726.8730729999952,726.8730729999952,726.8730729999952,726.8730729999952,None,None,None,,,,709.2049602996558,,,,,,,,707.1175319999456,707.1175319999456,None,,720.2267542998306,707.1175319999456,707.1175319999456,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_Y_Back', 'R_Arm_Z_Back', 'R_Head_Y_Back', 'R_Arm_Y_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Arm_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Arm_Z_Back,1,3,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,17,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,726.8730729999952,,,743.7562667997554,743.7562667997554,743.7562667997554,2,2.5497222002595663,746.3280352000147,746.3280352000147,746.3280352000147,746.3280352000147,746.3280352000147,746.3280352000147,746.3280352000147,746.3280352000147,None,None,None,,,,728.9604854998179,,,,,,,,726.8730729999952,726.8730729999952,None,,740.1157728997059,726.8730729999952,726.8730729999952,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Torso_Y_Back', 'R_Arm_X_For', 'R_Arm_Y_For', 'L_Arm_Y_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Arm_X_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Arm_Y_For,3,3,robot,1,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,17,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,746.3280352000147,,,763.0943398997188,763.0943398997188,763.0943398997188,1,0.9960743002593517,764.1130372998305,764.1130372998305,764.1130372998305,764.1130372998305,764.1130372998305,764.1130372998305,764.1130372998305,764.1130372998305,None,None,None,,,,748.415493299719,,,,,,,,746.3280352000147,746.3280352000147,None,,759.4371906998567,746.3280352000147,746.3280352000147,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Head_Z_For', 'R_Arm_Z_For', 'R_Arm_X_For', 'L_Arm_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Head_Z_For', 'movement': 'R_Arm_X_For'}",movement,"['laterality', 'localisation', 'movement']",R_Arm_X_For,2,3,robot,1,False,True,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,17,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,764.1130372998305,,,780.9962740996853,780.9962740996853,780.9962740996853,3,0.7659500003792346,781.81453470001,785.7055369000882,781.81453470001,785.7055369000882,781.81453470001,785.7055369000882,781.81453470001,785.7055369000882,40.238095238095234,3.3998035001568496,space,,,,766.2005121000111,3.828242900315672,,,,,,,764.1130372998305,764.1130372998305,None,,777.3557905000634,764.1130372998305,764.1130372998305,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_Z_For', 'L_Arm_Z_For', 'R_Base_Z_For', 'L_Base_Y_For']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Base_Y_For'}",localisation,['localisation'],L_Arm_Z_For,1,1,robot,1,True,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Arm_Z_For.mp4,17,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,786.740927899722,,,803.540628799703,803.540628799703,803.540628799703,2,0.40557700069621205,803.9748073997907,803.9748073997907,803.9748073997907,803.9748073997907,803.9748073997907,803.9748073997907,803.9748073997907,803.9748073997907,None,None,None,,,,,,,,,,,,785.7055369000882,785.7055369000882,space,1.0164441005326807,799.9836283000186,,,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Arm_Y_Back', 'R_Head_Z_Back', 'L_Head_Y_Back', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Head_Z_Back'}",localisation,['localisation'],R_Arm_Y_Back,0,1,robot,1,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,17,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,803.9748073997907,,,820.9081672998145,820.9081672998145,820.9081672998145,1,0.4137361003085971,821.3423267998733,821.3423267998733,821.3423267998733,821.3423267998733,821.3423267998733,821.3423267998733,821.3423267998733,821.3423267998733,None,None,None,,,,806.0623268000782,,,,,,,,803.9748073997907,803.9748073997907,None,,817.2844047998078,803.9748073997907,803.9748073997907,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_Y_For', 'R_Arm_Z_For', 'L_Arm_Z_Back', 'L_Head_Z_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Arm_Y_For'}",laterality,['laterality'],R_Arm_Z_For,1,1,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,17,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,821.3423267998733,,,838.242334399838,838.242334399838,838.242334399838,1,0.6242043003439903,838.8935839999467,838.8935839999467,838.8935839999467,838.8935839999467,838.8935839999467,838.8935839999467,838.8935839999467,838.8935839999467,None,None,None,,,,823.4297998999245,,,,,,,,821.3423267998733,821.3423267998733,None,,834.5850525996648,821.3423267998733,821.3423267998733,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_X_Back', 'R_Base_Y_Back', 'L_Base_Y_For', 'L_Torso_Y_For']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Base_X_Back'}",localisation,['localisation'],L_Torso_Y_For,3,1,robot,1,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,17,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,838.8935839999467,,,855.6432227999903,855.6432227999903,855.6432227999903,4,0.33534840028733015,856.0105318999849,856.0105318999849,856.0105318999849,856.0105318999849,856.0105318999849,856.0105318999849,856.0105318999849,856.0105318999849,None,None,None,,,,840.9810373000801,,,,,,,,838.8935839999467,838.8935839999467,None,,852.0027045998722,838.8935839999467,838.8935839999467,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_Z_Back', 'R_Arm_Z_Back', 'R_Arm_X_Back', 'R_Head_Z_For']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Arm_X_Back'}",laterality,['laterality'],L_Arm_Z_Back,0,1,robot,1,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,17,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,856.0105318999849,,,872.9105567000806,872.9105567000806,872.9105567000806,3,0.3473276002332568,873.2778948000632,873.2778948000632,873.2778948000632,873.2778948000632,873.2778948000632,873.2778948000632,873.2778948000632,873.2778948000632,None,None,None,,,,858.0980795999058,,,,,,,,856.0105318999849,856.0105318999849,None,,869.2533847996965,856.0105318999849,856.0105318999849,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Torso_Z_Back', 'R_Head_Z_For', 'R_Torso_X_For', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Torso_X_For'}",movement,['movement'],R_Torso_X_For,2,1,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,17,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,873.2778948000632,,,890.044236799702,890.044236799702,890.044236799702,4,2.6620061001740396,892.7328948997892,892.7328948997892,892.7328948997892,892.7328948997892,892.7328948997892,892.7328948997892,892.7328948997892,892.7328948997892,None,None,None,,,,875.3653531000018,,,,,,,,873.2778948000632,873.2778948000632,None,,886.4037589998916,873.2778948000632,873.2778948000632,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Head_Y_Back', 'R_Head_X_Back', 'L_Head_X_Back', 'R_Base_X_For']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Base_X_For', 'movement': 'R_Head_Y_Back'}",movement,['movement'],R_Head_Y_Back,0,1,robot,1,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,17,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,892.7328948997892,,,909.5326200998388,909.5326200998388,909.5326200998388,3,3.2693804004229605,912.8224080996588,912.8224080996588,912.8224080996588,912.8224080996588,912.8224080996588,912.8224080996588,912.8224080996588,912.8224080996588,None,None,None,,,,894.8202966996469,,,,,,,,892.7328948997892,892.7328948997892,None,,905.9756285999902,892.7328948997892,892.7328948997892,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Base_Y_For', 'R_Head_X_For', 'L_Head_Y_For', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_X_For'}",movement,['movement'],R_Head_X_For,1,1,robot,1,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_X_For.mp4,17,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,912.8224080996588,,,929.7223434997723,929.7223434997723,929.7223434997723,1,1.3442768002860248,931.0917229996994,931.0917229996994,931.0917229996994,931.0917229996994,931.0917229996994,931.0917229996994,931.0917229996994,931.0917229996994,None,None,None,,,,914.9099046997726,,,,,,,,912.8224080996588,912.8224080996588,None,,926.0651928996667,912.8224080996588,912.8224080996588,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Head_Y_For', 'L_Head_Z_For', 'L_Head_Y_For', 'L_Base_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Head_Z_For'}",laterality,['laterality'],R_Head_Y_For,0,1,robot,1,False,True,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,17,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,931.0917229996994,,,947.8914362997748,947.8914362997748,947.8914362997748,1,0.4948655003681779,948.4425359996967,951.2146870000288,948.4425359996967,951.2146870000288,948.4425359996967,951.2146870000288,948.4425359996967,951.2146870000288,38.8095238095238,2.4147588997147977,space,,,,933.1792079000734,2.719374800566584,,,,,,,931.0917229996994,931.0917229996994,None,,944.3345038997941,931.0917229996994,931.0917229996994,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_J_45', 'blue_bottom_W_45', 'blue_right_J_45', 'blue_bottom_Z_0']","{'color': 'red_bottom_J_45', 'position': 'blue_right_J_45', 'orientation': 'blue_bottom_Z_0'}",color,"['color', 'orientation']",red_bottom_J_45,0,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,952.5005576997064,,,963.2383296000771,963.2383296000771,963.2383296000771,1,2.1079886006191373,965.3758904999122,965.3758904999122,965.3758904999122,965.3758904999122,965.3758904999122,965.3758904999122,965.3758904999122,965.3758904999122,None,None,None,,,,,,,,,,,,951.2146870000288,951.2146870000288,space,1.2597119002602994,,,,961.2178794997744,963.2383296000771,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_bottom_L_45', 'red_bottom_Q_45', 'red_bottom_G_0', 'red_top_R_45']","{'color': 'blue_bottom_L_45', 'position': 'red_top_R_45', 'orientation': 'red_bottom_G_0'}",position,"['color', 'position']",red_top_R_45,3,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,965.3758904999122,,,976.3140432997607,976.3140432997607,976.3140432997607,4,1.1205024002119899,977.4663448999636,977.4663448999636,977.4663448999636,977.4663448999636,977.4663448999636,977.4663448999636,977.4663448999636,977.4663448999636,None,None,None,,,,967.4466756996699,,,,,,,,965.3758904999122,965.3758904999122,None,,,965.3758904999122,965.3758904999122,974.293539899867,976.3140432997607,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_Z_0', 'red_left_P_45', 'red_bottom_T_0', 'red_left_B_0']","{'color': 'blue_left_Z_0', 'position': 'red_bottom_T_0', 'orientation': 'red_left_P_45'}",color,"['color', 'position']",blue_left_Z_0,0,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,977.4663448999636,,,988.2041651997715,988.2041651997715,988.2041651997715,1,0.9816928002983332,989.2061445000581,989.2061445000581,989.2061445000581,989.2061445000581,989.2061445000581,989.2061445000581,989.2061445000581,989.2061445000581,None,None,None,,,,979.5371341998689,,,,,,,,977.4663448999636,977.4663448999636,None,,,977.4663448999636,977.4663448999636,985.9830982000567,988.2041651997715,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_top_Q_45', 'blue_bottom_M_45', 'red_bottom_Z_45', 'red_bottom_N_0']","{'color': 'blue_bottom_M_45', 'position': 'red_top_Q_45', 'orientation': 'red_bottom_N_0'}",position,"['orientation', 'position']",red_top_Q_45,0,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,989.2061445000581,,,1000.144386800006,1000.144386800006,1000.144386800006,1,1.2497372007928789,1001.4134804997593,1001.4134804997593,1001.4134804997593,1001.4134804997593,1001.4134804997593,1001.4134804997593,1001.4134804997593,1001.4134804997593,None,None,None,,,,991.2769257999025,,,,,,,,989.2061445000581,989.2061445000581,None,,,989.2061445000581,989.2061445000581,997.9233590997756,1000.144386800006,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_right_S_0', 'blue_left_F_0', 'blue_left_R_45', 'red_left_S_0']","{'color': 'red_left_S_0', 'position': 'blue_right_S_0', 'orientation': 'blue_left_R_45'}",orientation,"['color', 'orientation']",blue_left_R_45,2,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,1001.4134804997593,,,1012.368396199774,1012.368396199774,1012.368396199774,3,0.6820531999692321,1013.0697511998005,1013.0697511998005,1013.0697511998005,1013.0697511998005,1013.0697511998005,1013.0697511998005,1013.0697511998005,1013.0697511998005,None,None,None,,,,1003.4843011996709,,,,,,,,1001.4134804997593,1001.4134804997593,None,,,1001.4134804997593,1001.4134804997593,1010.1474150996655,1012.368396199774,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_B_0', 'red_bottom_W_45', 'red_left_S_45', 'blue_bottom_L_45']","{'color': 'blue_bottom_L_45', 'position': 'red_left_S_45', 'orientation': 'red_bottom_B_0'}",position,"['color', 'position']",red_left_S_45,2,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,1013.0697511998005,,,1023.8409881000407,1023.8409881000407,1023.8409881000407,3,2.6728048003278673,1026.5462835999206,1026.5462835999206,1026.5462835999206,1026.5462835999206,1026.5462835999206,1026.5462835999206,1026.5462835999206,1026.5462835999206,None,None,None,,,,1015.1405511996709,,,,,,,,1013.0697511998005,1013.0697511998005,None,,,1013.0697511998005,1013.0697511998005,1021.619993600063,1023.8409881000407,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_top_Q_0', 'blue_bottom_P_0', 'red_bottom_G_0', 'red_bottom_Q_45']","{'color': 'blue_bottom_P_0', 'position': 'red_top_Q_0', 'orientation': 'red_bottom_Q_45'}",color,"['color', 'orientation']",blue_bottom_P_0,1,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,1026.5462835999206,,,1037.4844621000811,1037.4844621000811,1037.4844621000811,2,0.7991617005318403,1038.302780599799,1038.302780599799,1038.302780599799,1038.302780599799,1038.302780599799,1038.302780599799,1038.302780599799,1038.302780599799,None,None,None,,,,1028.6170580000617,,,,,,,,1026.5462835999206,1026.5462835999206,None,,,1026.5462835999206,1026.5462835999206,1035.4638756997883,1037.4844621000811,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_right_W_45', 'blue_right_D_45', 'red_right_J_0', 'red_bottom_B_45']","{'color': 'blue_right_D_45', 'position': 'red_bottom_B_45', 'orientation': 'red_right_J_0'}",orientation,"['orientation', 'position']",red_right_J_0,2,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,1038.302780599799,,,1048.8401615996845,1048.8401615996845,1048.8401615996845,3,0.7142354003153741,1049.5749291996472,1049.5749291996472,1049.5749291996472,1049.5749291996472,1049.5749291996472,1049.5749291996472,1049.5749291996472,1049.5749291996472,None,None,None,,,,1040.3568643000908,,,,,,,,1038.302780599799,1038.302780599799,None,,,1038.302780599799,1038.302780599799,1046.819620799739,1048.8401615996845,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_P_45', 'blue_right_G_45', 'blue_left_V_45', 'blue_left_R_0']","{'color': 'red_left_P_45', 'position': 'blue_right_G_45', 'orientation': 'blue_left_R_0'}",orientation,"['orientation', 'position']",blue_left_R_0,3,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,1049.5749291996472,,,1060.0956248999573,1060.0956248999573,1060.0956248999573,4,2.986292900517583,1063.1349378996529,1066.2077036998235,1063.1349378996529,1066.2077036998235,1063.1349378996529,1066.2077036998235,1063.1349378996529,1066.2077036998235,29.444444444444446,2.4800664000213146,space,,,,1051.6457650996745,2.994798100553453,,,,,,,1049.5749291996472,1049.5749291996472,None,,,1049.5749291996472,1049.5749291996472,1058.0751339998096,1060.0956248999573,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_left_M_0', 'blue_left_C_45', 'blue_top_N_0', 'blue_left_S_0']","{'color': 'red_left_M_0', 'position': 'blue_top_N_0', 'orientation': 'blue_left_C_45'}",position,"['color', 'orientation', 'position']",blue_top_N_0,2,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,1067.3599788998254,,,1078.2981735998765,1078.2981735998765,1078.2981735998765,3,3.2717484002932906,1081.5880025997758,1081.5880025997758,1081.5880025997758,1081.5880025997758,1081.5880025997758,1081.5880025997758,1081.5880025997758,1081.5880025997758,None,None,None,,,,,,,,,,,,1066.2077036998235,1066.2077036998235,space,1.1299033001996577,,,,1076.077213099692,1078.2981735998765,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_right_N_0', 'blue_top_L_45', 'red_top_R_0', 'blue_top_R_0']","{'color': 'red_top_R_0', 'position': 'blue_right_N_0', 'orientation': 'blue_top_L_45'}",orientation,"['color', 'orientation', 'position']",blue_top_L_45,1,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,1081.5880025997758,,,1092.5261145997792,1092.5261145997792,1092.5261145997792,2,4.500908600632101,1097.051748199854,1097.051748199854,1097.051748199854,1097.051748199854,1097.051748199854,1097.051748199854,1097.051748199854,1097.051748199854,None,None,None,,,,1083.6587443999015,,,,,,,,1081.5880025997758,1081.5880025997758,None,,,1081.5880025997758,1081.5880025997758,1090.5056241001002,1092.5261145997792,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
