sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['F', 'X', 'D', 'S']",True,X,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,638.4047819000007,639.4655516000003,,,,,,,,,641.296664200001,641.296664200001,641.296664200001,641.296664200001,641.296664200001,641.296664200001,641.296664200001,641.296664200001,None,None,None,,,,,,,,,,,628.6721885000006,628.6721885000006,None,,636.3917084000004,638.4047819000007,639.4655516000003,639.4655516000003,639.4655516000003,639.4655516000003,c,1.7231884999982867,628.6721885000006,628.6721885000006,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['S', 'W', 'J', 'X']",False,N,4,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,650.8380202000008,651.896259000001,,,,,,,,,654.1510782000005,659.5984184000008,654.1510782000005,659.5984184000008,654.1510782000005,659.5984184000008,654.1510782000005,659.5984184000008,40.03086419753087,3.730434699999023,space,,,5.3896071999988635,,,,,,,,641.296664200001,641.296664200001,None,,648.8262840000007,650.8380202000008,651.896259000001,651.896259000001,651.896259000001,651.896259000001,n,2.0680838999978732,641.296664200001,641.296664200001,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['W', 'X']",False,C,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,667.6916099000009,668.7463236000003,,,,,,,,,669.9725158000001,669.9725158000001,669.9725158000001,669.9725158000001,669.9725158000001,669.9725158000001,669.9725158000001,669.9725158000001,None,None,None,,,,,,,,,,,659.5984184000008,659.5984184000008,space,2.495308199999272,665.4782342000017,667.6916099000009,668.7463236000003,668.7463236000003,668.7463236000003,668.7463236000003,n,1.0511961999982304,,,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['D', 'H']",True,H,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,675.5307674000014,676.5963621999999,,,,,,,,,677.8234929000009,677.8234929000009,677.8234929000009,677.8234929000009,677.8234929000009,677.8234929000009,677.8234929000009,677.8234929000009,None,None,None,,,,,,,,,,,669.9725158000001,669.9725158000001,None,,673.3166022000005,675.5307674000014,676.5963621999999,676.5963621999999,676.5963621999999,676.5963621999999,c,1.0327748999989126,669.9725158000001,669.9725158000001,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['N', 'W']",True,N,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,683.4017457000009,684.4641937000015,,,,,,,,,685.4843189000003,685.4843189000003,685.4843189000003,685.4843189000003,685.4843189000003,685.4843189000003,685.4843189000003,685.4843189000003,None,None,None,,,,,,,,,,,677.8234929000009,677.8234929000009,None,,681.179680700001,683.4017457000009,684.4641937000015,684.4641937000015,684.4641937000015,684.4641937000015,c,0.8694639999976062,677.8234929000009,677.8234929000009,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['D', 'V']",True,V,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,691.0586145000016,692.1115450000016,,,,,,,,,693.5363905000013,693.5363905000013,693.5363905000013,693.5363905000013,693.5363905000013,693.5363905000013,693.5363905000013,693.5363905000013,None,None,None,,,,,,,,,,,685.4843189000003,685.4843189000003,None,,688.8475142000007,691.0586145000016,692.1115450000016,692.1115450000016,692.1115450000016,692.1115450000016,c,1.3735533999988547,685.4843189000003,685.4843189000003,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['M', 'B']",False,G,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,699.1131549000002,700.1793565000007,,,,,,,,,701.3998089000015,701.3998089000015,701.3998089000015,701.3998089000015,701.3998089000015,701.3998089000015,701.3998089000015,701.3998089000015,None,None,None,,,,,,,,,,,693.5363905000013,693.5363905000013,None,,696.8961956000003,699.1131549000002,700.1793565000007,700.1793565000007,700.1793565000007,700.1793565000007,n,1.002157899998565,693.5363905000013,693.5363905000013,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['P', 'X']",True,X,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,706.9649153000009,708.0300899000013,,,,,,,,,709.0574359000002,709.0574359000002,709.0574359000002,709.0574359000002,709.0574359000002,709.0574359000002,709.0574359000002,709.0574359000002,None,None,None,,,,,,,,,,,701.3998089000015,701.3998089000015,None,,704.7467118000004,706.9649153000009,708.0300899000013,708.0300899000013,708.0300899000013,708.0300899000013,c,0.8477102999986528,701.3998089000015,701.3998089000015,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['H', 'R']",False,K,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,714.6132128000008,715.6803180000006,,,,,,,,,716.7071033000011,716.7071033000011,716.7071033000011,716.7071033000011,716.7071033000011,716.7071033000011,716.7071033000011,716.7071033000011,None,None,None,,,,,,,,,,,709.0574359000002,709.0574359000002,None,,712.3999209000012,714.6132128000008,715.6803180000006,715.6803180000006,715.6803180000006,715.6803180000006,n,0.9738715999992564,709.0574359000002,709.0574359000002,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['K', 'L']",False,H,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,722.0819030000002,723.1477306000015,,,,,,,,,724.3685298,724.3685298,724.3685298,724.3685298,724.3685298,724.3685298,724.3685298,724.3685298,None,None,None,,,,,,,,,,,716.7071033000011,716.7071033000011,None,,719.8609673999999,722.0819030000002,723.1477306000015,723.1477306000015,723.1477306000015,723.1477306000015,n,1.0502609999984998,716.7071033000011,716.7071033000011,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['K', 'J']",False,H,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,729.9461859000003,731.012024900001,,,,,,,,,733.6466246,733.6466246,733.6466246,733.6466246,733.6466246,733.6466246,733.6466246,733.6466246,None,None,None,,,,,,,,,,,724.3685298,724.3685298,None,,727.7288427000003,729.9461859000003,731.012024900001,731.012024900001,731.012024900001,731.012024900001,n,2.538238099998125,724.3685298,724.3685298,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R', 'H']",True,R,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,739.2095984000007,740.2642500000002,,,,,,,,,741.3167192000001,748.0707906000007,741.3167192000001,748.0707906000007,741.3167192000001,748.0707906000007,741.3167192000001,748.0707906000007,28.14814814814814,5.5062452999991365,space,,,6.695967099996778,,,,,,,,733.6466246,733.6466246,None,,737.0086253000009,739.2095984000007,740.2642500000002,740.2642500000002,740.2642500000002,740.2642500000002,c,0.9012319999983447,733.6466246,733.6466246,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['C', 'H', 'W', 'K', 'N', 'B']",True,B,6,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,769.0657910000009,770.1300525000006,,,,,,,,,771.7629637000009,771.7629637000009,771.7629637000009,771.7629637000009,771.7629637000009,771.7629637000009,771.7629637000009,771.7629637000009,None,None,None,,,,,,,,,,,748.0707906000007,748.0707906000007,space,6.262663399998928,766.8473127000016,769.0657910000009,770.1300525000006,770.1300525000006,770.1300525000006,770.1300525000006,c,1.4041445999973803,,,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['B', 'M', 'S', 'N', 'G', 'R']",True,N,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,785.6983711000012,786.7631971999999,,,,,,,,,788.1919467000007,788.1919467000007,788.1919467000007,788.1919467000007,788.1919467000007,788.1919467000007,788.1919467000007,788.1919467000007,None,None,None,,,,,,,,,,,771.7629637000009,771.7629637000009,None,,783.4815611000013,785.6983711000012,786.7631971999999,786.7631971999999,786.7631971999999,786.7631971999999,c,1.3141867999984242,771.7629637000009,771.7629637000009,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['S', 'Z', 'D', 'M', 'G', 'R']",True,G,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,802.5130660000013,803.5800252000008,,,,,,,,,806.0104947,806.0104947,806.0104947,806.0104947,806.0104947,806.0104947,806.0104947,806.0104947,None,None,None,,,,,,,,,,,788.1919467000007,788.1919467000007,None,,800.298369600001,802.5130660000013,803.5800252000008,803.5800252000008,803.5800252000008,803.5800252000008,c,2.378333199998451,788.1919467000007,788.1919467000007,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['X', 'C', 'H', 'V', 'L', 'G']",False,Z,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,819.9347377000013,821.0069768000012,,,,,,,,,822.6280144000011,822.6280144000011,822.6280144000011,822.6280144000011,822.6280144000011,822.6280144000011,822.6280144000011,822.6280144000011,None,None,None,,,,,,,,,,,806.0104947,806.0104947,None,,817.9184344000005,819.9347377000013,821.0069768000012,821.0069768000012,821.0069768000012,821.0069768000012,n,1.422176899997794,806.0104947,806.0104947,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R', 'Z', 'C', 'W', 'P', 'B']",False,D,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,836.5418573000006,837.5970961000003,,,,,,,,,839.2207638,839.2207638,839.2207638,839.2207638,839.2207638,839.2207638,839.2207638,839.2207638,None,None,None,,,,,,,,,,,822.6280144000011,822.6280144000011,None,,834.5204579000001,836.5418573000006,837.5970961000003,837.5970961000003,837.5970961000003,837.5970961000003,n,1.4964471999974194,822.6280144000011,822.6280144000011,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['V', 'M', 'P', 'T', 'F', 'Q']",True,M,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,853.1339126000003,854.2002396000007,,,,,,,,,858.8354837000006,858.8354837000006,858.8354837000006,858.8354837000006,858.8354837000006,858.8354837000006,858.8354837000006,858.8354837000006,None,None,None,,,,,,,,,,,839.2207638,839.2207638,None,,851.1239269000016,853.1339126000003,854.2002396000007,854.2002396000007,854.2002396000007,854.2002396000007,c,4.437270999998873,839.2207638,839.2207638,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['Q', 'S', 'R', 'J', 'D', 'Z']",True,Z,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,872.3424375000013,873.3964320000014,,,,,,,,,875.6241535000008,875.6241535000008,875.6241535000008,875.6241535000008,875.6241535000008,875.6241535000008,875.6241535000008,875.6241535000008,None,None,None,,,,,,,,,,,858.8354837000006,858.8354837000006,None,,870.3270027000017,872.3424375000013,873.3964320000014,873.3964320000014,873.3964320000014,873.3964320000014,c,2.0648005999992165,858.8354837000006,858.8354837000006,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['M', 'Q', 'K', 'B', 'C', 'V']",False,S,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,889.7578723000006,890.8132847000015,,,,,,,,,893.0468474000008,893.0468474000008,893.0468474000008,893.0468474000008,893.0468474000008,893.0468474000008,893.0468474000008,893.0468474000008,None,None,None,,,,,,,,,,,875.6241535000008,875.6241535000008,None,,887.5528094000001,889.7578723000006,890.8132847000015,890.8132847000015,890.8132847000015,890.8132847000015,n,2.04048789999797,875.6241535000008,875.6241535000008,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L', 'K', 'S', 'F', 'X', 'B']",False,G,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,907.3935926000013,908.4521166000013,,,,,,,,,912.2823797000001,912.2823797000001,912.2823797000001,912.2823797000001,912.2823797000001,912.2823797000001,912.2823797000001,912.2823797000001,None,None,None,,,,,,,,,,,893.0468474000008,893.0468474000008,None,,905.1790115000003,907.3935926000013,908.4521166000013,908.4521166000013,908.4521166000013,908.4521166000013,n,3.6823373999977775,893.0468474000008,893.0468474000008,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['J', 'C', 'V', 'L', 'B', 'Z']",False,F,6,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,926.5995841000004,927.6678938000005,,,,,,,,,930.5291484000008,940.2058640000014,930.5291484000008,940.2058640000014,930.5291484000008,940.2058640000014,930.5291484000008,940.2058640000014,70.4320987654321,9.404028499999185,space,,,9.61196899999777,,,,,,,,912.2823797000001,912.2823797000001,None,,924.383843900001,926.5995841000004,927.6678938000005,927.6678938000005,927.6678938000005,927.6678938000005,c,2.6097468999978446,912.2823797000001,912.2823797000001,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Head_X_Back', 'R_Head_Z_For', 'R_Torso_Y_For', 'L_Torso_X_Back', 'R_Arm_Z_Back', 'R_Base_Z_Back']",True,R_Torso_Y_For,6,robot,2,True,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,22,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,967.9336668000014,969.0379740000008,,,,,,,,,973.2182741000015,973.2182741000015,973.2182741000015,973.2182741000015,973.2182741000015,973.2182741000015,973.2182741000015,973.2182741000015,None,None,None,,,,,,,,,,,940.2058640000014,940.2058640000014,space,4.448116799996569,,,,969.0379740000008,969.0379740000008,969.0379740000008,c,4.143375399999059,,,964.3882269000005,969.0379740000008,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Torso_Z_Back', 'L_Torso_Y_For', 'R_Base_X_Back', 'L_Arm_Y_Back', 'L_Torso_X_Back', 'L_Arm_Z_For']",False,L_Head_Y_For,6,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,22,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,996.4852974000005,997.5729027000016,,,,,,,,,1001.2223418000012,1001.2223418000012,1001.2223418000012,1001.2223418000012,1001.2223418000012,1001.2223418000012,1001.2223418000012,1001.2223418000012,None,None,None,,,,,,,,,,,973.2182741000015,973.2182741000015,None,,,,,997.5729027000016,997.5729027000016,997.5729027000016,n,2.616405599997961,973.2182741000015,973.2182741000015,992.8538075000015,997.5729027000016,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Head_Y_Back', 'R_Arm_Z_For', 'R_Arm_Y_Back', 'L_Head_Y_For', 'L_Base_X_For', 'R_Torso_X_For']",True,L_Head_Y_For,6,robot,2,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,22,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,1024.4500738000006,1025.5360583000001,,,,,,,,,1029.1752669000016,1029.1752669000016,1029.1752669000016,1029.1752669000016,1029.1752669000016,1029.1752669000016,1029.1752669000016,1029.1752669000016,None,None,None,,,,,,,,,,,1001.2223418000012,1001.2223418000012,None,,,,,1025.5360583000001,1025.5360583000001,1025.5360583000001,c,2.7492686999976286,1001.2223418000012,1001.2223418000012,1020.8183331,1025.5360583000001,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Base_Y_Back', 'L_Head_Z_Back', 'R_Arm_X_Back', 'L_Base_Z_For', 'L_Torso_Z_Back', 'L_Torso_Z_For']",True,L_Torso_Z_For,6,robot,2,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\L_Torso_Z_For.mp4,22,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,1052.3822324000012,1053.4711984000005,,,,,,,,,1057.1103649000015,1057.1103649000015,1057.1103649000015,1057.1103649000015,1057.1103649000015,1057.1103649000015,1057.1103649000015,1057.1103649000015,None,None,None,,,,,,,,,,,1029.1752669000016,1029.1752669000016,None,,,,,1053.4711984000005,1053.4711984000005,1053.4711984000005,c,2.741651099999217,1029.1752669000016,1029.1752669000016,1048.7379300000011,1053.4711984000005,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Arm_Z_Back', 'R_Base_Z_Back', 'R_Head_Z_Back', 'R_Base_X_For', 'R_Torso_Z_Back', 'L_Torso_Z_Back']",True,R_Head_Z_Back,6,robot,2,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,22,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,1080.1323307000002,1081.2200251000013,,,,,,,,,1084.8608716000017,1084.8608716000017,1084.8608716000017,1084.8608716000017,1084.8608716000017,1084.8608716000017,1084.8608716000017,1084.8608716000017,None,None,None,,,,,,,,,,,1057.1103649000015,1057.1103649000015,None,,,,,1081.2200251000013,1081.2200251000013,1081.2200251000013,c,3.545119899998099,1057.1103649000015,1057.1103649000015,1076.6234631000007,1081.2200251000013,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Head_Z_Back', 'R_Torso_Z_For', 'L_Base_Z_Back', 'L_Arm_Z_Back', 'L_Torso_Z_Back', 'L_Torso_Y_For']",False,R_Base_X_For,6,robot,2,False,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Base_X_For.mp4,22,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,1108.0464435000013,,,,,,,,,,1117.1548851000007,1117.1548851000007,1117.1548851000007,1117.1548851000007,1117.1548851000007,1117.1548851000007,1117.1548851000007,1117.1548851000007,None,None,None,,,,,,,,,,,1084.8608716000017,1084.8608716000017,None,,,,,1109.138299100001,1109.138299100001,1109.138299100001,c,7.979656299998169,1084.8608716000017,1084.8608716000017,1104.4144896000016,1109.138299100001,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Head_X_For', 'L_Base_Y_For', 'R_Arm_Y_Back', 'L_Torso_Z_For', 'L_Head_X_For', 'L_Arm_Y_Back']",False,L_Base_X_For,6,robot,2,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,22,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,1140.3222564000007,1141.4198143000012,,,,,,,,,1145.088818600001,1145.088818600001,1145.088818600001,1145.088818600001,1145.088818600001,1145.088818600001,1145.088818600001,1145.088818600001,None,None,None,,,,,,,,,,,1117.1548851000007,1117.1548851000007,None,,,,,1141.4198143000012,1141.4198143000012,1141.4198143000012,n,3.6342392999977164,1117.1548851000007,1117.1548851000007,1136.6881682000003,1141.4198143000012,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
