sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_bottom_P_45', 'blue_left_H_0', 'blue_bottom_Q_0', 'red_bottom_L_0']","{'color': 'red_bottom_L_0', 'position': 'blue_left_H_0', 'orientation': 'blue_bottom_P_45'}",color,"['color', 'position']",red_bottom_L_0,3,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,1539.8981035999022,1541.9688965999521,,,1550.635892899707,1550.635892899707,1550.635892899707,4,2.4462644001469016,1553.107422299683,1553.107422299683,1553.107422299683,1553.107422299683,1553.107422299683,1553.107422299683,1553.107422299683,1553.107422299683,None,None,None,,,,,,,,,,1539.8981035999022,1539.8981035999022,None,,1548.4149479996413,1550.635892899707,1539.8981035999022,1539.8981035999022,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_K_45', 'red_left_C_45', 'red_bottom_G_0', 'red_bottom_F_45']","{'color': 'blue_bottom_K_45', 'position': 'red_left_C_45', 'orientation': 'red_bottom_G_0'}",color,"['color', 'orientation']",blue_bottom_K_45,0,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,1553.107422299683,1555.1781938998029,,,1563.828553199768,1563.828553199768,1563.828553199768,1,0.7482192004099488,1564.5966910999268,1564.5966910999268,1564.5966910999268,1564.5966910999268,1564.5966910999268,1564.5966910999268,1564.5966910999268,1564.5966910999268,None,None,None,,,,,,,,,,1553.107422299683,1553.107422299683,None,,1561.624260199722,1563.828553199768,1553.107422299683,1553.107422299683,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_top_B_0', 'blue_right_S_0', 'red_top_D_0', 'blue_top_N_45']","{'color': 'red_top_D_0', 'position': 'blue_right_S_0', 'orientation': 'blue_top_N_45'}",color,"['color', 'orientation']",red_top_D_0,2,2,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,1564.5966910999268,1566.6674816999584,,,1575.5349156996235,1575.5349156996235,1575.5349156996235,3,0.9302420006133616,1576.520215400029,1581.7638087999076,1576.520215400029,1581.7638087999076,1576.520215400029,1581.7638087999076,1576.520215400029,1581.7638087999076,29.6031746031746,3.616882999893278,space,,,5.184925000648946,,,,,,,1564.5966910999268,1564.5966910999268,None,,1573.3139895000495,1575.5349156996235,1564.5966910999268,1564.5966910999268,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_left_V_45', 'blue_left_G_0', 'blue_left_X_45', 'blue_right_V_45']","{'color': 'red_left_V_45', 'position': 'blue_right_V_45', 'orientation': 'blue_left_G_0'}",orientation,"['color', 'orientation', 'position']",blue_left_G_0,1,3,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,1589.3454171000049,,,,1599.6991472998634,1599.6991472998634,1599.6991472998634,2,3.229410400148481,1602.9555597999133,1602.9555597999133,1602.9555597999133,1602.9555597999133,1602.9555597999133,1602.9555597999133,1602.9555597999133,1602.9555597999133,None,None,None,,,,,,,,,,1581.7638087999076,1581.7638087999076,space,7.55699359998107,1597.6786933997646,1599.6991472998634,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_top_K_45', 'red_top_S_0', 'blue_top_J_0', 'blue_right_G_0']","{'color': 'red_top_S_0', 'position': 'blue_right_G_0', 'orientation': 'blue_top_K_45'}",orientation,"['color', 'orientation', 'position']",blue_top_K_45,0,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,1602.9555597999133,1605.0263311997987,,,1613.6933510997333,1613.6933510997333,1613.6933510997333,1,1.9244542005471885,1615.647204699926,1615.647204699926,1615.647204699926,1615.647204699926,1615.647204699926,1615.647204699926,1615.647204699926,1615.647204699926,None,None,None,,,,,,,,,,1602.9555597999133,1602.9555597999133,None,,1611.6727940998971,1613.6933510997333,1602.9555597999133,1602.9555597999133,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_B_0', 'blue_left_K_45', 'red_left_L_0', 'blue_right_R_0']","{'color': 'red_left_L_0', 'position': 'blue_right_R_0', 'orientation': 'blue_left_K_45'}",color,"['color', 'orientation', 'position']",red_left_L_0,2,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,1615.647204699926,1617.7179747000337,,,1626.4016962000169,1626.4016962000169,1626.4016962000169,3,3.439064100384712,1629.858482599724,1629.858482599724,1629.858482599724,1629.858482599724,1629.858482599724,1629.858482599724,1629.858482599724,1629.858482599724,None,None,None,,,,,,,,,,1615.647204699926,1615.647204699926,None,,1624.364461499732,1626.4016962000169,1615.647204699926,1615.647204699926,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_Z_0', 'red_right_T_0', 'blue_right_S_0', 'blue_right_Z_45']","{'color': 'red_right_T_0', 'position': 'blue_bottom_Z_0', 'orientation': 'blue_right_Z_45'}",position,"['color', 'orientation', 'position']",blue_bottom_Z_0,0,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,1629.858482599724,1631.9293819000013,,,1640.4125981000252,1640.4125981000252,1640.4125981000252,1,1.549411500338465,1641.9823666997254,1641.9823666997254,1641.9823666997254,1641.9823666997254,1641.9823666997254,1641.9823666997254,1641.9823666997254,1641.9823666997254,None,None,None,,,,,,,,,,1629.858482599724,1629.858482599724,None,,1638.375338200014,1640.4125981000252,1629.858482599724,1629.858482599724,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_Z_45', 'blue_bottom_J_45', 'blue_bottom_X_0', 'blue_top_P_45']","{'color': 'red_bottom_Z_45', 'position': 'blue_top_P_45', 'orientation': 'blue_bottom_X_0'}",orientation,"['color', 'orientation', 'position']",blue_bottom_X_0,2,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,1641.9823666997254,1644.0531090996228,,,1652.937278999947,1652.937278999947,1652.937278999947,3,9.751521200407296,1662.7064716997556,1662.7064716997556,1662.7064716997556,1662.7064716997556,1662.7064716997556,1662.7064716997556,1662.7064716997556,1662.7064716997556,None,None,None,,,,,,,,,,1641.9823666997254,1641.9823666997254,None,,1650.7162943999283,1652.937278999947,1641.9823666997254,1641.9823666997254,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_left_H_0', 'blue_left_K_0', 'blue_right_H_0', 'blue_left_C_45']","{'color': 'red_left_H_0', 'position': 'blue_right_H_0', 'orientation': 'blue_left_C_45'}",color,"['color', 'orientation', 'position']",red_left_H_0,0,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,1662.7064716997556,1664.760523200035,,,1673.6446877997369,1673.6446877997369,1673.6446877997369,1,1.2763871001079679,1674.947245999705,1674.947245999705,1674.947245999705,1674.947245999705,1674.947245999705,1674.947245999705,1674.947245999705,1674.947245999705,None,None,None,,,,,,,,,,1662.7064716997556,1662.7064716997556,None,,1671.4236911996268,1673.6446877997369,1662.7064716997556,1662.7064716997556,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_D_45', 'blue_top_W_45', 'blue_bottom_P_0', 'red_bottom_H_45']","{'color': 'red_bottom_H_45', 'position': 'blue_top_W_45', 'orientation': 'blue_bottom_P_0'}",position,"['color', 'orientation', 'position']",blue_top_W_45,1,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,1674.947245999705,1677.0180380996317,,,1685.6850487999618,1685.6850487999618,1685.6850487999618,2,1.6679477002471685,1687.371671800036,1687.371671800036,1687.371671800036,1687.371671800036,1687.371671800036,1687.371671800036,1687.371671800036,1687.371671800036,None,None,None,,,,,,,,,,1674.947245999705,1674.947245999705,None,,1683.464120300021,1685.6850487999618,1674.947245999705,1674.947245999705,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_N_0', 'blue_left_P_45', 'red_left_D_0', 'blue_left_M_0']","{'color': 'red_left_D_0', 'position': 'blue_bottom_N_0', 'orientation': 'blue_left_P_45'}",position,"['color', 'orientation', 'position']",blue_bottom_N_0,0,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,1687.371671800036,1689.4424596000463,,,1698.3098827996291,1698.3098827996291,1698.3098827996291,1,2.786491000559181,1701.11541269999,1701.11541269999,1701.11541269999,1701.11541269999,1701.11541269999,1701.11541269999,1701.11541269999,1701.11541269999,None,None,None,,,,,,,,,,1687.371671800036,1687.371671800036,None,,1696.1056792996824,1698.3098827996291,1687.371671800036,1687.371671800036,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_right_W_45', 'blue_bottom_H_45', 'red_bottom_J_45', 'red_bottom_B_0']","{'color': 'blue_bottom_H_45', 'position': 'red_right_W_45', 'orientation': 'red_bottom_B_0'}",color,"['color', 'orientation', 'position']",blue_bottom_H_45,1,3,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,1701.11541269999,1703.1861971998587,,,1711.8699268996716,1711.8699268996716,1711.8699268996716,2,1.1549367005936801,1713.0890143997967,1717.213814099785,1713.0890143997967,1717.213814099785,1713.0890143997967,1717.213814099785,1713.0890143997967,1717.213814099785,47.22222222222222,2.934458600357175,space,,,4.05591280059889,,,,,,,1701.11541269999,1701.11541269999,None,,1709.8327624998055,1711.8699268996716,1701.11541269999,1701.11541269999,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_R_0', 'red_bottom_Z_0', 'blue_right_R_0', 'blue_bottom_K_45']","{'color': 'red_bottom_Z_0', 'position': 'blue_right_R_0', 'orientation': 'blue_bottom_K_45'}",orientation,['orientation'],blue_bottom_K_45,3,1,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,1718.1322474000044,,,,1729.0704353996553,1729.0704353996553,1729.0704353996553,4,0.2829217007383704,1729.3710439996794,1729.3710439996794,1729.3710439996794,1729.3710439996794,1729.3710439996794,1729.3710439996794,1729.3710439996794,1729.3710439996794,None,None,None,,,,,,,,,,1717.213814099785,1717.213814099785,space,0.8984968005679548,1727.0504871997982,1729.0704353996553,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_right_P_0', 'blue_right_D_45', 'blue_right_C_0', 'blue_left_C_0']","{'color': 'red_right_P_0', 'position': 'blue_left_C_0', 'orientation': 'blue_right_D_45'}",color,['color'],red_right_P_0,0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,1729.3710439996794,1731.441832699813,,,1740.1255492996424,1740.1255492996424,1740.1255492996424,1,0.48344580037519336,1740.6265314999036,1740.6265314999036,1740.6265314999036,1740.6265314999036,1740.6265314999036,1740.6265314999036,1740.6265314999036,1740.6265314999036,None,None,None,,,,,,,,,,1729.3710439996794,1729.3710439996794,None,,1738.0883013997227,1740.1255492996424,1729.3710439996794,1729.3710439996794,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_right_Q_45', 'blue_top_L_45', 'blue_right_X_45', 'blue_right_X_0']","{'color': 'red_right_Q_45', 'position': 'blue_top_L_45', 'orientation': 'blue_right_X_0'}",color,['color'],red_right_Q_45,0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,1740.6265314999036,1742.6973462998867,,,1751.3810377996415,1751.3810377996415,1751.3810377996415,1,0.7071245000697672,1752.1158028999344,1752.1158028999344,1752.1158028999344,1752.1158028999344,1752.1158028999344,1752.1158028999344,1752.1158028999344,1752.1158028999344,None,None,None,,,,,,,,,,1740.6265314999036,1740.6265314999036,None,,1749.1600780999288,1751.3810377996415,1740.6265314999036,1740.6265314999036,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_left_Z_0', 'red_top_T_45', 'blue_left_D_45', 'red_left_K_45']","{'color': 'blue_left_D_45', 'position': 'red_top_T_45', 'orientation': 'red_left_Z_0'}",orientation,['orientation'],red_left_Z_0,0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,1752.1158028999344,1754.1865719999187,,,1762.8703031996265,1762.8703031996265,1762.8703031996265,1,1.2910446003079414,1764.1895615998656,1764.1895615998656,1764.1895615998656,1764.1895615998656,1764.1895615998656,1764.1895615998656,1764.1895615998656,1764.1895615998656,None,None,None,,,,,,,,,,1752.1158028999344,1752.1158028999344,None,,1760.849732699804,1762.8703031996265,1752.1158028999344,1752.1158028999344,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_S_45', 'blue_left_X_45', 'blue_bottom_M_45', 'blue_bottom_H_0']","{'color': 'red_bottom_S_45', 'position': 'blue_left_X_45', 'orientation': 'blue_bottom_H_0'}",orientation,['orientation'],blue_bottom_H_0,3,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,1764.1895615998656,1766.26036429964,,,1774.9106886000372,1774.9106886000372,1774.9106886000372,4,0.49043860053643584,1775.4283567997627,1775.4283567997627,1775.4283567997627,1775.4283567997627,1775.4283567997627,1775.4283567997627,1775.4283567997627,1775.4283567997627,None,None,None,,,,,,,,,,1764.1895615998656,1764.1895615998656,None,,1772.7064056000672,1774.9106886000372,1764.1895615998656,1764.1895615998656,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_X_45', 'blue_left_D_45', 'blue_bottom_R_0', 'red_bottom_R_45']","{'color': 'red_bottom_R_45', 'position': 'blue_left_D_45', 'orientation': 'blue_bottom_R_0'}",position,['position'],blue_left_D_45,1,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,1775.4283567997627,1777.499162899796,,,1786.1661878996529,1786.1661878996529,1786.1661878996529,2,0.4820402003824711,1786.6671614996158,1786.6671614996158,1786.6671614996158,1786.6671614996158,1786.6671614996158,1786.6671614996158,1786.6671614996158,1786.6671614996158,None,None,None,,,,,,,,,,1775.4283567997627,1775.4283567997627,None,,1784.1456197998486,1786.1661878996529,1775.4283567997627,1775.4283567997627,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_top_R_0', 'blue_top_V_45', 'red_top_F_45', 'blue_left_W_45']","{'color': 'red_top_F_45', 'position': 'blue_left_W_45', 'orientation': 'blue_top_R_0'}",position,['position'],blue_left_W_45,3,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,1786.6671614996158,1788.7380360998213,,,1797.6053702998906,1797.6053702998906,1797.6053702998906,4,0.18711090041324496,1797.8225175999105,1797.8225175999105,1797.8225175999105,1797.8225175999105,1797.8225175999105,1797.8225175999105,1797.8225175999105,1797.8225175999105,None,None,None,,,,,,,,,,1786.6671614996158,1786.6671614996158,None,,1795.5852154996246,1797.6053702998906,1786.6671614996158,1786.6671614996158,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_C_45', 'red_bottom_F_0', 'blue_right_H_0', 'blue_bottom_T_0']","{'color': 'red_bottom_F_0', 'position': 'blue_right_H_0', 'orientation': 'blue_bottom_C_45'}",color,['color'],red_bottom_F_0,1,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,1797.8225175999105,1799.8932747999206,,,1808.961048899684,1808.961048899684,1808.961048899684,2,0.23167490027844906,1809.211519499775,1809.211519499775,1809.211519499775,1809.211519499775,1809.211519499775,1809.211519499775,1809.211519499775,1809.211519499775,None,None,None,,,,,,,,,,1797.8225175999105,1797.8225175999105,None,,1806.756793699693,1808.961048899684,1797.8225175999105,1797.8225175999105,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_L_45', 'red_left_N_45', 'blue_bottom_Z_45', 'red_bottom_F_0']","{'color': 'blue_bottom_Z_45', 'position': 'red_left_N_45', 'orientation': 'red_bottom_F_0'}",position,['position'],red_left_N_45,1,1,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,1809.211519499775,1811.282350699883,,,1820.3501515998505,1820.3501515998505,1820.3501515998505,2,0.3626224002800882,1820.7676122998819,1824.5918123996817,1820.7676122998819,1824.5918123996817,1820.7676122998819,1824.5918123996817,1820.7676122998819,1824.5918123996817,13.253968253968255,2.7320297001861036,space,,,3.7449265005998313,,,,,,,1809.211519499775,1809.211519499775,None,,1818.1291871997528,1820.3501515998505,1809.211519499775,1809.211519499775,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Torso_X_For', 'R_Torso_X_For', 'R_Torso_Z_For', 'R_Base_X_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Torso_Z_For'}",localisation,"['laterality', 'localisation']",R_Base_X_For,3,2,robot,4,True,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,12,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,1831.1046217996627,,,,1847.904340900015,1847.904340900015,1847.904340900015,4,3.552339500747621,1851.478069699835,1851.478069699835,1851.478069699835,1851.478069699835,1851.478069699835,1851.478069699835,1851.478069699835,1851.478069699835,None,None,None,,,,,,,,,,1824.5918123996817,1824.5918123996817,space,6.488237500656396,,,,,1844.3640908999369,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Arm_Z_Back', 'L_Base_Z_Back', 'L_Arm_Z_For', 'L_Arm_Y_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Arm_Y_Back'}",movement,"['localisation', 'movement']",L_Arm_Y_Back,3,2,robot,4,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,12,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,1851.478069699835,1853.5656014997512,,,1868.3613048000261,1868.3613048000261,1868.3613048000261,4,3.3589584003202617,1871.7512943996117,1871.7512943996117,1871.7512943996117,1871.7512943996117,1871.7512943996117,1871.7512943996117,1871.7512943996117,1871.7512943996117,None,None,None,,,,,,,,,,1851.478069699835,1851.478069699835,None,,,,1851.478069699835,1851.478069699835,1864.7208356000483,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Y_For', 'R_Torso_X_Back', 'R_Arm_Y_For', 'L_Torso_Y_For']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Torso_X_Back'}",movement,"['localisation', 'movement']",R_Torso_X_Back,1,2,robot,4,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Torso_X_Back.mp4,12,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,1871.7512943996117,1873.8387902998365,,,1888.5176206999458,1888.5176206999458,1888.5176206999458,2,0.4429931007325649,1888.9852175000124,1888.9852175000124,1888.9852175000124,1888.9852175000124,1888.9852175000124,1888.9852175000124,1888.9852175000124,1888.9852175000124,None,None,None,,,,,,,,,,1871.7512943996117,1871.7512943996117,None,,,,1871.7512943996117,1871.7512943996117,1884.8771836999804,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Base_Z_For', 'L_Base_Z_Back', 'R_Base_Y_For', 'R_Head_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_Y_For'}",localisation,"['laterality', 'localisation']",R_Head_Z_Back,3,2,robot,4,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,12,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,1888.9852175000124,1891.0726902000606,,,1905.885158199817,1905.885158199817,1905.885158199817,4,0.49170370073989034,1906.4028713996522,1906.4028713996522,1906.4028713996522,1906.4028713996522,1906.4028713996522,1906.4028713996522,1906.4028713996522,1906.4028713996522,None,None,None,,,,,,,,,,1888.9852175000124,1888.9852175000124,None,,,,1888.9852175000124,1888.9852175000124,1902.244713400025,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
