sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_bottom_J_45', 'blue_bottom_Z_0', 'blue_right_J_45', 'blue_bottom_Z_45']","{'color': 'red_bottom_J_45', 'position': 'blue_right_J_45', 'orientation': 'blue_bottom_Z_0'}",color,['color'],red_bottom_J_45,0,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,2389.5705362996086,2391.6413570996374,,,2400.508759499993,2400.508759499993,2400.508759499993,1,0.1956857000477612,2400.7258794996887,2400.7258794996887,2400.7258794996887,2400.7258794996887,2400.7258794996887,2400.7258794996887,2400.7258794996887,2400.7258794996887,None,None,None,,,,,,,,,,2389.5705362996086,2389.5705362996086,None,,2398.3045198000036,2400.508759499993,2389.5705362996086,2389.5705362996086,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_B_45', 'blue_bottom_K_0', 'blue_right_B_45', 'red_bottom_S_45']","{'color': 'red_bottom_S_45', 'position': 'blue_right_B_45', 'orientation': 'blue_bottom_K_0'}",color,['color'],red_bottom_S_45,3,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,2400.7258794996887,2402.7804382997565,,,2411.4636845998466,2411.4636845998466,2411.4636845998466,4,0.24003570014610887,2411.730898599606,2411.730898599606,2411.730898599606,2411.730898599606,2411.730898599606,2411.730898599606,2411.730898599606,2411.730898599606,None,None,None,,,,,,,,,,2400.7258794996887,2400.7258794996887,None,,2409.4264201000333,2411.4636845998466,2400.7258794996887,2400.7258794996887,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_R_45', 'blue_bottom_D_0', 'red_bottom_R_0', 'blue_right_N_0']","{'color': 'red_bottom_R_0', 'position': 'blue_right_N_0', 'orientation': 'blue_bottom_R_45'}",color,['color'],red_bottom_R_0,2,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,2411.730898599606,2413.801677499898,,,2422.2515711998567,2422.2515711998567,2422.2515711998567,3,0.31662379996851087,2422.5855477000587,2422.5855477000587,2422.5855477000587,2422.5855477000587,2422.5855477000587,2422.5855477000587,2422.5855477000587,2422.5855477000587,None,None,None,,,,,,,,,,2411.730898599606,2411.730898599606,None,,2420.231689499691,2422.2515711998567,2411.730898599606,2411.730898599606,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_F_45', 'blue_left_M_0', 'blue_bottom_K_0', 'red_left_X_0']","{'color': 'red_left_X_0', 'position': 'blue_bottom_K_0', 'orientation': 'blue_left_F_45'}",position,['position'],blue_bottom_K_0,2,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,2422.5855477000587,2424.656374000013,,,2433.340066100005,2433.340066100005,2433.340066100005,3,0.4924982003867626,2433.857737299986,2433.857737299986,2433.857737299986,2433.857737299986,2433.857737299986,2433.857737299986,2433.857737299986,2433.857737299986,None,None,None,,,,,,,,,,2422.5855477000587,2422.5855477000587,None,,2431.3028147998266,2433.340066100005,2422.5855477000587,2422.5855477000587,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_Z_0', 'blue_right_F_45', 'blue_right_R_0', 'red_right_G_0']","{'color': 'red_right_G_0', 'position': 'blue_left_Z_0', 'orientation': 'blue_right_F_45'}",position,['position'],blue_left_Z_0,0,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,2433.857737299986,2435.92854469968,,,2444.595575899817,2444.595575899817,2444.595575899817,1,0.03622940042987466,2444.66236059973,2444.66236059973,2444.66236059973,2444.66236059973,2444.66236059973,2444.66236059973,2444.66236059973,2444.66236059973,None,None,None,,,,,,,,,,2433.857737299986,2433.857737299986,None,,2442.391253300011,2444.595575899817,2433.857737299986,2433.857737299986,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_Z_45', 'blue_bottom_F_0', 'red_right_J_0', 'red_bottom_G_0']","{'color': 'blue_bottom_F_0', 'position': 'red_right_J_0', 'orientation': 'red_bottom_Z_45'}",orientation,['orientation'],red_bottom_Z_45,0,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,2444.66236059973,2446.7332823998295,,,2455.016039399896,2455.016039399896,2455.016039399896,1,0.264355200342834,2455.299964899663,2455.299964899663,2455.299964899663,2455.299964899663,2455.299964899663,2455.299964899663,2455.299964899663,2455.299964899663,None,None,None,,,,,,,,,,2444.66236059973,2444.66236059973,None,,2452.9955408000387,2455.016039399896,2444.66236059973,2444.66236059973,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_right_N_45', 'red_top_Z_0', 'red_top_C_45', 'blue_top_H_45']","{'color': 'blue_top_H_45', 'position': 'red_right_N_45', 'orientation': 'red_top_Z_0'}",position,['position'],red_right_N_45,0,1,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,2455.299964899663,2457.3874671999365,,,2466.0377662000246,2466.0377662000246,2466.0377662000246,1,0.18631200026720762,2466.2548545999452,2466.2548545999452,2466.2548545999452,2466.2548545999452,2466.2548545999452,2466.2548545999452,2466.2548545999452,2466.2548545999452,None,None,None,,,,,,,,,,2455.299964899663,2455.299964899663,None,,2464.017093199771,2466.0377662000246,2455.299964899663,2455.299964899663,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_K_45', 'red_bottom_B_0', 'blue_bottom_L_0', 'red_right_X_0']","{'color': 'blue_bottom_L_0', 'position': 'red_right_X_0', 'orientation': 'red_bottom_K_45'}",orientation,['orientation'],red_bottom_K_45,0,1,letter,5,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,2466.2548545999452,2468.310951399617,,,2476.7922906996682,2476.7922906996682,2476.7922906996682,1,0.8153792005032301,2477.660675900057,2485.1086780996993,2477.660675900057,2485.1086780996993,2477.660675900057,2485.1086780996993,2477.660675900057,2485.1086780996993,12.619047619047615,4.051235300023109,space,,,7.379100300371647,,,,,,,2466.2548545999452,2466.2548545999452,None,,2474.7724444996566,2476.7922906996682,2466.2548545999452,2466.2548545999452,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_S_45', 'blue_bottom_R_0', 'red_bottom_C_0', 'blue_right_F_0']","{'color': 'red_bottom_C_0', 'position': 'blue_right_F_0', 'orientation': 'blue_bottom_S_45'}",orientation,"['color', 'orientation']",blue_bottom_S_45,0,2,letter,5,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,2521.129529699683,,,,2532.0844368999824,2532.0844368999824,2532.0844368999824,1,0.7555736005306244,2532.8693045000546,2532.8693045000546,2532.8693045000546,2532.8693045000546,2532.8693045000546,2532.8693045000546,2532.8693045000546,2532.8693045000546,None,None,None,,,,,,,,,,2485.1086780996993,2485.1086780996993,space,35.988644800148904,2529.863446199801,2532.0844368999824,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_top_L_0', 'blue_top_K_45', 'red_top_G_45', 'red_bottom_C_45']","{'color': 'blue_top_K_45', 'position': 'red_bottom_C_45', 'orientation': 'red_top_L_0'}",color,"['color', 'position']",blue_top_K_45,1,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,2532.8693045000546,2534.9401699998416,,,2543.8074803999625,2543.8074803999625,2543.8074803999625,2,0.6739453999325633,2544.5089026996866,2544.5089026996866,2544.5089026996866,2544.5089026996866,2544.5089026996866,2544.5089026996866,2544.5089026996866,2544.5089026996866,None,None,None,,,,,,,,,,2532.8693045000546,2532.8693045000546,None,,2541.7870522998273,2543.8074803999625,2532.8693045000546,2532.8693045000546,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_L_45', 'blue_bottom_Z_45', 'blue_right_J_45', 'blue_bottom_X_0']","{'color': 'red_bottom_L_45', 'position': 'blue_right_J_45', 'orientation': 'blue_bottom_X_0'}",color,"['color', 'orientation']",red_bottom_L_45,0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,2544.5089026996866,2546.57966379961,,,2555.4470847998746,2555.4470847998746,2555.4470847998746,1,0.889015500433743,2556.3655643998645,2556.3655643998645,2556.3655643998645,2556.3655643998645,2556.3655643998645,2556.3655643998645,2556.3655643998645,2556.3655643998645,None,None,None,,,,,,,,,,2544.5089026996866,2544.5089026996866,None,,2553.4264511000365,2555.4470847998746,2544.5089026996866,2544.5089026996866,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_W_45', 'blue_top_S_45', 'red_bottom_R_45', 'blue_bottom_V_0']","{'color': 'red_bottom_R_45', 'position': 'blue_top_S_45', 'orientation': 'blue_bottom_V_0'}",position,"['color', 'position']",blue_top_S_45,1,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,2556.3655643998645,2558.4363653999753,,,2567.0866586999036,2567.0866586999036,2567.0866586999036,2,0.721360900439322,2567.8381318999454,2567.8381318999454,2567.8381318999454,2567.8381318999454,2567.8381318999454,2567.8381318999454,2567.8381318999454,2567.8381318999454,None,None,None,,,,,,,,,,2556.3655643998645,2556.3655643998645,None,,2565.0663646999747,2567.0866586999036,2556.3655643998645,2556.3655643998645,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_left_L_45', 'red_left_Z_0', 'blue_left_S_0', 'red_bottom_D_0']","{'color': 'blue_left_S_0', 'position': 'red_bottom_D_0', 'orientation': 'red_left_L_45'}",orientation,"['orientation', 'position']",red_left_L_45,0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,2567.8381318999454,2569.908968199976,,,2578.5927053997293,2578.5927053997293,2578.5927053997293,1,6.727747700177133,2585.3392590000294,2585.3392590000294,2585.3392590000294,2585.3392590000294,2585.3392590000294,2585.3392590000294,2585.3392590000294,2585.3392590000294,None,None,None,,,,,,,,,,2567.8381318999454,2567.8381318999454,None,,2576.555375699885,2578.5927053997293,2567.8381318999454,2567.8381318999454,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_top_H_0', 'blue_bottom_X_0', 'blue_top_J_45', 'blue_top_F_0']","{'color': 'red_top_H_0', 'position': 'blue_bottom_X_0', 'orientation': 'blue_top_J_45'}",position,"['orientation', 'position']",blue_bottom_X_0,1,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,2585.3392590000294,2587.393407399766,,,2596.2607598998584,2596.2607598998584,2596.2607598998584,2,1.0034003001637757,2597.2961776996963,2597.2961776996963,2597.2961776996963,2597.2961776996963,2597.2961776996963,2597.2961776996963,2597.2961776996963,2597.2961776996963,None,None,None,,,,,,,,,,2585.3392590000294,2585.3392590000294,None,,2594.056463399902,2596.2607598998584,2585.3392590000294,2585.3392590000294,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_right_W_45', 'blue_left_L_0', 'blue_right_S_0', 'red_right_J_0']","{'color': 'red_right_J_0', 'position': 'blue_left_L_0', 'orientation': 'blue_right_W_45'}",color,"['color', 'orientation']",red_right_J_0,3,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,2597.2961776996963,2599.366973299999,,,2608.2510116999038,2608.2510116999038,2608.2510116999038,4,1.8855065004900098,2610.1547826998867,2610.1547826998867,2610.1547826998867,2610.1547826998867,2610.1547826998867,2610.1547826998867,2610.1547826998867,2610.1547826998867,None,None,None,,,,,,,,,,2597.2961776996963,2597.2961776996963,None,,2606.030006499961,2608.2510116999038,2597.2961776996963,2597.2961776996963,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_K_45', 'blue_top_R_0', 'blue_top_V_45', 'red_top_X_45']","{'color': 'red_top_X_45', 'position': 'blue_left_K_45', 'orientation': 'blue_top_R_0'}",orientation,"['orientation', 'position']",blue_top_R_0,1,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,2610.1547826998867,2612.2255878997967,,,2620.892600100022,2620.892600100022,2620.892600100022,2,7.779311800375581,2628.691247599665,2628.691247599665,2628.691247599665,2628.691247599665,2628.691247599665,2628.691247599665,2628.691247599665,2628.691247599665,None,None,None,,,,,,,,,,2610.1547826998867,2610.1547826998867,None,,2618.8720631999895,2620.892600100022,2610.1547826998867,2610.1547826998867,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_S_0', 'red_left_J_0', 'red_top_D_0', 'red_left_S_45']","{'color': 'blue_left_S_0', 'position': 'red_top_D_0', 'orientation': 'red_left_S_45'}",position,"['color', 'position']",red_top_D_0,2,2,letter,5,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,2628.691247599665,2630.7620226000436,,,2639.6294820997864,2639.6294820997864,2639.6294820997864,3,1.5222479002550244,2641.2159104999155,2644.372117300052,2641.2159104999155,2644.372117300052,2641.2159104999155,2644.372117300052,2641.2159104999155,2644.372117300052,36.11111111111111,2.765470199752599,space,,,3.0956656001508236,,,,,,,2628.691247599665,2628.691247599665,None,,2637.608885699883,2639.6294820997864,2628.691247599665,2628.691247599665,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_right_L_0', 'blue_left_Z_0', 'red_left_R_45', 'red_left_V_0']","{'color': 'blue_left_Z_0', 'position': 'red_right_L_0', 'orientation': 'red_left_R_45'}",position,"['color', 'orientation', 'position']",red_right_L_0,0,3,letter,5,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,2645.741495399736,,,,2656.4960500998423,2656.4960500998423,2656.4960500998423,1,4.824002700392157,2661.338844999671,2661.338844999671,2661.338844999671,2661.338844999671,2661.338844999671,2661.338844999671,2661.338844999671,2661.338844999671,None,None,None,,,,,,,,,,2644.372117300052,2644.372117300052,space,1.3484375006519258,2654.4754419997334,2656.4960500998423,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_right_K_0', 'red_right_B_45', 'red_right_J_0', 'red_left_G_0']","{'color': 'blue_right_K_0', 'position': 'red_left_G_0', 'orientation': 'red_right_B_45'}",color,"['color', 'orientation', 'position']",blue_right_K_0,0,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,2661.338844999671,2663.409726299811,,,2672.2770658000372,2672.2770658000372,2672.2770658000372,1,3.5785400005988777,2675.8841416998766,2675.8841416998766,2675.8841416998766,2675.8841416998766,2675.8841416998766,2675.8841416998766,2675.8841416998766,2675.8841416998766,None,None,None,,,,,,,,,,2661.338844999671,2661.338844999671,None,,2670.2565214000642,2672.2770658000372,2661.338844999671,2661.338844999671,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_right_F_45', 'blue_top_B_0', 'blue_top_Z_45', 'red_top_M_45']","{'color': 'red_top_M_45', 'position': 'blue_right_F_45', 'orientation': 'blue_top_B_0'}",position,"['color', 'orientation', 'position']",blue_right_F_45,0,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,2675.8841416998766,2677.954947900027,,,2686.605286200065,2686.605286200065,2686.605286200065,1,1.3871979005634785,2688.024712299928,2688.024712299928,2688.024712299928,2688.024712299928,2688.024712299928,2688.024712299928,2688.024712299928,2688.024712299928,None,None,None,,,,,,,,,,2675.8841416998766,2675.8841416998766,None,,2684.5846166997217,2686.605286200065,2675.8841416998766,2675.8841416998766,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_top_R_45', 'red_right_R_0', 'blue_top_F_0', 'red_top_N_0']","{'color': 'blue_top_F_0', 'position': 'red_right_R_0', 'orientation': 'red_top_R_45'}",color,"['color', 'orientation', 'position']",blue_top_F_0,2,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,2688.024712299928,2690.0954930000007,,,2698.762528900057,2698.762528900057,2698.762528900057,3,1.4213661006651819,2700.215377399698,2700.215377399698,2700.215377399698,2700.215377399698,2700.215377399698,2700.215377399698,2700.215377399698,2700.215377399698,None,None,None,,,,,,,,,,2688.024712299928,2688.024712299928,None,,2696.7419219999574,2698.762528900057,2688.024712299928,2688.024712299928,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_top_W_0', 'blue_bottom_J_0', 'red_top_D_0', 'blue_top_V_45']","{'color': 'red_top_D_0', 'position': 'blue_bottom_J_0', 'orientation': 'blue_top_V_45'}",orientation,"['color', 'orientation', 'position']",blue_top_V_45,3,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,2700.215377399698,2702.2862237999216,,,2711.1535737998784,2711.1535737998784,2711.1535737998784,3,3.9906512005254626,2715.16147469962,2715.16147469962,2715.16147469962,2715.16147469962,2715.16147469962,2715.16147469962,2715.16147469962,2715.16147469962,None,None,None,,,,,,,,,,2700.215377399698,2700.215377399698,None,,2708.9325901996344,2711.1535737998784,2700.215377399698,2700.215377399698,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_right_T_0', 'red_right_Q_0', 'red_left_G_0', 'red_right_H_45']","{'color': 'blue_right_T_0', 'position': 'red_left_G_0', 'orientation': 'red_right_H_45'}",color,"['color', 'orientation', 'position']",blue_right_T_0,0,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,2715.16147469962,2717.232255399693,,,2725.8992802998982,2725.8992802998982,2725.8992802998982,1,3.2689202004112303,2729.1891092997976,2729.1891092997976,2729.1891092997976,2729.1891092997976,2729.1891092997976,2729.1891092997976,2729.1891092997976,2729.1891092997976,None,None,None,,,,,,,,,,2715.16147469962,2715.16147469962,None,,2723.6783181997016,2725.8992802998982,2715.16147469962,2715.16147469962,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_left_T_0', 'red_top_V_45', 'red_left_W_45', 'blue_left_M_45']","{'color': 'blue_left_M_45', 'position': 'red_top_V_45', 'orientation': 'red_left_T_0'}",position,"['color', 'orientation', 'position']",red_top_V_45,1,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,2729.1891092997976,2731.259861299768,,,2740.144003199879,2740.144003199879,2740.144003199879,2,2.4962242003530264,2742.6655843998305,2742.6655843998305,2742.6655843998305,2742.6655843998305,2742.6655843998305,2742.6655843998305,2742.6655843998305,2742.6655843998305,None,None,None,,,,,,,,,,2729.1891092997976,2729.1891092997976,None,,2737.9229895998724,2740.144003199879,2729.1891092997976,2729.1891092997976,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_top_B_45', 'red_right_C_45', 'red_top_Q_45', 'red_top_D_0']","{'color': 'blue_top_B_45', 'position': 'red_right_C_45', 'orientation': 'red_top_D_0'}",orientation,"['color', 'orientation', 'position']",red_top_D_0,3,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,133,133,133,,,,,,,,,,,,,,,,,,,2742.6655843998305,2744.736401599832,,,2753.403376999777,2753.403376999777,2753.403376999777,1,8.796932500321418,2762.2207537000068,2762.2207537000068,2762.2207537000068,2762.2207537000068,2762.2207537000068,2762.2207537000068,2762.2207537000068,2762.2207537000068,None,None,None,,,,,,,,,,2742.6655843998305,2742.6655843998305,None,,2751.1823962996714,2753.403376999777,2742.6655843998305,2742.6655843998305,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
